record_id,age_high,age_low,category,created,created_by,directionality,format,frontend_display_specific,gender,id,id_general,label,last_modified,last_modified_by,menopausal_status,metric_name,name_backend,operator,range_high_backend,range_high_frontend,range_low_backend,range_low_frontend,range_name,range_name_backend,range_score,units
rec0Mpx18nZtCQCVK,49.99,40,recUXbxRWHq0iYQsr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,33.0-39.0,Female,suboptimal_vo2_max_female_40s,vo2_max_female_40s,Movement,2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<>,38.99,39.0,33,33.0,Suboptimal,suboptimal,linear:3.5-7,rec45frpbX1A9jS2n
recgTOnknnEjbBkl5,49.99,40,recUXbxRWHq0iYQsr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,>39.0,Female,optimal_vo2_max_female_40s,vo2_max_female_40s,Movement,2025-09-24T18:06:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,>,100,,39,39.0,Optimal,optimal,10,rec45frpbX1A9jS2n
recheQ3XAeUknisY5,59.99,50,recUXbxRWHq0iYQsr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,<24.0,Female,critically_low_vo2_max_female_50s,vo2_max_female_50s,Movement,2025-09-24T18:06:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<,23.99,24.0,0,,Critically Low,critically_low,0,rec45frpbX1A9jS2n
rec0Oa1d9tNSaMqs2,59.99,50,recUXbxRWHq0iYQsr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,24.0-30.0,Female,low_vo2_max_female_50s,vo2_max_female_50s,Movement,2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<>,29.99,30.0,24,24.0,Low,low,linear:0-3.5,rec45frpbX1A9jS2n
recS2jmOsbkZ8M0mg,59.99,50,recUXbxRWHq0iYQsr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,30.0-36.0,Female,suboptimal_vo2_max_female_50s,vo2_max_female_50s,Movement,2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<>,35.99,36.0,30,30.0,Suboptimal,suboptimal,linear:3.5-7,rec45frpbX1A9jS2n
rec82AFByNyjX6uuv,59.99,50,recUXbxRWHq0iYQsr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,>36.0,Female,optimal_vo2_max_female_50s,vo2_max_female_50s,Movement,2025-09-24T18:06:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,>,100,,36,36.0,Optimal,optimal,10,rec45frpbX1A9jS2n
recerWMIJ5kR9O1kd,69.99,60,recUXbxRWHq0iYQsr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,<22.0,Female,critically_low_vo2_max_female_60s,vo2_max_female_60s,Movement,2025-09-24T18:06:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<,21.99,22.0,0,,Critically Low,critically_low,0,rec45frpbX1A9jS2n
recQ9qQTC3jzrlUNe,69.99,60,recUXbxRWHq0iYQsr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,22.0-27.0,Female,low_vo2_max_female_60s,vo2_max_female_60s,Movement,2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<>,26.99,27.0,22,22.0,Low,low,linear:0-3.5,rec45frpbX1A9jS2n
rect0FjKFTDVvsBBH,69.99,60,recUXbxRWHq0iYQsr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,27.0-32.0,Female,suboptimal_vo2_max_female_60s,vo2_max_female_60s,Movement,2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<>,31.99,32.0,27,27.0,Suboptimal,suboptimal,linear:3.5-7,rec45frpbX1A9jS2n
rectuTkpfvqDV89GL,69.99,60,recUXbxRWHq0iYQsr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,>32.0,Female,optimal_vo2_max_female_60s,vo2_max_female_60s,Movement,2025-09-24T18:06:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,>,100,,32,32.0,Optimal,optimal,10,rec45frpbX1A9jS2n
recxattRa27qUuzde,79.99,70,recUXbxRWHq0iYQsr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,<20.0,Female,critically_low_vo2_max_female_70s,vo2_max_female_70s,Movement,2025-09-24T18:06:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<,19.99,20.0,0,,Critically Low,critically_low,0,rec45frpbX1A9jS2n
reciXVHY46DESNziK,79.99,70,recUXbxRWHq0iYQsr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,20.0-26.0,Female,low_vo2_max_female_70s,vo2_max_female_70s,Movement,2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<>,25.99,26.0,20,20.0,Low,low,linear:0-3.5,rec45frpbX1A9jS2n
reckegU6U6dSKl5hi,79.99,70,recUXbxRWHq0iYQsr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,26.0-28.0,Female,suboptimal_vo2_max_female_70s,vo2_max_female_70s,Movement,2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<>,27.99,28.0,26,26.0,Suboptimal,suboptimal,linear:3.5-7,rec45frpbX1A9jS2n
recPpnRJuxGVJoIZh,79.99,70,recUXbxRWHq0iYQsr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,>28.0,Female,optimal_vo2_max_female_70s,vo2_max_female_70s,Movement,2025-09-24T18:06:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,>,100,,28,28.0,Optimal,optimal,10,rec45frpbX1A9jS2n
recGnE3TKHBSWKi0h,89.99,80,recUXbxRWHq0iYQsr,2025-06-20T18:36:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,<16.0,Female,critically_low_vo2_max_female_80s,vo2_max_female_80s,Movement,2025-09-24T18:06:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<,15.99,16.0,0,,Critically Low,critically_low,0,rec45frpbX1A9jS2n
recXKxovqtT5kRc75,89.99,80,recUXbxRWHq0iYQsr,2025-06-20T18:36:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,16.0-18.0,Female,low_vo2_max_female_80s,vo2_max_female_80s,Movement,2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<>,17.99,18.0,16,16.0,Low,low,linear:0-3.5,rec45frpbX1A9jS2n
recCXX68piS3droOp,89.99,80,recUXbxRWHq0iYQsr,2025-06-20T18:36:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,18.0-21.0,Female,suboptimal_vo2_max_female_80s,vo2_max_female_80s,Movement,2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<>,20.99,21.0,18,18.0,Suboptimal,suboptimal,linear:3.5-7,rec45frpbX1A9jS2n
recJKux2Vkm29QmTJ,89.99,80,recUXbxRWHq0iYQsr,2025-06-20T18:36:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,>21.0,Female,optimal_vo2_max_female_80s,vo2_max_female_80s,Movement,2025-09-24T18:06:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,>,100,,21,21.0,Optimal,optimal,10,rec45frpbX1A9jS2n
recSnAKJuieLvqiNP,99.99,90,recUXbxRWHq0iYQsr,2025-06-20T18:36:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,<14.0,Female,critically_low_vo2_max_female_90s,vo2_max_female_90s,Movement,2025-09-24T18:06:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<,13.99,14.0,0,,Critically Low,critically_low,0,rec45frpbX1A9jS2n
recNa1RLJix41R0gZ,99.99,90,recUXbxRWHq0iYQsr,2025-06-20T18:36:10.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,14.0-16.0,Female,low_vo2_max_female_90s,vo2_max_female_90s,Movement,2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<>,15.99,16.0,14,14.0,Low,low,linear:0-3.5,rec45frpbX1A9jS2n
recyQZJgr4al2fL9x,99.99,90,recUXbxRWHq0iYQsr,2025-06-20T18:36:10.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,16.0-19.0,Female,suboptimal_vo2_max_female_90s,vo2_max_female_90s,Movement,2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,<>,18.99,19.0,16,16.0,Suboptimal,suboptimal,linear:3.5-7,rec45frpbX1A9jS2n
recooLdRO9823skIg,99.99,90,recUXbxRWHq0iYQsr,2025-06-20T18:36:10.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,>19.0,Female,optimal_vo2_max_female_90s,vo2_max_female_90s,Movement,2025-09-24T18:06:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec0v0JrVS6xu5Dcj,vo2_max,>,100,,19,19.0,Optimal,optimal,10,rec45frpbX1A9jS2n
recX1ItC75bCkxT53,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,<5.0,Male,excessively_low_bodyfat_male,percent_body_fat_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:06:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recVHWlB26jWt9Ij9,bodyfat,<,4.99,5.0,0,,Excessively Low,excessively_low,0,recbr6G7O5LsA88v5
recx6fykuYoTNbJCx,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,5.0-10.0,Male,low_bodyfat_male,percent_body_fat_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recVHWlB26jWt9Ij9,bodyfat,<>,9.99,10.0,5,5.0,Low,low,linear:0-3.5,recbr6G7O5LsA88v5
recSJmsEsAjvLE8uW,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,10.0-15.0,Male,suboptimal_low_bodyfat_male,percent_body_fat_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recVHWlB26jWt9Ij9,bodyfat,<>,14.99,15.0,10,10.0,Suboptimal Low,suboptimal_low,linear:3.5-7,recbr6G7O5LsA88v5
reclEFzvbt5lIUoYP,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,15.0-20.0,Male,optimal_bodyfat_male,percent_body_fat_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recVHWlB26jWt9Ij9,bodyfat,<>,19.99,20.0,15,15.0,Optimal,optimal,10,recbr6G7O5LsA88v5
recMMsvzKf9dasuHS,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,20.0-25.0,Male,suboptimal_high_bodyfat_male,percent_body_fat_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recVHWlB26jWt9Ij9,bodyfat,<>,24.99,25.0,20,20.0,Suboptimal High,suboptimal_high,linear:7-3.5,recbr6G7O5LsA88v5
recolJoW0O82Bi1pk,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,25.0-30.0,Male,high_bodyfat_male,percent_body_fat_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recVHWlB26jWt9Ij9,bodyfat,<>,29.99,30.0,25,25.0,High,high,linear:3.5-0,recbr6G7O5LsA88v5
recszYtej1OUJz6G0,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,30.0-50.0,Male,excessively_high_bodyfat_male,percent_body_fat_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recVHWlB26jWt9Ij9,bodyfat,<>,100,50.0,30,30.0,Excessively High,excessively_high,0,recbr6G7O5LsA88v5
recQBq94xDcnSmTZg,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,3.0-13.0,Female,excessively_low_bodyfat_premenopausal_female,percent_body_fat_premenopausal_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Premenopausal,recVHWlB26jWt9Ij9,bodyfat,<>,12.99,13.0,0,3.0,Excessively Low,excessively_low,0,recbr6G7O5LsA88v5
recGdO5MtC5WROtWC,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,13.0-18.0,Female,low_bodyfat_premenopausal_female,percent_body_fat_premenopausal_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Premenopausal,recVHWlB26jWt9Ij9,bodyfat,<>,17.99,18.0,13,13.0,Low,low,linear:0-3.5,recbr6G7O5LsA88v5
recSbdjN8dDrOsgZ6,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,18.0-23.0,Female,suboptimal_low_bodyfat_premenopausal_female,percent_body_fat_premenopausal_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Premenopausal,recVHWlB26jWt9Ij9,bodyfat,<>,22.99,23.0,18,18.0,Suboptimal Low,suboptimal_low,linear:3.5-7,recbr6G7O5LsA88v5
reciKi0nWFBPkEkmJ,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,23.0-28.0,Female,optimal_bodyfat_premenopausal_female,percent_body_fat_premenopausal_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Premenopausal,recVHWlB26jWt9Ij9,bodyfat,<>,27.99,28.0,23,23.0,Optimal,optimal,10,recbr6G7O5LsA88v5
recFFPRUogn5BezIk,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,28.0-33.0,Female,suboptimal_high_bodyfat_premenopausal_female,percent_body_fat_premenopausal_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Premenopausal,recVHWlB26jWt9Ij9,bodyfat,<>,32.99,33.0,28,28.0,Suboptimal High,suboptimal_high,linear:7-3.5,recbr6G7O5LsA88v5
recSGuo0zFH4XIHbv,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,33.0-38.0,Female,high_bodyfat_premenopausal_female,percent_body_fat_premenopausal_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Premenopausal,recVHWlB26jWt9Ij9,bodyfat,<>,37.99,38.0,33,33.0,High,high,linear:3.5-0,recbr6G7O5LsA88v5
recz2xdTskt6A8FEm,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,38.0-50.0,Female,excessively_high_bodyfat_premenopausal_female,percent_body_fat_premenopausal_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Premenopausal,recVHWlB26jWt9Ij9,bodyfat,<>,100,50.0,38,38.0,Excessively High,excessively_high,0,recbr6G7O5LsA88v5
recDytlGKffmR0IaP,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,3.0-15.0,Female,excessively_low_bodyfat_postmenopausal_female,percent_body_fat_postmenopausal_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Postmenopausal,recVHWlB26jWt9Ij9,bodyfat,<>,14.99,15.0,0,3.0,Excessively Low,excessively_low,0,recbr6G7O5LsA88v5
recBdc1k6TEM1wRH7,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,15.0-20.0,Female,low_bodyfat_postmenopausal_female,percent_body_fat_postmenopausal_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Postmenopausal,recVHWlB26jWt9Ij9,bodyfat,<>,19.99,20.0,15,15.0,Low,low,linear:0-3.5,recbr6G7O5LsA88v5
rec08iv6IPlrij0ce,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,20.0-25.0,Female,suboptimal_low_bodyfat_postmenopausal_female,percent_body_fat_postmenopausal_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Postmenopausal,recVHWlB26jWt9Ij9,bodyfat,<>,24.99,25.0,20,20.0,Suboptimal Low,suboptimal_low,linear:3.5-7,recbr6G7O5LsA88v5
rec67IcbXo7SwCGBR,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,25.0-30.0,Female,optimal_bodyfat_postmenopausal_female,percent_body_fat_postmenopausal_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Postmenopausal,recVHWlB26jWt9Ij9,bodyfat,<>,29.99,30.0,25,25.0,Optimal,optimal,10,recbr6G7O5LsA88v5
recd4okkX4yFdKrtE,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,30.0-35.0,Female,suboptimal_high_bodyfat_postmenopausal_female,percent_body_fat_postmenopausal_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Postmenopausal,recVHWlB26jWt9Ij9,bodyfat,<>,34.99,35.0,30,30.0,Suboptimal High,suboptimal_high,linear:7-3.5,recbr6G7O5LsA88v5
