record_id,ID,calculated_metrics_vfinal,cognitive_health_weight,conditional_note,connection_purpose_weight,core_care_weight,created,created_by,dependent_on_not_selected,dependent_on_selected,from_field_include_responses_not_selected_from,from_field_include_responses_selected_from,group_id,healthful_nutrition_weight,implementation_issue_detail,implrmentation_issue,include_responses_not_selected_from,include_responses_selected_from,last_modified,last_modified_by,movement_exercise_weight,pillar,pre_fill,question,response,restorative_sleep_weight,score,screening_compliance_matrix,section,section_number,section_question_order,show_if_not_selected,show_if_selected,stress_management_weight,survey_response_options,total_weight_pillar_agnostic,type
rec60q0R6fMhKnZpO,2.63,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,calorie_tracking,,,,,,2025-09-18T12:41:38.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recgGEypX3ghJay5R,,"Which of the following tools do you use to track your caloric intake (select all that apply)?
","Food scale, Mobile app (e.g., Written food diary or journal, Online calorie tracking tools, Pre-packaged meal plans with calorie counts",,"0, 0, 0, 0, 0",,Nutrition and Diet,2,69,,,,"rec7MSf9fj6viNKJ8, recIjV0WgoqO1sahM, reciUkg8YlK4JWShu, rec0OM6EF4M9NV020, recSniM9NfKG2p7au",0,multi-select  
recaX0uNW9zxUFK7a,2.64,,,,,,2025-06-13T21:02:16.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,calorie_tracking,,,,,,2025-09-18T12:41:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recgGEypX3ghJay5R,,"Which, if any, of the following methods would you consider as an alternative to calorie tracking (select all that apply)?
","Caloric restriction (e.g. portion control), Dietary restriction (e.g., Time restriction (e.g., Eating more whole foods and less processed foods, Listening to hunger and fullness cues, Focusing on macronutrient balance, Regular consultations with a nutritionist or dietitian, Other (please specify), None, Other (please specify)",,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,Nutrition and Diet,2,70,,,,"rectv4BfR6WQOIrU5, recPfInzhfHxNNkUq, recZ7ipDU3oD7zCsG, reccuduSzcRLUegja, recyBq4koiDV5rM9b, recjDWESznBqbLWU8, recnNTd10jJ0qXbVu, recCjCwF75VzLRfxM, rec4GvrJYd1iSnice, recCp3Hqfk9GB2FmT",0,multi-select  
recelYDHYn6lVkDrh,3.01,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,physical_exercise,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"How often do you engage in physical exercise?
","Occasionally (1–2 times per week), Regularly (3–4 times per week), Frequently (5 or more times per week), Rarely or Never",,"6, 10, 10, 2",,Movement and Exercise,3,1,,,,"recYE3OyjODmgZsq9, recsBDomELGGzQnLE, recJWDzWXeh7518ov, recOkZzzJsco1hg8n",0,single-select
recEapW9cFZIqQ0HW,3.02,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,"recOkZzzJsco1hg8n, recYE3OyjODmgZsq9",,,physical_exercise,,Multi-response condition logic not built,True,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"Would you consider exercising more frequently in support of your longevity goals?
","Maybe - need more information, Not now, but maybe in the future, Yes - open to trying, No",,"6, 4, 10, 2",,Movement and Exercise,3,2,,"Rarely or Never, Occasionally (1–2 times per week)",,"recCQ5HYcSgxy1Vpt, rec4R3uA0QWVCpxsb, recBgTimZ3udb8XYP, recpMQc0OoSys2OzQ",0,single-select
recoFP1MsncmM5fFD,3.03,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,physical_exercise,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"What types of exercise do you typically engage in (select all that apply)?
_Most activities fit into one of these four categories. If you do something that isn’t listed, choose the category that seems closest:_
","Strength Training: Exercises that build muscle or improve power (e.g., weight lifting, resistance bands, bodyweight workouts, climbing)., Flexibility/Mobility: Activities that improve your range of motion or help you stretch (e.g., yoga, stretching routines, Pilates, tai chi)., HIIT: High-intensity interval training—short bursts of hard effort with rest in between (e.g., bootcamp classes, sprints, circuit training, boxing)., None, Cardio: Activities that increase your heart rate for an extended period (e.g., walking, running, cycling, swimming, dance, team sports).",,"0, 0, 0, 0, 0",,Movement and Exercise,3,3,,,,"recT9nUnF2KBfPOjV, recMTw95Z8wISXYAU, rec52vBM46mpGsvbL, recdjJSrF5ihvLQzF, recnmbP0GvlPDE1uB",0,multi-select  
rec8McOEmkTljKa1M,3.04,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recnmbP0GvlPDE1uB,,,physical_exercise,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"How often do you engage in Cardio?
","Regularly (3–4 times per week), Frequently (5 or more times per week), Occasionally (1–2 times per week), Rarely (a few times a month)",,"8, 10, 6, 4",,Movement and Exercise,3,4,,"Cardio: Activities that increase your heart rate for an extended period (e.g., walking, running, cycling, swimming, dance, team sports).",,"rec26VnWnSe3wFla6, recxhtc1SMrQYk0wy, recoAvqWSuU7GPrGL, recn95ogvTbiKiSm8",0,single-select
recHjFbijgGlet0re,3.08,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recnmbP0GvlPDE1uB,,,physical_exercise,,,,,,2025-09-29T18:44:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"On days when you do cardio, how many total minutes of cardio do you get—across all sessions that day?
","30–45 minutes, 45–60 minutes, More than 60 minutes, Less than 30 minutes",,"8, 9, 10, 6",,Movement and Exercise,3,5,,"Cardio: Activities that increase your heart rate for an extended period (e.g., walking, running, cycling, swimming, dance, team sports).",,"recENa7T6gr7hxvZf, recDz5im5NpUHRZk3, recbgZ2mPghrKHRq8, recyhax8JVEWmHRmN",0,single-select
recpn0QUJKCB5NVNH,3.05,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recT9nUnF2KBfPOjV,,,physical_exercise,,,,,,2025-09-29T18:44:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"How often do you engage in Strength training?
","Regularly (3–4 times per week), Frequently (5 or more times per week), Occasionally (1–2 times per week), Rarely (a few times a month)",,"8, 10, 6, 4",,Movement and Exercise,3,6,,"Strength Training: Exercises that build muscle or improve power (e.g., weight lifting, resistance bands, bodyweight workouts, climbing).",,"recpDSaLMmTn8pExY, recFIdoZ7we7FvKKo, recGYDUbKSOwG4VHt, recqCDKSguu78BnYZ",0,single-select
rec8ZDZplMHSxxDQq,3.09,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recT9nUnF2KBfPOjV,,,physical_exercise,,,,,,2025-09-29T18:44:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"On days when you strength train, how many total minutes do you get—across all sessions that day?
","30–45 minutes, 45–60 minutes, More than 60 minutes, Less than 30 minutes",,"8, 10, 10, 6",,Movement and Exercise,3,7,,"Strength Training: Exercises that build muscle or improve power (e.g., weight lifting, resistance bands, bodyweight workouts, climbing).",,"rec9eYYh01865O6NU, recwKjGBeozEwHaVV, rectrFQLqol3mjPF6, recJopm6cvoofI76I",0,single-select
recPXpwXIvua37xLH,3.07,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec52vBM46mpGsvbL,,,physical_exercise,,,,,,2025-09-29T18:44:58.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"How often do you engage in High-intensity interval training (HIIT)?
","Regularly (3–4 times per week), Frequently (5 or more times per week), Occasionally (1–2 times per week), Rarely (a few times a month)",,"8, 10, 6, 4",,Movement and Exercise,3,8,,"HIIT: High-intensity interval training—short bursts of hard effort with rest in between (e.g., bootcamp classes, sprints, circuit training, boxing).",,"receGSvcZoxwXcKHN, recjFG12WxyhRP8Lu, rec6UVvVYHBXvVyhs, recKz2S8mdnL8ztpq",0,single-select
rec8Qsa77GgZlt6q5,3.11,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec52vBM46mpGsvbL,,,physical_exercise,,,,,,2025-09-29T18:45:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"On days when you do high-intensity interval training (HIIT), how many total minutes do you get—across all sessions that day?
","30–45 minutes, 45–60 minutes, More than 60 minutes, Less than 30 minutes",,"8, 10, 10, 6",,Movement and Exercise,3,9,,"HIIT: High-intensity interval training—short bursts of hard effort with rest in between (e.g., bootcamp classes, sprints, circuit training, boxing).",,"recI8hB9q1eHLXHwE, recVd7MRojYLW1lx0, rec6UpsJiyZiPVhun, rec1uZxg2B73U6YEt",0,single-select
recgawUgGq72dNUxd,3.06,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recMTw95Z8wISXYAU,,,physical_exercise,,,,,,2025-09-29T18:45:00.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"How often do you engage in Flexibility/mobility?
","Regularly (3–4 times per week), Frequently (5 or more times per week), Occasionally (1–2 times per week), Rarely (a few times a month)",,"8, 10, 6, 4",,Movement and Exercise,3,10,,"Flexibility/Mobility: Activities that improve your range of motion or help you stretch (e.g., yoga, stretching routines, Pilates, tai chi).",,"recUZV1IiFEq6aHoA, recWAEIFNXf7cyQME, recyIH2ITGXf9GyLf, recXubzWNr9Bonk9I",0,single-select
reczBS3I2Tg7XmhmW,3.10,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recMTw95Z8wISXYAU,,,physical_exercise,,,,,,2025-09-29T18:45:03.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"On days when you do flexibility or mobility work (like yoga or stretching), how many total minutes do you get—across all sessions that day?
","30–45 minutes, 45–60 minutes, More than 60 minutes, Less than 30 minutes",,"8, 10, 10, 6",,Movement and Exercise,3,11,,"Flexibility/Mobility: Activities that improve your range of motion or help you stretch (e.g., yoga, stretching routines, Pilates, tai chi).",,"recRFfaa7HZLpc2NR, rec8ICWmF8vCUIgPu, recDX3gjOK9c6bx4p, recyEXQckGl36aUgh",0,single-select
reclelJYDHG3rhbZB,3.15,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recnmbP0GvlPDE1uB,,,,physical_exercise,,,,,,2025-09-29T18:45:21.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"What are the primary reasons that cardio is not a part of your routine (select all that apply)?
","Preference for other types of exercise, Concern about injury, Lack of time, Perception that it is not necessary for my goals, Discomfort with cardio activities, Boredom with cardio activities, Lack of access to facilities or equipment, Physical limitations or medical conditions, Other (please specify), Lack of interest in cardio exercises",,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,Movement and Exercise,3,12,"Cardio: Activities that increase your heart rate for an extended period (e.g., walking, running, cycling, swimming, dance, team sports).",,,"rec5c17VPLHlZKeUp, recTspNmD1cIEbj1Y, recEpj5uUfDtG9jKY, recIHDRP2PdGhiIQ8, recEF3oL5SlScaFAw, recvb3FoItONDSr81, recCMIs6rDWifohGV, reclH79jpG0gbyfZb, rec5akHQRrsuomb5y, recLSeOEB3M3Z3n16",0,multi-select  
recmlmgibmblVEPyZ,3.16,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reclH79jpG0gbyfZb,,,,physical_exercise,,,,,,2025-09-29T18:50:16.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"Would you consider adding cardio training in support of your longevity goals?
","No, Maybe, Yes",,"0, 0, 0",,Movement and Exercise,3,13,Physical limitations or medical conditions,,,"rec1DPlD61rt7AGdB, recnYVQSj9OGtsgJe, recGAe1gjOnEVCbpd",0,single-select
recRLBKAuCayxy96q,3.17,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reclH79jpG0gbyfZb,,,,physical_exercise,,,,,,2025-09-29T18:50:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"What resources would help you start or optimize a cardio training routine (select all that apply)?
","Online tutorials or videos, Detailed workout plans, Access to cardio equipment (e.g., a treadmill, stationary bike, etc.), Support from friends or workout partners, Educational articles or books, Group fitness classes, None, Other (please specify), Professional guidance (e.g., a personal trainer)",,"0, 0, 0, 0, 0, 0, 0, 0, 0",,Movement and Exercise,3,14,Physical limitations or medical conditions,,,"recIPPyMGEzyc3bhv, recpNXClNh3IPvFC9, recQ5pg5Eqgudm0Tc, recnL2iVngrfooz4C, recCD4jw2sI66JRuQ, recE7Mvc5FXWPK49G, rechb7iySuiciXu0e, recTGCvMsxCdXJnFv, recD2c8giuFXdunSC",0,multi-select  
recxJr5iyGUP4el2F,3.12,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recT9nUnF2KBfPOjV,,,,physical_exercise,,,,,,2025-09-29T18:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"What are the primary reasons that strength training is not a part of your routine (select all that apply)?
","Lack of access to equipment, Preference for other types of exercise, Concern about injury, Perception that it is not necessary for my goals, Disinterest in strength training, Intimidation or discomfort in the gym environment, Physical limitations or medical conditions, Other (please specify), Lack of knowledge about strength training",,"0, 0, 0, 0, 0, 0, 0, 0, 0",,Movement and Exercise,3,15,"Strength Training: Exercises that build muscle or improve power (e.g., weight lifting, resistance bands, bodyweight workouts, climbing).",,,"recEppX7vYHCcDwKH, recDJXBTfomkk8Edw, recdsbH4bogdzcJ7Z, rec0TKY824XI9bFgv, recAP3WgjQjoZoqax, rec9pg90UojkghGCX, recKxN0Lwx5cIpa1q, recKSJd6apDzPwJgs, rec65IPx1pF7FmtwP",0,multi-select  
recSW6deaLBDlm5of,3.13,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recKxN0Lwx5cIpa1q,,,,physical_exercise,,,,,,2025-09-29T18:49:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"Would you consider adding strength training in support of your longevity goals?
","Maybe - need more information, Not now, but maybe in the future, Yes - open to trying, No",,"0, 0, 0, 0",,Movement and Exercise,3,16,Physical limitations or medical conditions,,,"reciDSq7260kvQHlg, recKS0YPLid0m6m0Z, reclDD8MrQc0Z3mUb, recmxgHsCqO0LBSrF",0,single-select
recF3jjLti3iolL7r,3.14,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recKxN0Lwx5cIpa1q,,,,physical_exercise,,,,,,2025-09-29T18:49:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"What resources would help you start or optimize a strength training routine (select all that apply)?
","Online tutorials or videos, Detailed workout plans, Gym membership with strength training facilities, Support from friends or workout partners, Home workout equipment, Educational articles or books, Group fitness classes, None, Other (please specify), Professional guidance (e.g., personal trainer)",,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,Movement and Exercise,3,17,Physical limitations or medical conditions,,,"recUIIKEC19s7lqiS, rec2kSRu6NiLagmY9, rec2JxcIQB5rw9iqf, rec007kQZGA1yrUg5, rec4QpqJVmoLgNEee, recZbDCmkZ1tXREhG, rec4aLi7TwtuBn3HK, recpokIFUCfkb1zJl, rectSW2RKwQZSbGiF, recmyeRK08hrVqsQS",0,multi-select  
recb7QN4JIG4A8txZ,3.18,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec52vBM46mpGsvbL,,,,physical_exercise,,,,,,2025-09-29T18:45:30.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"What are the primary reasons that high-intensity interval training (HIIT) is not a part of your routine (select all that apply)?
","Preference for other types of exercise, Concern about injury or physical strain, Perception that HIIT is too intense or difficult, Lack of time, Disinterest in HIIT, Lack of access to facilities or equipment, Physical limitations or medical conditions, Other (please specify), Lack of knowledge about HIIT",,"0, 0, 0, 0, 0, 0, 0, 0, 0",,Movement and Exercise,3,18,"HIIT: High-intensity interval training—short bursts of hard effort with rest in between (e.g., bootcamp classes, sprints, circuit training, boxing).",,,"rec0HvYoyZtvAVdrf, recsIeoXdIJrOs0Av, recE4mGfCfk0GNlvE, recIgiGYBUFyP743R, rec3b4mqi1IvR8sRO, recPjHxzEwerainGq, recA8x2zTlwHp2L9G, recLHYjspg3NHlbkF, recawnc8RsBTMxBK8",0,multi-select  
recOVljgqaUTvgdzV,3.19,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recA8x2zTlwHp2L9G,,,,physical_exercise,,,,,,2025-09-29T18:49:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"Would you consider adding HIIT training in support of your longevity goals?
","Maybe - need more information, Not now, but maybe in the future, Yes - open to trying, No",,"0, 0, 0, 0",,Movement and Exercise,3,19,Physical limitations or medical conditions,,,"recRIboJFvzeRghsi, recRZbvYHwP2XDeCD, reckhxIjCgxcivvXe, reczngRsbpiFQdJCC",0,single-select
recx4HMD7NzcU7ewV,3.20,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recA8x2zTlwHp2L9G,,,,physical_exercise,,,,,,2025-09-29T18:49:29.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"What resources would help you start or optimize a HIIT training routine (select all that apply)?
","Online tutorials or videos, Detailed workout plans, Support from friends or workout partners, Educational articles or books, Group fitness classes, Mobile apps or online programs, None, Other (please specify), Professional guidance (e.g., personal trainer)",,"0, 0, 0, 0, 0, 0, 0, 0, 0",,Movement and Exercise,3,20,Physical limitations or medical conditions,,,"recZaclBW6UAdAv4r, recIFEdL60WOferqJ, recW1lfHCa8UOYT7u, recxQYP0I8hMyU92h, recvDO3S6WJILRwQ9, recmqnmOlC5S3RyyV, rec9nbpUt1crVhM8P, recrLl8WzywXUzYMT, reccWL1jwZQwo6pEG",0,multi-select  
recAKngDQgxd7C5Sk,3.28,,,,,,2025-09-29T18:44:03.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recMTw95Z8wISXYAU,,,,limitations,,,,,,2025-09-29T18:58:04.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,"recp0marLNu65GGhd, recOT0nP41iwVDLKR",,"What are the primary reasons that flexibility/mobility training is not a part of your routine (select all that apply)?
","Lack of knowledge about flexibility/mobility training, Lack of time in my current routine, Preference for other types of exercise, Perception that it is not necessary for my goals, Find it boring or unengaging, Don't see immediate results or benefits, Physical limitations or medical conditions, Forget to include it in my routine, Don't know how often or how long to stretch, Other (please specify)",,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,Movement and Exercise,3,21,"Flexibility/Mobility: Activities that improve your range of motion or help you stretch (e.g., yoga, stretching routines, Pilates, tai chi).",,,"reckXutygWT8kKjPh, recIo7feKhMsqGZEB, rec5F49hzgtERQfDA, recctT8Sa3CPExMYp, recrsMH7CQTZbX8Lo, rechbLoF69l2nUVxN, recQnPeCpwVSy44yo, rec7GsU0gQIeyA38I, reclau06eUiML9rYQ, recevpj3NRw040EEL",0,free-response
recyqnXfOpFyyP9ou,3.29,,,,,,2025-09-29T18:44:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,limitations,,,,,,2025-09-29T20:46:32.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,"recp0marLNu65GGhd, recOT0nP41iwVDLKR",,"Would you consider adding flexibility/mobility training in support of your longevity goals?
","Yes - open to trying, Maybe - need more information, Not now, but maybe in the future, No
",,"0, 0, 0, 0",,Movement and Exercise,3,22,,,,"reckK2fFFEEGqb8IS, recOIzjtWLDlXit1a, recvjPxJZjx9Dzrlh, recCejZVpQhApNbDd",0,free-response
rectWXYOkJPstKHRa,3.30,,,,,,2025-09-29T18:44:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,limitations,,,,,,2025-09-29T18:58:04.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,"recp0marLNu65GGhd, recOT0nP41iwVDLKR",,"What resources would help you start or optimize a flexibility/mobility training routine (select all that apply)?
","Professional guidance (e.g., physical therapist, trainer), Online tutorials or videos, Detailed stretching/mobility plans, Access to yoga or stretching classes, Support from friends or workout partners, Home stretching equipment (e.g., yoga mat, foam roller), Educational articles or books, None, Other (please specify)",,"0, 0, 0, 0, 0, 0, 0, 0, 0",,Movement and Exercise,3,23,,,,"recUFCR3ULZmiyvaF, rec4x4fNjJHFCFhav, recZun1xqkc9mHVuh, recJyeJQnJ6KhC6Gw, recqWeOqKxHDVIJhL, rechbwsq59FjhYvnv, recckHjvKTEmL9its, recckcb3Q1ZKxpANq, rec14FCLHY17RMUoq",0,free-response
recaSgqI22ql0NcAN,3.21,recJorm0wDvhBQS9d,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,steps,,,,,,2025-10-07T18:00:30.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reclGcFPhtoCJBEXS,recp0marLNu65GGhd,,"How many steps do you typically take per day?
","2,500–5,000, 5,000–7,500, 7,500–10,000, 10,000–15,000, More than 15,000, I'm not sure, Less than 2,500",,"4, 6, 8, 10, 8, 2, 2",,Movement and Exercise,3,24,,,,"reccfgI25NvYuyv6P, recxpN8c5r28jQrFG, rec3a3Ai2Apc1OBtH, reciWxZLuA1Is8P7J, recUGQJavhZFMoHBN, recGY4ednIjaGPTpu, recbRakEtzJiyJMDb",8,single-select
recmDK8aeKexsyQC5,3.22,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,steps,,,,,,2025-09-29T18:45:53.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"Would you consider increasing your daily step count in support of your longevity goals?
","Maybe - need more information, Not now, but maybe in the future, Yes - open to trying, No",,"0, 0, 0, 0",,Movement and Exercise,3,25,,,,"rech4qQawD1zFjICM, recOoYg8QmFPzLFYf, recZucPF1DtHsm7t1, recRjFZKmd6I01RMS",0,single-select
recE9cSVIuSErC0Gr,3.23,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,steps,,,,,,2025-09-29T18:45:54.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recp0marLNu65GGhd,,"Do you use a wearable device to track steps and/or daily activity?
","No, Yes",,"0, 0",,Movement and Exercise,3,26,,,,"recnpWf3P9ZfJxunP, recyJPxIpgrp0gTjZ",0,single-select
