record_id,Created By,calculation_target_value_3,calculation_type_from_recommendationgoals,challenge_description,challenge_level,challenge_title,created,dependency_tracked_metric_from_recommendationgoals,id,last_modified_by,last_modified_time,level_description_from_recommendations,linked_recommendations,operator_from_recommendationgoals,recommendationgoals_ref,recommendations_v2,record_ID,scoring_frequency,scoring_frequency_from_recommendationgoals,scoring_type_from_recommendationgoals,target_value,times,tracked_metric_from_recommendationgoals,trigger_conditions,unit_from_recommendationgoals,weightage_from_recommendationgoals
rec3UlVkugYQwsb54,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Master meal frequency by eating 3+ meals per day on 12 out of 14 days, representing near-perfect nutritional timing and energy management.",05,Peak Meal Excellence,2025-09-10T18:52:45.000Z,,CH-05-REC0016.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eat at least 3 meals per day on at least 5 days per week,recuXJOhYT3ZVrOfD,>=,recp3ulWDFmyXd7av,rec7j9tyH4EV9L9yd,rec3UlVkugYQwsb54,14-day,weekly,binary_frequency,3,12,recwG50znghbnB0TO,recZvqASLUujIXdcS,meals,
rech2qK2A4s0rFU2G,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Begin optimal eating patterns by consuming 3 meals per day for 2 out of 3 days, building toward comprehensive nutrition timing.",01,Complete Nutrition Start,2025-09-10T18:52:45.000Z,,CH-01-REC0016.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Eat 3 or more meals per day every day of the week, with at least 1 healthy snack",recXYBL9UD1QWCF3t,>=,recS4miOzpkpYoYYl,rec7j9tyH4EV9L9yd,rech2qK2A4s0rFU2G,3-day,daily,proportional_daily,3,2,recwG50znghbnB0TO,recW6UbqZK8YEDYEJ,meals,
reco3FKzK73OqPD6t,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Expand to 3 meals per day plus 1 healthy snack for 3 out of 5 days. Focus on nutrient-dense snacks like nuts, fruits, or vegetables.",02,Enhanced Eating Foundation,2025-09-10T18:52:45.000Z,,CH-02-REC0016.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Eat 3 or more meals per day every day of the week, with at least 1 healthy snack",recXYBL9UD1QWCF3t,>=,recS4miOzpkpYoYYl,recaHXUIQkCQZUyup,reco3FKzK73OqPD6t,5-day,daily,proportional_daily,4,3,recwG50znghbnB0TO,rec7q3B1tby7yzQQS,meals,
rectnOKtKvEhCq6OB,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Eat 3 or more meals per day every day of the week, with at least 1 healthy snack. This represents peak nutrition timing for optimal metabolic health and energy.",03,Optimal Nutrition Mastery,2025-09-10T18:52:45.000Z,,CH-03-REC0016.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Eat 3 or more meals per day every day of the week, with at least 1 healthy snack",recXYBL9UD1QWCF3t,>=,recS4miOzpkpYoYYl,recaHXUIQkCQZUyup,rectnOKtKvEhCq6OB,weekly,daily,proportional_daily,4,7,recwG50znghbnB0TO,recuzNQE4zW7byizo,meals,
rec3IuP34rchOdN5S,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Begin time-restricted eating by keeping all food within an 11-hour window on 1 day during this 3-day period. This builds awareness of your current eating patterns.,01,Eating Window Awareness,2025-09-10T18:52:45.000Z,recx1YaZabuU3zURf,CH-01-REC0017.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"On at least 2 days per week, keep all eating within a 10-hour window (e.g., finish dinner by 7pm, eat breakfast after 9am)",recXiFdoZPO8ahvNU,<=,recSoqK3EB7Hc3OIM,recaHXUIQkCQZUyup,rec3IuP34rchOdN5S,3-day,weekly,binary_frequency,11,1,recVMr3DikpSr9pNN,recEQLMvu2HdM7Ze9,hour,
recMamxWlz5YdbopT,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Practice keeping all eating within a 10-hour window for 2 out of 5 days. Plan your first and last meals to create this focused eating period.,02,Window Restriction Progress,2025-09-10T18:52:45.000Z,recx1YaZabuU3zURf,CH-02-REC0017.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"On at least 2 days per week, keep all eating within a 10-hour window (e.g., finish dinner by 7pm, eat breakfast after 9am)",recXiFdoZPO8ahvNU,<=,recSoqK3EB7Hc3OIM,recFt7zPcfCjkM46a,recMamxWlz5YdbopT,5-day,weekly,binary_frequency,10,2,recVMr3DikpSr9pNN,recGqm2ArjO7Siin6,hour,
rec4xMJkqjgGXLOZN,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"On at least 2 days per week, keep all eating within a 10-hour window (e.g., finish dinner by 7pm, eat breakfast after 9am). This creates metabolic benefits while maintaining flexibility.",03,Weekly Time Restriction,2025-09-10T18:52:45.000Z,recVMr3DikpSr9pNN,CH-03-REC0017.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"On at least 2 days per week, keep all eating within a 10-hour window (e.g., finish dinner by 7pm, eat breakfast after 9am)",recXiFdoZPO8ahvNU,<=,recNHAvWqRjSSAISW,recFt7zPcfCjkM46a,rec4xMJkqjgGXLOZN,weekly,weekly,binary_frequency,10,2,recx1YaZabuU3zURf,recuzNQE4zW7byizo,hour,
reczMLbeqoWk1jlwt,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"On at least 2 days per week, keep all eating within a 10-hour window (e.g., finish dinner by 7pm, eat breakfast after 9am). This creates metabolic benefits while maintaining flexibility.",03,Weekly Time Restriction,2025-09-10T18:52:45.000Z,recx1YaZabuU3zURf,CH-03-REC0017.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"On at least 2 days per week, keep all eating within a 10-hour window (e.g., finish dinner by 7pm, eat breakfast after 9am)",recXiFdoZPO8ahvNU,<=,recSoqK3EB7Hc3OIM,recFt7zPcfCjkM46a,reczMLbeqoWk1jlwt,weekly,weekly,binary_frequency,10,2,recVMr3DikpSr9pNN,recuzNQE4zW7byizo,hour,
rec1vdlBPx5x7aXJJ,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Maintain your 2-day weekly target while achieving a 10-hour eating window on 4 out of 10 days. This builds stronger time restriction discipline and metabolic adaptation.,04,Enhanced Window Control,2025-09-10T18:52:45.000Z,recx1YaZabuU3zURf,CH-04-REC0017.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"On at least 2 days per week, keep all eating within a 10-hour window (e.g., finish dinner by 7pm, eat breakfast after 9am)",recXiFdoZPO8ahvNU,<=,recSoqK3EB7Hc3OIM,rechlGvvxCYsaTIET,rec1vdlBPx5x7aXJJ,10-day,weekly,binary_frequency,10,4,recVMr3DikpSr9pNN,recev8oMkYeU99K6K,hour,
recLVqIN7MUOtYPz7,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"Master time-restricted eating by maintaining a 10-hour eating window on 8 out of 14 days, representing excellent metabolic discipline and health optimization.",05,Optimal Window Mastery,2025-09-10T18:52:45.000Z,recx1YaZabuU3zURf,CH-05-REC0017.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"On at least 2 days per week, keep all eating within a 10-hour window (e.g., finish dinner by 7pm, eat breakfast after 9am)",recXiFdoZPO8ahvNU,<=,recSoqK3EB7Hc3OIM,rechlGvvxCYsaTIET,recLVqIN7MUOtYPz7,14-day,weekly,binary_frequency,10,8,recVMr3DikpSr9pNN,recZvqASLUujIXdcS,hour,
recG8P3B6AhuhsSoh,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Begin building toward consistent time restriction by keeping all eating within a 9-hour window for 2 out of 3 days. This prepares you for tighter eating windows.,01,Advanced Window Start,2025-09-10T18:52:45.000Z,recx1YaZabuU3zURf,CH-01-REC0017.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"On at least 5 days per week, keep all eating within an 8-hour window (e.g., first meal at 10am, last meal by 6pm)",rec33mt1Ib40viKUU,<=,recY970GnXnzx43PM,rechlGvvxCYsaTIET,recG8P3B6AhuhsSoh,3-day,weekly,binary_frequency,9,2,recVMr3DikpSr9pNN,recEQLMvu2HdM7Ze9,hour,
recZVRvPF2Q0S6pL4,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"Practice the 8-hour eating window for 3 out of 5 days, focusing on meal timing and planning to fit nutrition within this focused period.",02,Eight-Hour Foundation,2025-09-10T18:52:45.000Z,recx1YaZabuU3zURf,CH-02-REC0017.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"On at least 5 days per week, keep all eating within an 8-hour window (e.g., first meal at 10am, last meal by 6pm)",rec33mt1Ib40viKUU,<=,recY970GnXnzx43PM,recYicOSoH1C4zLvj,recZVRvPF2Q0S6pL4,5-day,weekly,binary_frequency,8,3,recVMr3DikpSr9pNN,recGqm2ArjO7Siin6,hour,
recCC8HjBpAjINLTw,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"On at least 5 days per week, keep all eating within an 8-hour window (e.g., first meal at 10am, last meal by 6pm). This creates significant metabolic benefits.",03,Weekly Window Excellence,2025-09-10T18:52:45.000Z,recx1YaZabuU3zURf,CH-03-REC0017.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"On at least 5 days per week, keep all eating within an 8-hour window (e.g., first meal at 10am, last meal by 6pm)",rec33mt1Ib40viKUU,<=,recY970GnXnzx43PM,recm7NxBHBB2fClE6,recCC8HjBpAjINLTw,weekly,weekly,binary_frequency,8,5,recVMr3DikpSr9pNN,recuzNQE4zW7byizo,hour,
recxjNFqs8HDxPp1s,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"On at least 5 days per week, keep all eating within an 8-hour window (e.g., first meal at 10am, last meal by 6pm). This creates significant metabolic benefits.",03,Weekly Window Excellence,2025-09-10T18:52:45.000Z,recVMr3DikpSr9pNN,CH-03-REC0017.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"On at least 5 days per week, keep all eating within an 8-hour window (e.g., first meal at 10am, last meal by 6pm)",rec33mt1Ib40viKUU,<=,recvTRbQtx4pf9i6B,recm7NxBHBB2fClE6,recxjNFqs8HDxPp1s,weekly,weekly,binary_frequency,8,5,recx1YaZabuU3zURf,recuzNQE4zW7byizo,hour,
rectzosnx1bsoNnFE,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Maintain your 5-day weekly target while achieving an 8-hour eating window on 7 out of 10 days. This builds exceptional time restriction discipline.,04,Advanced Time Mastery,2025-09-10T18:52:45.000Z,recx1YaZabuU3zURf,CH-04-REC0017.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"On at least 5 days per week, keep all eating within an 8-hour window (e.g., first meal at 10am, last meal by 6pm)",rec33mt1Ib40viKUU,<=,recY970GnXnzx43PM,recm7NxBHBB2fClE6,rectzosnx1bsoNnFE,10-day,weekly,binary_frequency,8,7,recVMr3DikpSr9pNN,recev8oMkYeU99K6K,hour,
recp2sNzsPsPdEOms,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"Master advanced time restriction by maintaining an 8-hour eating window on 11 out of 14 days, representing elite metabolic optimization and discipline.",05,Peak Window Control,2025-09-10T18:52:45.000Z,recx1YaZabuU3zURf,CH-05-REC0017.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"On at least 5 days per week, keep all eating within an 8-hour window (e.g., first meal at 10am, last meal by 6pm)",rec33mt1Ib40viKUU,<=,recY970GnXnzx43PM,recm7NxBHBB2fClE6,recp2sNzsPsPdEOms,14-day,weekly,binary_frequency,8,11,recVMr3DikpSr9pNN,recZvqASLUujIXdcS,hour,
recvhH02sO8io8mCN,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Begin consistent time restriction by maintaining an 8-hour eating window for 2 out of 3 days. This builds confidence in daily timing discipline.,01,Daily Window Start,2025-09-10T18:52:45.000Z,recx1YaZabuU3zURf,CH-01-REC0017.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Every day of the week, keep all eating within an 8-hour window (e.g., first meal at 10am, last meal by 6pm)",recMC1NC2ymnw4oc0,<=,recHIMkhHkFWyQH7S,recMfs72SD4T9XIhS,recvhH02sO8io8mCN,3-day,daily,binary_daily,8,2,recVMr3DikpSr9pNN,recW6UbqZK8YEDYEJ,hour,
recoEEtl7s4AqCNu2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Expand your consistency by maintaining the 8-hour eating window on 4 out of 5 days. Focus on creating sustainable daily routines that support this timing.,02,Complete Window Foundation,2025-09-10T18:52:45.000Z,recx1YaZabuU3zURf,CH-02-REC0017.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Every day of the week, keep all eating within an 8-hour window (e.g., first meal at 10am, last meal by 6pm)",recMC1NC2ymnw4oc0,<=,recHIMkhHkFWyQH7S,recMfs72SD4T9XIhS,recoEEtl7s4AqCNu2,5-day,daily,binary_daily,8,4,recVMr3DikpSr9pNN,recW6UbqZK8YEDYEJ,hour,
recIjVgP0toMl46ey,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"Every day of the week, keep all eating within an 8-hour window (e.g., first meal at 10am, last meal by 6pm). This represents optimal metabolic timing and health discipline.",03,Perfect Time Restriction,2025-09-10T18:52:45.000Z,recVMr3DikpSr9pNN,CH-03-REC0017.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Every day of the week, keep all eating within an 8-hour window (e.g., first meal at 10am, last meal by 6pm)",recMC1NC2ymnw4oc0,<=,rec3QOTg32J5BIDOd,recBPC6hC5tkxmXSH,recIjVgP0toMl46ey,weekly,daily,binary_daily,8,7,recx1YaZabuU3zURf,recuzNQE4zW7byizo,hour,
recajoNeIHtnS7UCt,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"Every day of the week, keep all eating within an 8-hour window (e.g., first meal at 10am, last meal by 6pm). This represents optimal metabolic timing and health discipline.",03,Perfect Time Restriction,2025-09-10T18:52:45.000Z,recx1YaZabuU3zURf,CH-03-REC0017.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Every day of the week, keep all eating within an 8-hour window (e.g., first meal at 10am, last meal by 6pm)",recMC1NC2ymnw4oc0,<=,recHIMkhHkFWyQH7S,recBPC6hC5tkxmXSH,recajoNeIHtnS7UCt,weekly,daily,binary_daily,8,7,recVMr3DikpSr9pNN,recuzNQE4zW7byizo,hour,
rec3kzUfSnymzObsA,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Begin optimizing meal timing by eating your first meal within 2 hours of waking for 1 day during this 3-day period. This builds awareness of hunger cues and energy patterns.,01,Morning Meal Awareness,2025-09-10T18:52:45.000Z,recY75tn39AEXKwbl,CH-01-REC0018.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eat your first meal of the day within 2 hours of waking at least 3 times a week,recUXhRwOBdDmwIz0,<=,recP32obtnwcoi1uS,recBPC6hC5tkxmXSH,rec3kzUfSnymzObsA,3-day,weekly,binary_frequency,2,1,recx1YaZabuU3zURf,recEQLMvu2HdM7Ze9,hours,
recZxOYuB5JcqfBdI,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"Practice eating within 2 hours of waking for 2 out of 5 days during this challenge. Focus on preparing quick, nutritious breakfast options that fit your morning routine.",02,Early Meal Progress,2025-09-10T18:52:45.000Z,recY75tn39AEXKwbl,CH-02-REC0018.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eat your first meal of the day within 2 hours of waking at least 3 times a week,recUXhRwOBdDmwIz0,<=,recP32obtnwcoi1uS,rec15XA9JXP4kxzzm,recZxOYuB5JcqfBdI,5-day,weekly,binary_frequency,2,2,recx1YaZabuU3zURf,recGqm2ArjO7Siin6,hours,
recW959DWCFE1svHm,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Eat your first meal of the day within 2 hours of waking at least 3 times a week. This supports metabolic activation and stable energy throughout the day.,03,Weekly Morning Mastery,2025-09-10T18:52:45.000Z,recx1YaZabuU3zURf,CH-03-REC0018.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eat your first meal of the day within 2 hours of waking at least 3 times a week,recUXhRwOBdDmwIz0,<=,recgmdYZIgEMOjA18,rec15XA9JXP4kxzzm,recW959DWCFE1svHm,weekly,weekly,binary_frequency,2,3,recY75tn39AEXKwbl,recuzNQE4zW7byizo,hours,
recbsyO48EYDPTZUQ,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Eat your first meal of the day within 2 hours of waking at least 3 times a week. This supports metabolic activation and stable energy throughout the day.,03,Weekly Morning Mastery,2025-09-10T18:52:45.000Z,recY75tn39AEXKwbl,CH-03-REC0018.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eat your first meal of the day within 2 hours of waking at least 3 times a week,recUXhRwOBdDmwIz0,<=,recP32obtnwcoi1uS,rec15XA9JXP4kxzzm,recbsyO48EYDPTZUQ,weekly,weekly,binary_frequency,2,3,recx1YaZabuU3zURf,recuzNQE4zW7byizo,hours,
rechTNAgQtc4GEpg6,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Maintain your 3-day weekly target while achieving early meal timing on 5 out of 10 days. This builds stronger morning nutrition habits and metabolic rhythm.,04,Enhanced Morning Timing,2025-09-10T18:52:45.000Z,recY75tn39AEXKwbl,CH-04-REC0018.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eat your first meal of the day within 2 hours of waking at least 3 times a week,recUXhRwOBdDmwIz0,<=,recP32obtnwcoi1uS,recG7gyGMLSfyNTqk,rechTNAgQtc4GEpg6,10-day,weekly,binary_frequency,2,5,recx1YaZabuU3zURf,recev8oMkYeU99K6K,hours,
rechxeRXdrmH6T0ME,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"Master morning meal timing by eating within 2 hours of waking on 10 out of 14 days, representing excellent metabolic activation and energy management.",05,Optimal Morning Excellence,2025-09-10T18:52:45.000Z,recY75tn39AEXKwbl,CH-05-REC0018.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eat your first meal of the day within 2 hours of waking at least 3 times a week,recUXhRwOBdDmwIz0,<=,recP32obtnwcoi1uS,recG7gyGMLSfyNTqk,rechxeRXdrmH6T0ME,14-day,weekly,binary_frequency,2,10,recx1YaZabuU3zURf,recZvqASLUujIXdcS,hours,
rec14vtjy5YZHZX11,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Begin building regular morning meal timing by eating within 2 hours of waking for 2 out of 3 days. This establishes foundation patterns for metabolic activation.,01,Consistent Morning Start,2025-09-10T18:52:45.000Z,recY75tn39AEXKwbl,CH-01-REC0018.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eat your first meal of the day within 2 hours after waking on at least 5 days per week,recjqayDOdtqvgy74,<=,recewV5itZMZx2R2W,recG7gyGMLSfyNTqk,rec14vtjy5YZHZX11,3-day,weekly,binary_frequency,2,2,recx1YaZabuU3zURf,recEQLMvu2HdM7Ze9,hours,
rec7QFbctSac6DNv6,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Expand your morning meal consistency by achieving the 2-hour target on 3 out of 5 days. Focus on meal prep strategies that support quick morning nutrition.,02,Morning Timing Builder,2025-09-10T18:52:45.000Z,recY75tn39AEXKwbl,CH-02-REC0018.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eat your first meal of the day within 2 hours after waking on at least 5 days per week,recjqayDOdtqvgy74,<=,recewV5itZMZx2R2W,recDd6IqU5EonfaVX,rec7QFbctSac6DNv6,5-day,weekly,binary_frequency,2,3,recx1YaZabuU3zURf,recGqm2ArjO7Siin6,hours,
recAKkRyv4qN97HDO,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Eat your first meal of the day within 2 hours after waking on at least 5 days per week. This creates strong metabolic rhythm and sustained energy patterns.,03,Weekly Morning Excellence,2025-09-10T18:52:45.000Z,recx1YaZabuU3zURf,CH-03-REC0018.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eat your first meal of the day within 2 hours after waking on at least 5 days per week,recjqayDOdtqvgy74,<=,recYr8ByL7GhhTHeq,recu7lpiR2ASpH5ox,recAKkRyv4qN97HDO,weekly,weekly,binary_frequency,2,5,recY75tn39AEXKwbl,recuzNQE4zW7byizo,hours,
recKnOMK1JUUVrnEO,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Eat your first meal of the day within 2 hours after waking on at least 5 days per week. This creates strong metabolic rhythm and sustained energy patterns.,03,Weekly Morning Excellence,2025-09-10T18:52:45.000Z,recY75tn39AEXKwbl,CH-03-REC0018.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eat your first meal of the day within 2 hours after waking on at least 5 days per week,recjqayDOdtqvgy74,<=,recewV5itZMZx2R2W,recu7lpiR2ASpH5ox,recKnOMK1JUUVrnEO,weekly,weekly,binary_frequency,2,5,recx1YaZabuU3zURf,recuzNQE4zW7byizo,hours,
recbBDibnPstaFG3P,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,Maintain your 5-day weekly target while achieving early meal timing on 7 out of 10 days. This builds exceptional morning nutrition discipline.,04,Advanced Morning Mastery,2025-09-10T18:52:45.000Z,recY75tn39AEXKwbl,CH-04-REC0018.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eat your first meal of the day within 2 hours after waking on at least 5 days per week,recjqayDOdtqvgy74,<=,recewV5itZMZx2R2W,recu7lpiR2ASpH5ox,recbBDibnPstaFG3P,10-day,weekly,binary_frequency,2,7,recx1YaZabuU3zURf,recev8oMkYeU99K6K,hours,
