record_id,algorithm_type,config_id,config_name,created,created_by,formula,id_start,last_modified_by,last_modified_time,level_description_from_recommendations_v2,recommendations_v2,schema_calculated_metrics_1,schema_calculation_method,schema_daily_comparison,schema_daily_limit,schema_daily_threshold,schema_evaluation_period,schema_progress_direction,schema_required_days,schema_total_days,schema_tracked_metrics,schema_units,scoring_method,title_from_recommendations_v2,ui_display_schema_calculated_metrics,ui_display_schema_tracked_metrics,unit_identifier_1,units_schema_tracked_metrics
reciAYuPIbyxZ2lYY,minimum_frequency,REC0041.1-MINIMUM-FREQUENCY,Minimum Frequency - sunlight_exposure,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Get outside for at least 5 minutes of morning light at least 5 days throughout the week,reclJ17PZ97GZYCPD,recpALziQzAAIg97v,daily_threshold_count,>=,,5,weekly,buildup,5,7,rechQ7eCuCItXpJ4p,minutes,recrszdeQRK91Ju5g,Daily Early Morning Natural Light Exposure,Minutes,Time of Day,recLNmY0jLZKxr5fs,recv2GuhbmM9UdNDp
recBXlawzmeL7MIPh,minimum_frequency,REC0042.1-MINIMUM-FREQUENCY,Minimum Frequency - last large meal 2+ hours before bed 4 days/week,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Avoid large meals within 2 hours of bedtime at least 4 nights/week,recnZ791fIXqLHm03,rec42MxeJM9MES7ug,daily_threshold_count,>=,,2,weekly,measurement,4,7,"recTy6nZTnoUljJQs, rec3aaVy0dCKmrdxX",hours,recrszdeQRK91Ju5g,Large Meals ≤3 Hours Before Bed,Hours,"Meals, Time of Day",reckolm0WELYWYy5d,"rec9OxY60mezaCp2J, recv2GuhbmM9UdNDp"
reczcxHbAiU1A9cGQ,minimum_frequency,REC0042.2-MINIMUM-FREQUENCY,Minimum Frequency - last large meal 3+ hours before bed 5 days/week,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Avoid large meals within 3 hours of bedtime on most nights,recqWO9TPDn91Ndv7,rec42MxeJM9MES7ug,daily_threshold_count,>=,,3,weekly,measurement,5,7,"recTy6nZTnoUljJQs, rec3aaVy0dCKmrdxX",hours,recrszdeQRK91Ju5g,Large Meals ≤3 Hours Before Bed,Hours,"Meals, Time of Day",reckolm0WELYWYy5d,"rec9OxY60mezaCp2J, recv2GuhbmM9UdNDp"
recdhR7C7JjKSf2p7,minimum_frequency,REC0042.3-MINIMUM-FREQUENCY,Minimum Frequency - last large meal 3+ hours before bed 7 days/week,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,"No large meals within 3 hours of bedtime, every night",rec1prwqTdXo8aZ90,rec42MxeJM9MES7ug,daily_threshold_count,>=,,3,weekly,measurement,7,7,"recTy6nZTnoUljJQs, rec3aaVy0dCKmrdxX",hours,recrszdeQRK91Ju5g,Large Meals ≤3 Hours Before Bed,Hours,"Meals, Time of Day",reckolm0WELYWYy5d,"rec9OxY60mezaCp2J, recv2GuhbmM9UdNDp"
rec8tHQvChqhDAxNv,minimum_frequency,REC0043.1-MINIMUM-FREQUENCY,Minimum Frequency - last meal 1+ hours before bed 4 days/week,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Avoid food within 1 hour of bedtime at least 4 nights/week,recpBsCwff0yTQveA,recNyjVFxPUtmKTSf,daily_threshold_count,>=,,1,weekly,measurement,4,7,"recVBnB9mNNstK4qa, rectFqhMxxcMQiOEd, recTy6nZTnoUljJQs, rec3aaVy0dCKmrdxX",hours,recrszdeQRK91Ju5g,Food Intake ≤2 Hours Before Bed,Hours,"Meals, Snacks, Meals, Time of Day",reckolm0WELYWYy5d,"rec9OxY60mezaCp2J, recO4L9TssiVxosxO, rec9OxY60mezaCp2J, recv2GuhbmM9UdNDp"
recV0EXf6ENNU7on5,minimum_frequency,REC0043.2-MINIMUM-FREQUENCY,Minimum Frequency - last meal 2+ hours before bed 5 days/week,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Avoid food within 2 hours of bedtime on most nights,recdAabh2l7B8IPtJ,recNyjVFxPUtmKTSf,daily_threshold_count,>=,,2,weekly,measurement,5,7,"recVBnB9mNNstK4qa, rectFqhMxxcMQiOEd, recTy6nZTnoUljJQs, rec3aaVy0dCKmrdxX",hours,recrszdeQRK91Ju5g,Food Intake ≤2 Hours Before Bed,Hours,"Meals, Snacks, Meals, Time of Day",reckolm0WELYWYy5d,"rec9OxY60mezaCp2J, recO4L9TssiVxosxO, rec9OxY60mezaCp2J, recv2GuhbmM9UdNDp"
receJx5zPurbEpftQ,minimum_frequency,REC0043.3-MINIMUM-FREQUENCY,Minimum Frequency - last meal 2+ hours before bed 7 days/week,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,"No food intake within 2 hours of bedtime, every night",rechVDcaVZ02vC9bc,recNyjVFxPUtmKTSf,daily_threshold_count,>=,,2,weekly,measurement,7,7,"recVBnB9mNNstK4qa, rectFqhMxxcMQiOEd, recTy6nZTnoUljJQs, rec3aaVy0dCKmrdxX",hours,recrszdeQRK91Ju5g,Food Intake ≤2 Hours Before Bed,Hours,"Meals, Snacks, Meals, Time of Day",reckolm0WELYWYy5d,"rec9OxY60mezaCp2J, recO4L9TssiVxosxO, rec9OxY60mezaCp2J, recv2GuhbmM9UdNDp"
recK9TwkkwAfV2U2V,minimum_frequency,REC0044.1-MINIMUM-FREQUENCY,Minimum Frequency - last alcoholic drink 2+ hours before bed 4 days/week,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,No alcohol within 2 hours of bedtime on at least 4 nights/week,recXvD9KYYCePeULN,rec3QVJMUpMyOeFPK,daily_threshold_count,>=,,2,weekly,measurement,4,7,"rec4smaQXx1XCrH1O, rec3aaVy0dCKmrdxX",hours,recrszdeQRK91Ju5g,Alcohol Intake ≤3-4 Hours Before Bed,Hours,"Drinks, Time of Day",reckolm0WELYWYy5d,"rec5jWyoBqRHumiGH, recv2GuhbmM9UdNDp"
recGrTXZyblf4izHZ,minimum_frequency,REC0044.2-MINIMUM-FREQUENCY,Minimum Frequency - last alcoholic drink 3+ hours before bed 5 days/week,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,No alcohol within 3 hours of bedtime on most nights,recpkzPD3eJMBPyWE,rec3QVJMUpMyOeFPK,daily_threshold_count,>=,,3,weekly,measurement,5,7,"rec4smaQXx1XCrH1O, rec3aaVy0dCKmrdxX",hours,recrszdeQRK91Ju5g,Alcohol Intake ≤3-4 Hours Before Bed,Hours,"Drinks, Time of Day",reckolm0WELYWYy5d,"rec5jWyoBqRHumiGH, recv2GuhbmM9UdNDp"
recQeP4vbmigXYEom,minimum_frequency,REC0044.3-MINIMUM-FREQUENCY,Minimum Frequency - last alcoholic drink 4+ hours before bed 7 days/week,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,"No alcohol within 4 hours of bedtime, every night",recgaTjsxwTS9pr1v,rec3QVJMUpMyOeFPK,daily_threshold_count,>=,,4,weekly,measurement,7,7,"rec4smaQXx1XCrH1O, rec3aaVy0dCKmrdxX",hours,recrszdeQRK91Ju5g,Alcohol Intake ≤3-4 Hours Before Bed,Hours,"Drinks, Time of Day",reckolm0WELYWYy5d,"rec5jWyoBqRHumiGH, recv2GuhbmM9UdNDp"
recIq253dysCznjsw,minimum_frequency,REC0045.1-MINIMUM-FREQUENCY,Minimum Frequency - screen_time_buffer 30+ minutes before bed 4 nights/week,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,"Avoid screens within 30 minutes of bedtime, 4+ nights/week",recPCJnEqpgjIkqwA,recB53h7qRC5EuLn1,daily_threshold_count,>=,,0.5,weekly,measurement,4,7,"recUOTXVAtvUptmG9, rec3aaVy0dCKmrdxX",hours,recrszdeQRK91Ju5g,Digital Device Time ≤2 Hours Before Bed,Hours,"Time of Day, Time of Day",reckolm0WELYWYy5d,"recv2GuhbmM9UdNDp, recv2GuhbmM9UdNDp"
recrbelP1H2NF0mHr,minimum_frequency,REC0045.2-MINIMUM-FREQUENCY,Minimum Frequency - screen_time_buffer 60+ minutes before bed 5 nights/week,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,No screens within 60 of bedtime on most nights,recNLbFGnZ2P0sJDp,recB53h7qRC5EuLn1,daily_threshold_count,>=,,1,weekly,measurement,5,7,"recUOTXVAtvUptmG9, rec3aaVy0dCKmrdxX",hours,recrszdeQRK91Ju5g,Digital Device Time ≤2 Hours Before Bed,Hours,"Time of Day, Time of Day",reckolm0WELYWYy5d,"recv2GuhbmM9UdNDp, recv2GuhbmM9UdNDp"
recmMj52N2pBuyLba,minimum_frequency,REC0045.3-MINIMUM-FREQUENCY,Minimum Frequency - screen time buffer 75+ minutes before bed 7 days/week,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,"No digital device time within 75 minutes of bedtime, every night",recsDm4SzlIhcMkly,recB53h7qRC5EuLn1,daily_threshold_count,>=,,1.25,weekly,measurement,7,7,"recUOTXVAtvUptmG9, rec3aaVy0dCKmrdxX",hours,recrszdeQRK91Ju5g,Digital Device Time ≤2 Hours Before Bed,Hours,"Time of Day, Time of Day",reckolm0WELYWYy5d,"recv2GuhbmM9UdNDp, recv2GuhbmM9UdNDp"
recmgTB6SCx1dF2YF,minimum_frequency,REC0046.1-MINIMUM-FREQUENCY,Minimum Frequency - breathwork/mindfulness 2 minutes daily,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Incorporate a breathwork or mindfulness break at least twice a day,recuVMGDiTtrJA4W4,recbdcutqxUL17ZNO,daily_threshold_count,>=,,2,weekly,buildup,7,7,"reca1fQDUUol94cWp, recL5EEu0YpmuBMqz",session,recrszdeQRK91Ju5g,Breathwork or Mindfulness Sessions,Sessions,"Time of Day, Time of Day",recyl9Pa45s71Mrs8,"recv2GuhbmM9UdNDp, recv2GuhbmM9UdNDp"
reci1LPa7fRT3Bvf4,minimum_frequency,REC0046.2-MINIMUM-FREQUENCY,Minimum Frequency - breathwork/mindfulness 6 minutes daily,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Incorporate a breathwork or mindfulness break three or more times a day,recYp9DNemHWdstRl,recbdcutqxUL17ZNO,daily_threshold_count,>=,,3,weekly,buildup,7,7,"reca1fQDUUol94cWp, recL5EEu0YpmuBMqz",session,recrszdeQRK91Ju5g,Breathwork or Mindfulness Sessions,Sessions,"Time of Day, Time of Day",recyl9Pa45s71Mrs8,"recv2GuhbmM9UdNDp, recv2GuhbmM9UdNDp"
recilLzCx2pUzVRqE,minimum_frequency,REC0048.1-MINIMUM-FREQUENCY,Minimum Frequency - gratitude_practice_session,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Practice gratitude once per week,rec7W9yNVBVDaRwSp,rechmJ5K3Pct0tmY3,daily_threshold_count,>=,2,1,weekly,buildup,1,7,receeP0kOhiz4Qum7,session,recrszdeQRK91Ju5g,Gratitude Practice,Sessions,Time of Day,recyl9Pa45s71Mrs8,recv2GuhbmM9UdNDp
recSg2n66AA8uKEZP,minimum_frequency,REC0048.2-MINIMUM-FREQUENCY,Minimum Frequency - gratitude_practice_session,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Practice gratitude three times per week,recmU1igrfrduM8Bd,rechmJ5K3Pct0tmY3,daily_threshold_count,>=,2,1,weekly,buildup,3,7,receeP0kOhiz4Qum7,session,recrszdeQRK91Ju5g,Gratitude Practice,Sessions,Time of Day,recyl9Pa45s71Mrs8,recv2GuhbmM9UdNDp
recxOFfSCPnAqDdUw,minimum_frequency,REC0049.1-MINIMUM-FREQUENCY,Minimum Frequency - journaling_session,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Journal or reflect once per week,recoYihYYsfSxSJQ1,recj8VoWO3dBMxgrj,daily_threshold_count,>=,2,1,weekly,buildup,1,7,recWIiIAkGDuUmpN2,session,recrszdeQRK91Ju5g,Journaling or Reflection Sessions,Sessions,Time of Day,recyl9Pa45s71Mrs8,recv2GuhbmM9UdNDp
recdjxCEXWTkLAO6X,minimum_frequency,REC0049.2-MINIMUM-FREQUENCY,Minimum Frequency - journaling_session,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Journal or reflect three times per week,recHKpCZQGQFtBAmW,recj8VoWO3dBMxgrj,daily_threshold_count,>=,2,1,weekly,buildup,3,7,recWIiIAkGDuUmpN2,session,recrszdeQRK91Ju5g,Journaling or Reflection Sessions,Sessions,Time of Day,recyl9Pa45s71Mrs8,recv2GuhbmM9UdNDp
reca2HFu4iCmrB7TP,minimum_frequency,REC0053.1-MINIMUM-FREQUENCY,Minimum Frequency - brain_training_session,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,"Engage in brain training for 10 minutes, 2x per week",rec7LUpuS502Wf0uG,recJScF9tScoW22bq,daily_threshold_count,>=,,10,weekly,buildup,2,7,recX6EJNI7krSqycg,minutes,recrszdeQRK91Ju5g,Brain Training Activity (minutes),Minutes,Time of Day,recLNmY0jLZKxr5fs,recv2GuhbmM9UdNDp
recBkVyvcwsThKiwI,minimum_frequency,REC0053.2-MINIMUM-FREQUENCY,Minimum Frequency - brain_training_session,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,"Engage in brain training for 15 minutes, 3x per week",recyaGGtG0W9sPOW4,recJScF9tScoW22bq,daily_threshold_count,>=,,15,weekly,buildup,3,7,recX6EJNI7krSqycg,minutes,recrszdeQRK91Ju5g,Brain Training Activity (minutes),Minutes,Time of Day,recLNmY0jLZKxr5fs,recv2GuhbmM9UdNDp
recaVKXVzZvoNnoPd,minimum_frequency,REC0053.3-MINIMUM-FREQUENCY,Minimum Frequency - brain_training_session,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,"Engage in brain training for 20 minutes, 5x per week",recapRJIioF9TBIAO,recJScF9tScoW22bq,daily_threshold_count,>=,,20,weekly,buildup,5,7,recX6EJNI7krSqycg,minutes,recrszdeQRK91Ju5g,Brain Training Activity (minutes),Minutes,Time of Day,recLNmY0jLZKxr5fs,recv2GuhbmM9UdNDp
recYXZHH0xYgBTY79,minimum_frequency,REC0055.3-MINIMUM-FREQUENCY,Minimum Frequency - 0 cigarettes 7 days/week,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Eliminate cigarette use,recvouEkGdR39WyBa,recIZ9IzAUXgEJxuH,daily_threshold_count,<=,,0,weekly,countdown,7,7,recUTSKv6IP9fqdfC,cigarette,recrszdeQRK91Ju5g,Daily Smoking (cigarettes),Cigarettes,Cigarettes,reckO2BTrvThzTRv1,reckO2BTrvThzTRv1
recOe4Jm1hSuLHXLd,minimum_frequency,REC0057.1-MINIMUM-FREQUENCY,Minimum Frequency - flossing_session,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Floss at least 3 times per week,rec6pxtTl0aPACDw4,recwulTnKjWrQ77yc,daily_threshold_count,>=,2,1,weekly,buildup,3,7,recFhW0g2inNLpoOp,session,recrszdeQRK91Ju5g,Daily Flossing,Sessions,Sessions,recyl9Pa45s71Mrs8,recyl9Pa45s71Mrs8
recon0B7jBrzBfxUN,minimum_frequency,REC0057.2-MINIMUM-FREQUENCY,Minimum Frequency - flossing_session,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Floss on at least 5 days per week,recuFfEO3OqV7oopW,recwulTnKjWrQ77yc,daily_threshold_count,>=,2,1,weekly,buildup,5,7,recFhW0g2inNLpoOp,session,recrszdeQRK91Ju5g,Daily Flossing,Sessions,Sessions,recyl9Pa45s71Mrs8,recyl9Pa45s71Mrs8
recrdDVMc5Nf1YGrB,minimum_frequency,REC0058.1-MINIMUM-FREQUENCY,Minimum Frequency - skincare_routine,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Follow a skincare routine 3 days/week,reciCnypQrQelh4Ii,,daily_threshold_count,>=,,1,weekly,buildup,3,7,reccv2WcQ83SbPXVg,session,recrszdeQRK91Ju5g,Daily Skincare Routine,,Sessions,,recyl9Pa45s71Mrs8
recYxKkcHqFvQ2RJZ,minimum_frequency,REC0058.2-MINIMUM-FREQUENCY,Minimum Frequency - skincare_routine,2025-09-23T00:42:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",100 if days_meeting_threshold >= required_days else (days_meeting_threshold / required_days) * 100,MINIMUM-FREQUENCY,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:43:16.000Z,Maintain a skincare routine 5 days/week,recVGeUFGgWmPOwdL,,daily_threshold_count,>=,,1,weekly,buildup,5,7,reccv2WcQ83SbPXVg,session,recrszdeQRK91Ju5g,Daily Skincare Routine,,Sessions,,recyl9Pa45s71Mrs8
