record_id,calculated_metric,cognitive_health_weight_from_linked_survey_question,connection_purpose_weight_from_linked_survey_question,contraindications,core_care_weight_from_linked_survey_question,created,created_by,healthful_nutrition_weight_from_linked_survey_question,id,last_modified,last_modified_by,linked_survey_question,movement_exercise_weight_from_linked_survey_question,question_from_linked_survey_question,recommendation_nulls,recommendation_triggers,response,response_order,restorative_sleep_weight_from_linked_survey_question,score,section_number_from_linked_survey_question,section_question_order_from_linked_survey_question,stress_management_weight_from_linked_survey_question,survey_question_trigger_not_selected,survey_question_trigger_selected,total_weight_pillar_agnostic_from_linked_survey_question
recxFAvr8X9DTGgsD,,,,recm9Lpe6zMhjEOVu,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.42-4,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recYww9HM6ejmJ0Z1,,Which of the following digestive issues do you experience (select all that apply)?,,,"Acid reflux
",4,,0,2,48,,,,0
recuQXgDhoLxodPxY,,,,recrVuwhVHbPFj61b,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.42-5,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recYww9HM6ejmJ0Z1,,Which of the following digestive issues do you experience (select all that apply)?,,,"Other (please specify)
",5,,0,2,48,,,,0
recxJgy2bSYfD6dwC,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.43-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recBHTHigTyt28Myq,,What are your primary goals regarding diet and nutrition (select all that apply)?,,,"Improve overall health
",1,,0,2,49,,,,0
recJBkqK3L6CuRcP0,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.43-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recBHTHigTyt28Myq,,What are your primary goals regarding diet and nutrition (select all that apply)?,,,"Increase energy levels
",2,,0,2,49,,,,0
recAglxMM0kscL3Um,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.43-3,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recBHTHigTyt28Myq,,What are your primary goals regarding diet and nutrition (select all that apply)?,,,"Enhance mental clarity
",3,,0,2,49,,,,0
recAY9ys0Ln69sb8H,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.43-4,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recBHTHigTyt28Myq,,What are your primary goals regarding diet and nutrition (select all that apply)?,,,"Improve digestion
",4,,0,2,49,,,,0
recavqnneEoa3E4GJ,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.43-5,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recBHTHigTyt28Myq,,What are your primary goals regarding diet and nutrition (select all that apply)?,,,"Improve physical appearance (e.g., skin health)
",5,,0,2,49,,,,0
receJz6w1yf0xzGBt,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.43-6,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recBHTHigTyt28Myq,,What are your primary goals regarding diet and nutrition (select all that apply)?,,,"Longevity and healthy aging
",6,,0,2,49,,,,0
recXwTZqCrwGVnRhx,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.43-7,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recBHTHigTyt28Myq,,What are your primary goals regarding diet and nutrition (select all that apply)?,,,"Reduce inflammation
",7,,0,2,49,,,,0
recopi2eCKugGV4n9,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.43-8,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recBHTHigTyt28Myq,,What are your primary goals regarding diet and nutrition (select all that apply)?,,,"Manage a chronic condition (e.g., diabetes, hypertension)
",8,,0,2,49,,,,0
recAIpgQYVViaO3sW,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.43-9,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recBHTHigTyt28Myq,,What are your primary goals regarding diet and nutrition (select all that apply)?,,,"Weight loss
",9,,0,2,49,,,,0
rec8D0ohh2CuswUAO,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.43-10,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recBHTHigTyt28Myq,,What are your primary goals regarding diet and nutrition (select all that apply)?,,,"Weight gain
",10,,0,2,49,,,,0
rec4mpIj0TyU1flvB,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.43-11,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recBHTHigTyt28Myq,,What are your primary goals regarding diet and nutrition (select all that apply)?,,,"Other (please specify)
",11,,0,2,49,,,,0
reczrEunXdyPPN7Y3,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.44-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec15V8HMi7wW8oqM,,Please rank your diet and nutrition goals in order of importance.,,,"Rank
",1,,0,2,50,,,,0
rec0A0NTHsHZ4SLBE,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.45-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rectyMt823nYsBLqv,,Have you ever followed a specific diet plan for health or weight management purposes?,,,"Yes
",1,,0,2,51,,,"rec3r6aNQRHa9olKV, recthgsjLzXL1it66, recpNwuGaMiFJrUcy, recfvPS3p0Coe0K1t",0
recEBKsXrkvOYKlDz,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.45-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rectyMt823nYsBLqv,,Have you ever followed a specific diet plan for health or weight management purposes?,,,"No
",2,,0,2,51,,,"recyYch9nU3YwUI7c, recX2ryfOHU3rtNPX, recTwJtW7KPJ0m9yi",0
recMcre2UKTUwbabl,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.46-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec3r6aNQRHa9olKV,,Which diet(s) have you followed in the past (select all that apply)?,,,"Whole Food Plant-Based Diet
",1,,0,2,52,,,,0
recELWBUVwJHXs5sn,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.46-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec3r6aNQRHa9olKV,,Which diet(s) have you followed in the past (select all that apply)?,,,"Mediterranean Diet
",2,,0,2,52,,,,0
rec7Q1jaLwBNZu4d4,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.46-3,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec3r6aNQRHa9olKV,,Which diet(s) have you followed in the past (select all that apply)?,,,"High-Protein Diet
",3,,0,2,52,,,,0
recQgShQclZl1UV3K,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.46-4,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec3r6aNQRHa9olKV,,Which diet(s) have you followed in the past (select all that apply)?,,,"Low-Carb Diet (e.g., keto, Atkins)
",4,,0,2,52,,,,0
recfCRnMPq0Z76vam,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.46-5,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec3r6aNQRHa9olKV,,Which diet(s) have you followed in the past (select all that apply)?,,,"Vegetarian Diet
",5,,0,2,52,,,,0
rec0MpzykZHYKxbjH,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.46-6,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec3r6aNQRHa9olKV,,Which diet(s) have you followed in the past (select all that apply)?,,,"Vegan Diet
",6,,0,2,52,,,,0
rec9vnNWpTFP4ckv9,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.46-7,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec3r6aNQRHa9olKV,,Which diet(s) have you followed in the past (select all that apply)?,,,"Intermittent Fasting
",7,,0,2,52,,,,0
rec2JAf2krpwJhM9m,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.46-8,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec3r6aNQRHa9olKV,,Which diet(s) have you followed in the past (select all that apply)?,,,"Low-Fat Diet
",8,,0,2,52,,,,0
recK0aRiixvQFlUxa,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.46-9,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec3r6aNQRHa9olKV,,Which diet(s) have you followed in the past (select all that apply)?,,,"Paleo Diet
",9,,0,2,52,,,,0
rec4AQf0LW4JqmfIj,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.46-10,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec3r6aNQRHa9olKV,,Which diet(s) have you followed in the past (select all that apply)?,,,"Whole30
",10,,0,2,52,,,,0
recZpAdzNk8ek7PLv,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.46-11,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec3r6aNQRHa9olKV,,Which diet(s) have you followed in the past (select all that apply)?,,,"DASH Diet
",11,,0,2,52,,,,0
rec9fL6zTpmuJxWfu,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.46-12,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec3r6aNQRHa9olKV,,Which diet(s) have you followed in the past (select all that apply)?,,,"Other (please specify)
",12,,0,2,52,,,,0
recvseBUH3JRWoFF0,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.47-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recthgsjLzXL1it66,,What were your primary goals when starting your dietary plan (select all that apply)?,,,"Improve overall health
",1,,0,2,53,,,,0
reckYd0haMKDxJF8g,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.47-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recthgsjLzXL1it66,,What were your primary goals when starting your dietary plan (select all that apply)?,,,"Increase energy levels
",2,,0,2,53,,,,0
recBKRjrhBBrJQnRj,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.47-3,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recthgsjLzXL1it66,,What were your primary goals when starting your dietary plan (select all that apply)?,,,"Enhance mental clarity
",3,,0,2,53,,,,0
recped97UVqRE9TbW,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.47-4,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recthgsjLzXL1it66,,What were your primary goals when starting your dietary plan (select all that apply)?,,,"Improve digestion
",4,,0,2,53,,,,0
recBZ5NcrQYRRNndR,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.47-5,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recthgsjLzXL1it66,,What were your primary goals when starting your dietary plan (select all that apply)?,,,"Improve physical appearance (e.g., skin health)
",5,,0,2,53,,,,0
recdKFPCFSzYBE7e2,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.47-6,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recthgsjLzXL1it66,,What were your primary goals when starting your dietary plan (select all that apply)?,,,"Longevity and healthy aging
",6,,0,2,53,,,,0
recAFuIfE42u3slsX,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.47-7,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recthgsjLzXL1it66,,What were your primary goals when starting your dietary plan (select all that apply)?,,,"Reduce inflammation
",7,,0,2,53,,,,0
recWLrVEbTAAyxOzu,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.47-8,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recthgsjLzXL1it66,,What were your primary goals when starting your dietary plan (select all that apply)?,,,"Manage a chronic condition (e.g., diabetes, hypertension)
",8,,0,2,53,,,,0
recYV3aFdndMYhXby,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.47-9,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recthgsjLzXL1it66,,What were your primary goals when starting your dietary plan (select all that apply)?,,,"Weight loss
",9,,0,2,53,,,,0
rechjtBfPgLWPtsL0,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.47-10,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recthgsjLzXL1it66,,What were your primary goals when starting your dietary plan (select all that apply)?,,,"Weight gain
",10,,0,2,53,,,,0
recKAFVs3y2nYzft9,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.47-11,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recthgsjLzXL1it66,,What were your primary goals when starting your dietary plan (select all that apply)?,,,"Other (please specify)
",11,,0,2,53,,,,0
rec72gRYEx2UvNE8C,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.48-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recpNwuGaMiFJrUcy,,How long have you typically adhered to a dietary plan?,,,"Less than 1 month
",1,,0,2,54,,,,0
recC0tUuKZnG39LR5,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.48-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recpNwuGaMiFJrUcy,,How long have you typically adhered to a dietary plan?,,,"1-3 months
",2,,0,2,54,,,,0
recObkFuLPrJAk5c8,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.48-3,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recpNwuGaMiFJrUcy,,How long have you typically adhered to a dietary plan?,,,"4-6 months
",3,,0,2,54,,,,0
recH54NBKdt9kXNEk,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.48-4,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recpNwuGaMiFJrUcy,,How long have you typically adhered to a dietary plan?,,,"7-12 months
",4,,0,2,54,,,,0
recsC7WmByHKJIC4o,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.48-5,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recpNwuGaMiFJrUcy,,How long have you typically adhered to a dietary plan?,,,"More than 1 year
",5,,0,2,54,,,,0
recyXSPep7JGAuz9o,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.49-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recfvPS3p0Coe0K1t,,How successful were you in achieving your goals with these diets?,,,"Not successful
",1,,0,2,55,,,,0
recm1CoVnY9z9BnBl,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.49-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recfvPS3p0Coe0K1t,,How successful were you in achieving your goals with these diets?,,,"Somewhat successful
",2,,0,2,55,,,,0
recSgcTqaBh16npJe,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.49-3,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recfvPS3p0Coe0K1t,,How successful were you in achieving your goals with these diets?,,,"Very successful
",3,,0,2,55,,,,0
recNZWjjYnKaxGGDi,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.50-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyYch9nU3YwUI7c,,What are the primary reasons you have never followed a specific diet plan (select all that apply)?,,,"Satisfied with current eating habits
",1,,0,2,56,,,,0
rec64V8N3ApH8dPu4,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.50-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyYch9nU3YwUI7c,,What are the primary reasons you have never followed a specific diet plan (select all that apply)?,,,"Lack of interest
",2,,0,2,56,,,,0
recjCF6QtgtLCb0aO,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.50-3,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyYch9nU3YwUI7c,,What are the primary reasons you have never followed a specific diet plan (select all that apply)?,,,"Uncertainty about which diet to follow
",3,,0,2,56,,,,0
rece18mpDqK4s3gSC,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.50-4,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyYch9nU3YwUI7c,,What are the primary reasons you have never followed a specific diet plan (select all that apply)?,,,"Concern about potential health effects
",4,,0,2,56,,,,0
rec7lZntdf9RVHkug,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,2.50-5,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyYch9nU3YwUI7c,,What are the primary reasons you have never followed a specific diet plan (select all that apply)?,,,"Perceived difficulty or inconvenience
",5,,0,2,56,,,,0
