record_id,created,created_by,last_modified_by,last_modified_time,max_value,min_value,name,option_id,questions_using_this,response_choices,response_types,scoring_map
recf9L5YEaLlzvIvC,2025-09-04T12:41:47.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Humanin Barriers & Facilitators,RO110-B&F,"recFdN87HnolNAEnC, rech76PmHnonXi83M","[""Proper injection technique and sterile procedure"", ""Using appropriate dosing protocols"", ""Proper refrigeration and storage"", ""Regular monitoring with healthcare provider"", ""Combining with neuroprotective lifestyle practices"", ""Tracking cognitive and energy improvements"", ""Taking during periods of high stress"", ""Coordinating with other longevity therapies"", ""Following recommended treatment protocols"", ""Monitoring mitochondrial health markers"", ""Forgetting injection schedule"", ""Cost of peptide therapy"", ""Injection anxiety or discomfort"", ""Complex dosing and timing requirements"", ""Not seeing immediate neuroprotective benefits"", ""Proper reconstitution and preparation"", ""Running out of peptide supply"", ""Managing injection site reactions"", ""Side effects or treatment complications""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recab679u0n56BfsV,2025-09-04T12:47:01.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,GHK-Cu Peptide Effects,RO111-Effects,"recNsNrmh4tGUlkuS, rec1YtfTz4mplBPro","[""Improved wound healing"", ""Better skin appearance and texture"", ""Reduced skin inflammation or redness"", ""Enhanced recovery from exercise"", ""Reduced muscle soreness"", ""Improved joint comfort"", ""Better hair growth or quality"", ""Increased collagen production"", ""Reduced fine lines or wrinkles"", ""Better tissue repair"", ""Improved antioxidant protection"", ""Enhanced immune function"", ""Increased energy levels"", ""Better sleep quality"", ""Improved mood"", ""Better focus/mental clarity"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects (injection site reactions)"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recC9o6tgvUCmIlaX,2025-09-04T12:47:10.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,GHK-Cu Peptide Barriers & Facilitators,RO111-B&F,"recDlrPSEhsJ3Whzt, recWKUtEmRmgQRXvK","[""Consistent injection timing"", ""Proper injection technique"", ""Setting daily reminders"", ""Using injection site rotation"", ""Taking with or after meals"", ""Storing peptide properly (refrigeration)"", ""Following sterile injection practices"", ""Tracking injection sites"", ""Monitoring for effects"", ""Having backup supplies"", ""Understanding dosing protocol"", ""Support from healthcare provider"", ""Forgetting to inject"", ""Injection site discomfort or pain"", ""Fear of needles or injections"", ""Cost concerns"", ""Complex preparation process"", ""Storage challenges (refrigeration)"", ""Running out of supply"", ""Lack of noticeable benefits"", ""Side effects or reactions"", ""Difficulty with injection technique"", ""Travel or schedule disruptions""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recWk870GUX3N5WO0,2025-09-04T12:47:49.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,SS-31 Peptide Effects,RO112-Effects,"recxx6w0mQDvM5kqG, recXPCW2ZBdeOc2M2","[""Enhanced mitochondrial function"", ""Increased energy levels"", ""Better endurance and stamina"", ""Improved exercise recovery"", ""Reduced muscle fatigue"", ""Better cellular protection"", ""Improved heart function"", ""Enhanced neuroprotection"", ""Better cognitive function"", ""Improved focus/mental clarity"", ""Reduced oxidative stress"", ""Better kidney function"", ""Improved liver function"", ""Enhanced cellular repair"", ""Better sleep quality"", ""Improved mood"", ""Increased physical performance"", ""Better tissue health"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects (injection site reactions)"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recYf4Ec1S2K4nT1s,2025-09-04T12:47:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,SS-31 Peptide Barriers & Facilitators,RO112-B&F,"recPXHoSa7xFtulYT, rectZparLnoe7mw9Z","[""Consistent injection timing"", ""Proper injection technique"", ""Setting daily reminders"", ""Using injection site rotation"", ""Taking with or after meals"", ""Storing peptide properly (refrigeration)"", ""Following sterile injection practices"", ""Tracking injection sites"", ""Monitoring for effects"", ""Having backup supplies"", ""Understanding dosing protocol"", ""Support from healthcare provider"", ""Taking with adequate hydration"", ""Monitoring mitochondrial markers"", ""Forgetting to inject"", ""Injection site discomfort or pain"", ""Fear of needles or injections"", ""Cost concerns"", ""Complex preparation process"", ""Storage challenges (refrigeration)"", ""Running out of supply"", ""Lack of noticeable benefits"", ""Side effects or reactions"", ""Difficulty with injection technique"", ""Travel or schedule disruptions""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rect5gKjwQ8vn1KRH,2025-09-04T12:48:43.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Tesamorelin Effects,RO113-Effects,"recFsYO84YklpTfNH, recwJufcWlLUiUIzM","[""Increased lean body mass"", ""Reduced abdominal fat"", ""Improved body composition"", ""Increased energy levels"", ""Better exercise capacity"", ""Enhanced muscle strength"", ""Improved growth hormone levels"", ""Better IGF-1 levels"", ""Improved insulin sensitivity"", ""Better metabolic function"", ""Enhanced recovery from exercise"", ""Improved mood"", ""Better sleep quality"", ""Increased vitality"", ""Better cognitive function"", ""Improved focus/mental clarity"", ""Reduced visceral fat"", ""Better cardiovascular health"", ""Enhanced physical performance"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects (injection site reactions)"", ""Water retention"", ""Joint discomfort"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recMXjyJkLIkIhLbB,2025-09-04T12:48:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Tesamorelin Barriers & Facilitators,RO113-B&F,"recZyxUekSYY1sC75, rec56Spc0jijFlMxi","[""Consistent daily injection timing"", ""Proper injection technique"", ""Setting daily reminders"", ""Using injection site rotation"", ""Injecting before bedtime"", ""Storing medication properly (refrigeration)"", ""Following sterile injection practices"", ""Tracking injection sites"", ""Monitoring for effects"", ""Having backup supplies"", ""Understanding dosing protocol"", ""Support from healthcare provider"", ""Taking on empty stomach"", ""Monitoring growth hormone levels"", ""Forgetting to inject"", ""Injection site discomfort or pain"", ""Fear of needles or injections"", ""Cost concerns"", ""Complex preparation process"", ""Storage challenges (refrigeration)"", ""Running out of supply"", ""Lack of noticeable benefits"", ""Side effects or reactions"", ""Difficulty with injection technique"", ""Travel or schedule disruptions"", ""Taking with food (incorrect timing)""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
reczsLgNItAVzDZIC,2025-09-04T12:49:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Thymosin Alpha-1 Effects,RO114-Effects,"recsuQayWrOFFT7Ms, recLhDyTbqmi0DbHn","[""Enhanced immune function"", ""Better resistance to infections"", ""Improved recovery from illness"", ""Reduced frequency of colds/flu"", ""Better vaccine response"", ""Enhanced T-cell function"", ""Improved immune system balance"", ""Reduced inflammation"", ""Better autoimmune symptom control"", ""Enhanced wound healing"", ""Improved energy levels"", ""Better overall vitality"", ""Enhanced cellular immunity"", ""Better stress response"", ""Improved sleep quality"", ""Better mood"", ""Enhanced focus/mental clarity"", ""Reduced allergy symptoms"", ""Better skin health"", ""Improved exercise recovery"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects (injection site reactions)"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results (immune markers)"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recLc24gVa0isPfr9,2025-09-04T12:49:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Thymosin Alpha-1 Barriers & Facilitators,RO114-B&F,"recTYKk58to4rJzkJ, rec4Fi9XvgbZ0oi6z","[""Consistent injection timing"", ""Proper injection technique"", ""Setting daily reminders"", ""Using injection site rotation"", ""Taking subcutaneous injections properly"", ""Storing peptide properly (refrigeration)"", ""Following sterile injection practices"", ""Tracking injection sites"", ""Monitoring for effects"", ""Having backup supplies"", ""Understanding dosing protocol"", ""Support from healthcare provider"", ""Taking on scheduled cycle (5 days on/2 off)"", ""Monitoring immune markers"", ""Forgetting to inject"", ""Injection site discomfort or pain"", ""Fear of needles or injections"", ""Cost concerns"", ""Complex preparation process"", ""Storage challenges (refrigeration)"", ""Running out of supply"", ""Lack of noticeable benefits"", ""Side effects or reactions"", ""Difficulty with injection technique"", ""Travel or schedule disruptions"", ""Confusion about cycling schedule""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recWUoCU7o0tETqUR,2025-09-04T12:54:10.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Melanotan II Effects,RO115-Effects,"recMW0gt6KLwQR7zv, recUFp8t2JD7R8NXX","[""Increased skin pigmentation/tanning"", ""Enhanced UV protection"", ""Reduced sunburn risk"", ""More even skin tone"", ""Increased libido"", ""Enhanced sexual function"", ""Improved mood"", ""Increased appetite suppression"", ""Better weight management"", ""Enhanced motivation"", ""Improved confidence"", ""Better body image"", ""Increased energy levels"", ""Enhanced focus/mental clarity"", ""Improved sleep quality"", ""Better stress response"", ""Reduced food cravings"", ""Enhanced physical performance"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects (nausea, flushing)"", ""Injection site reactions"", ""Facial flushing"", ""Decreased appetite"", ""No noticeable effects yet"", ""Concerning side effects"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recYZu3KY0qdfvxse,2025-09-04T12:54:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Melanotan II Barriers & Facilitators,RO115-B&F,"recW2uIvVJt5Q5lVr, rec6E4YJ4kwcfUYR5","[""Consistent injection timing"", ""Proper injection technique"", ""Setting daily reminders"", ""Using injection site rotation"", ""Starting with low doses"", ""Storing peptide properly (refrigeration)"", ""Following sterile injection practices"", ""Tracking injection sites"", ""Monitoring for effects"", ""Having backup supplies"", ""Understanding dosing protocol"", ""Support from healthcare provider"", ""Gradual dose increases"", ""Sun exposure timing"", ""Forgetting to inject"", ""Injection site discomfort or pain"", ""Fear of needles or injections"", ""Cost concerns"", ""Complex preparation process"", ""Storage challenges (refrigeration)"", ""Running out of supply"", ""Lack of noticeable effects"", ""Side effects or reactions"", ""Difficulty with injection technique"", ""Travel or schedule disruptions"", ""Nausea or appetite suppression""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recb5dxSEtDHDRq7B,2025-09-04T12:55:04.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,FOXO4-DRI Effects,RO116-Effects,"recsriGXVEowNObAy, recBt8g9t78h0sp0V","[""Enhanced cellular senescence clearance"", ""Improved tissue regeneration"", ""Better cellular repair mechanisms"", ""Enhanced longevity pathways"", ""Improved metabolic function"", ""Better insulin sensitivity"", ""Enhanced autophagy"", ""Improved mitochondrial function"", ""Increased energy levels"", ""Better physical performance"", ""Enhanced recovery from exercise"", ""Improved immune function"", ""Better cognitive function"", ""Enhanced focus/mental clarity"", ""Improved mood"", ""Better sleep quality"", ""Reduced inflammation markers"", ""Enhanced wound healing"", ""Improved skin health"", ""Better stress response"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects (injection site reactions)"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results (senescence markers)"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recQkjvz6Rpdypdd2,2025-09-04T12:55:14.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,FOXO4-DRI Barriers & Facilitators,RO116-B&F,"recaMEUd8KlspijoC, recfFH5Y7VhgNph2n","[""Consistent injection timing"", ""Proper injection technique"", ""Setting daily reminders"", ""Using injection site rotation"", ""Following cycle protocol (5 days)"", ""Storing peptide properly (refrigeration)"", ""Following sterile injection practices"", ""Tracking injection sites"", ""Monitoring for effects"", ""Having backup supplies"", ""Understanding dosing protocol"", ""Support from healthcare provider"", ""Taking with appropriate fasting"", ""Monitoring longevity markers"", ""Forgetting to inject"", ""Injection site discomfort or pain"", ""Fear of needles or injections"", ""Cost concerns"", ""Complex preparation process"", ""Storage challenges (refrigeration)"", ""Running out of supply"", ""Lack of noticeable benefits"", ""Side effects or reactions"", ""Difficulty with injection technique"", ""Travel or schedule disruptions"", ""Confusion about cycling protocol""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recRHOkc3AXyb2EPy,2025-09-04T12:55:59.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Selank Effects,RO117-Effects,"recHNOADrqq8L8fnx, recGuwxxdxkwbZAoB","[""Reduced anxiety levels"", ""Improved stress response"", ""Enhanced mood stability"", ""Better emotional regulation"", ""Improved focus/mental clarity"", ""Enhanced cognitive function"", ""Better memory formation"", ""Increased motivation"", ""Improved learning ability"", ""Better stress tolerance"", ""Enhanced mental resilience"", ""Reduced cortisol levels"", ""Improved sleep quality"", ""Better energy levels"", ""Enhanced immune function"", ""Improved social confidence"", ""Better work performance"", ""Enhanced creativity"", ""Reduced mental fatigue"", ""Better physical performance"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects (nasal irritation)"", ""Headaches"", ""No noticeable effects yet"", ""Concerning side effects"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recp4M6tGV1dPSxw8,2025-09-04T12:56:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:05.000Z,,,Selank Barriers & Facilitators,RO117-B&F,"recOmBIJqGEFUrg78, recyG8iAs6BCH4tx8","[""Consistent administration timing"", ""Proper nasal spray technique"", ""Setting daily reminders"", ""Taking 2-3 times daily as prescribed"", ""Using during stressful periods"", ""Storing properly at room temperature"", ""Following dosing protocol"", ""Monitoring for effects"", ""Having backup supply"", ""Understanding administration method"", ""Support from healthcare provider"", ""Taking before stressful situations"", ""Tracking mood and stress levels"", ""Forgetting to take doses"", ""Nasal irritation or discomfort"", ""Difficulty with nasal spray technique"", ""Cost concerns"", ""Running out of supply"", ""Lack of noticeable benefits"", ""Side effects or reactions"", ""Travel or schedule disruptions"", ""Inconsistent dosing schedule"", ""Storage challenges"", ""Confusion about timing""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recbvKOIho6OYbdmA,2025-09-04T12:56:55.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:22.000Z,,,Semax Effects,RO118-Effects,"recsDFxXBugMbvHh3, recQ5ipYp0po2Rjj2","[""Enhanced cognitive function"", ""Improved focus/mental clarity"", ""Better memory formation"", ""Enhanced learning ability"", ""Increased motivation"", ""Improved mental energy"", ""Better problem-solving ability"", ""Enhanced creativity"", ""Improved attention span"", ""Better stress tolerance"", ""Enhanced mood stability"", ""Increased mental resilience"", ""Improved work performance"", ""Better information processing"", ""Enhanced neuroplasticity"", ""Reduced mental fatigue"", ""Improved sleep quality"", ""Better physical energy"", ""Enhanced immune function"", ""Improved mood"", ""Better stress response"", ""Enhanced neuroprotection"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects (nasal irritation)"", ""Headaches"", ""No noticeable effects yet"", ""Concerning side effects"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recaXbr4YD54ON6oY,2025-09-04T12:57:04.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:22.000Z,,,Semax Barriers & Facilitators,RO118-B&F,"recZMR7iemRZListJ, rec3ACLzdXNxvkt7g","[""Consistent administration timing"", ""Proper nasal spray technique"", ""Setting daily reminders"", ""Taking 2-3 times daily as prescribed"", ""Using before mentally demanding tasks"", ""Storing properly at room temperature"", ""Following dosing protocol"", ""Monitoring for effects"", ""Having backup supply"", ""Understanding administration method"", ""Support from healthcare provider"", ""Taking in morning for best effects"", ""Tracking cognitive performance"", ""Forgetting to take doses"", ""Nasal irritation or discomfort"", ""Difficulty with nasal spray technique"", ""Cost concerns"", ""Running out of supply"", ""Lack of noticeable benefits"", ""Side effects or reactions"", ""Travel or schedule disruptions"", ""Inconsistent dosing schedule"", ""Storage challenges"", ""Confusion about optimal timing""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
reclpdIUgEJd6Pr4r,2025-09-04T12:57:49.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:22.000Z,,,Kisspeptin Effects,RO119-Effects,"recrFSW3WcOkg6o8l, recC9z4CoS8FAhOMD","[""Enhanced libido/sexual desire"", ""Improved sexual function"", ""Better hormonal balance"", ""Increased testosterone levels"", ""Improved reproductive function"", ""Enhanced fertility markers"", ""Better mood and motivation"", ""Increased energy levels"", ""Improved body composition"", ""Enhanced muscle mass"", ""Better sleep quality"", ""Improved cognitive function"", ""Enhanced focus/mental clarity"", ""Better stress response"", ""Improved metabolic function"", ""Enhanced physical performance"", ""Better recovery from exercise"", ""Improved bone health"", ""Enhanced overall vitality"", ""Better cardiovascular health"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects (injection site reactions)"", ""Nausea"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results (hormone levels)"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recTRfxoMZhXYEcFD,2025-09-04T12:57:57.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:22.000Z,,,Kisspeptin Barriers & Facilitators,RO119-B&F,"recm1zP8J04FIIEGY, reclRhmP3xUB7gNRd","[""Consistent injection timing"", ""Proper injection technique"", ""Setting daily reminders"", ""Using injection site rotation"", ""Following prescribed dosing schedule"", ""Storing peptide properly (refrigeration)"", ""Following sterile injection practices"", ""Tracking injection sites"", ""Monitoring for effects"", ""Having backup supplies"", ""Understanding dosing protocol"", ""Support from healthcare provider"", ""Monitoring hormone levels"", ""Tracking reproductive health markers"", ""Forgetting to inject"", ""Injection site discomfort or pain"", ""Fear of needles or injections"", ""Cost concerns"", ""Complex preparation process"", ""Storage challenges (refrigeration)"", ""Running out of supply"", ""Lack of noticeable benefits"", ""Side effects or reactions"", ""Difficulty with injection technique"", ""Travel or schedule disruptions"", ""Privacy concerns about reproductive health""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recT2YPTmt9OPEFjv,2025-09-04T12:58:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:22.000Z,,,Tesofensine Effects,RO120-Effects,"reclzJcUQrdFV3z6N, rec8WrUjvFxz659eu","[""Significant weight loss"", ""Reduced appetite/hunger"", ""Better satiety after meals"", ""Improved portion control"", ""Enhanced fat burning"", ""Better metabolic function"", ""Increased energy levels"", ""Improved mood stability"", ""Better focus/mental clarity"", ""Enhanced motivation"", ""Reduced food cravings"", ""Better emotional eating control"", ""Improved body composition"", ""Enhanced physical performance"", ""Better sleep quality"", ""Improved insulin sensitivity"", ""Better blood sugar control"", ""Enhanced lipolysis"", ""Improved cardiovascular markers"", ""Better stress response"", ""Digestive changes"", ""Mild side effects (nausea, dry mouth)"", ""Insomnia or sleep disruption"", ""Increased heart rate"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results (metabolic markers)"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recqDLOnmXm8kjzRH,2025-09-04T12:58:53.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:22.000Z,,,Tesofensine Barriers & Facilitators,RO120-B&F,"rec7j8UhNILfuadTu, recTfY8vmJIWanqOa","[""Taking at consistent times daily"", ""Taking with or without food as prescribed"", ""Setting daily reminders"", ""Taking in morning to avoid sleep issues"", ""Monitoring appetite and weight"", ""Storing properly at room temperature"", ""Following prescribed dosing"", ""Having backup supply"", ""Understanding medication protocol"", ""Support from healthcare provider"", ""Tracking weight and measurements"", ""Monitoring side effects"", ""Starting with lower doses"", ""Forgetting to take medication"", ""Side effects (nausea, insomnia)"", ""Cost concerns"", ""Running out of supply"", ""Lack of noticeable benefits"", ""Difficulty tolerating side effects"", ""Travel or schedule disruptions"", ""Inconsistent dosing schedule"", ""Storage challenges"", ""Cardiovascular side effects"", ""Sleep disruption issues""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recLuf0vqQuHxFbBg,2025-09-04T12:59:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:22.000Z,,,LL-37 Effects,RO121-Effects,"recwAjwWgaj8KYT9x, recF1uroTdPH92bGd","[""Enhanced immune function"", ""Better resistance to infections"", ""Improved wound healing"", ""Enhanced antimicrobial activity"", ""Better skin health"", ""Improved gut health"", ""Enhanced barrier function"", ""Better recovery from illness"", ""Improved inflammatory response"", ""Enhanced tissue repair"", ""Better oral health"", ""Improved respiratory health"", ""Enhanced antiviral protection"", ""Better fungal resistance"", ""Improved overall vitality"", ""Enhanced cellular defense"", ""Better energy levels"", ""Improved mood"", ""Enhanced focus/mental clarity"", ""Better sleep quality"", ""Improved physical performance"", ""Enhanced recovery from exercise"", ""Digestive changes"", ""Appetite changes"", ""Mild side effects (injection site reactions)"", ""No noticeable effects yet"", ""Concerning side effects"", ""Positive lab results (immune markers)"", ""Other beneficial effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
