record_id,Pillar_raw,checkin_id,checkin_questions,checkin_type,created,created_by,description,frequency,last_modified_by,last_modified_time,pillars,recommendations_scorched_earth,recommendations_targeted,response_Types,response_options,title,tracked_metrics,trigger_conditions
reckvyFTqtkTWuAda,,CK062-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Record whether you engaged in intentional gratitude practice today. This could be journaling about what you're thankful for, mental reflection, or sharing appreciation with others.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Stress Management, Connection + Purpose,Stress Management, Connection + Purpose,Stress Management, Connection + Purpose",,"rec3vLswsvuPhdSI8, recitDcZY90pB8urW, recHHMaZWolDFzLGA",RT001,recKFvqs6chl75esq,Did You Practice Gratitude Today,recHJKknkW9SQFCqf,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recGTWyjBxULiybxT,,CK063-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Track how many dedicated journaling or personal reflection sessions you completed today. Writing helps process emotions, clarify thoughts, and support mental wellbeing.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Stress Management, Connection + Purpose,Stress Management, Connection + Purpose,Stress Management, Connection + Purpose,Connection + Purpose, Cognitive Health, Stress Management",,"reckxUbHvmO4Ee5GK, recDj1wInApRAXWcF, recTV5zjI6tjqTfCg, rec6btiLhmI5y0za1",RT001,recKFvqs6chl75esq,Count Your Journaling Sessions,recKVJCrX5rb8Y3Ei,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recMUTK91sFdl4Dbt,,CK064-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Record total minutes spent outdoors in natural light or green spaces today. Outdoor time supports vitamin D production, mood regulation, and overall mental health.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Stress Management, Cognitive Health,Stress Management, Cognitive Health,Stress Management, Cognitive Health",,"recYYJsKmN5uZwUsc, recZb5zz7BEHRPdtK, rechCPnup1BaYXrfC",RT001,recKFvqs6chl75esq,How Much Time Did You Spend Outdoors,reczsDrLyAiXOgJi7,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
receq8NxUDVvGiZee,,CK065-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Record how many minutes you spent outdoors specifically in the morning before noon. Morning outdoor time helps regulate your circadian rhythm and supports both mood and sleep quality.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Stress Management, Cognitive Health,Stress Management, Cognitive Health,Stress Management, Cognitive Health",,"rec7RxMaGNKgWaurt, recdECEj63wIAdpaS, recGATlSqYGvW2Z8b",RT001,recKFvqs6chl75esq,Track Your Morning Outdoor Time,rec0UzAaii5gqPh5k,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recge3nGXrJqtdbG1,,CK066-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Track your total digital device usage in minutes across phones, computers, tablets, and TV today. Being aware of screen time helps you balance technology use with other activities.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Stress Management, Cognitive Health,Stress Management, Cognitive Health,Stress Management, Cognitive Health",,"rec5XmXVudorgDmWs, reczTrDf2qAqm91Ef, recbr5hA05WQY7jMZ",RT001,recKFvqs6chl75esq,How Much Screen Time Today,recEfAO5FbGtiFMH7,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recizBiCmfYAS8g79,,CK067-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Rate your cognitive focus and mental clarity throughout today. Regular focus tracking helps you identify patterns and understand what supports or hinders your concentration.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,,,,RT001,recKFvqs6chl75esq,Rate Your Focus Today,rechT5IIPBRNzCb74,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recUDMYau0e9NbKqC,,CK068-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Assess your memory sharpness and ability to recall information today. This self-assessment helps you notice patterns in cognitive performance and identify factors that support mental clarity.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,,,,RT001,recKFvqs6chl75esq,Rate Your Memory Clarity Today,recV4aEMQC0LiYtAe,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recQp2vzTuGkVxTnM,,CK069-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Record how many minutes you spent on cognitive-enhancing activities today like puzzles, games, learning new skills, or brain-training apps. Mental exercise helps maintain cognitive sharpness.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Cognitive Health,Cognitive Health,Cognitive Health",,"rec3kwjdpZze3Bmkp, recuJiAcdUvlzbaMN, rec6YtDrPiel0X4qx",RT001,recKFvqs6chl75esq,Track Your Brain Training Time,recNBUyw6NvnP8WOh,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
reccqVlDYnVER76Qm,,CK070-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Track the total minutes of active, meaningful social engagement today including in-person conversations, phone calls, or video chats. Quality social time supports emotional and mental health.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,,,,RT001,recKFvqs6chl75esq,How Much Social Time Did You Have,recoeS7pfQzXi85uK,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recC5r4OdGEAEmDsh,,CK071-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Record the number of alcoholic beverages you consumed today. Tracking alcohol intake helps you stay within healthy limits and understand how it affects your sleep, energy, and overall health.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Core Care,Core Care,Core Care,Core Care",,"recRsxAqRnyD0hIL5, recKkP3TAlDTtLiuo, rec2JL5kJJ1pJCPL1, recAaYIO7j0kgDYbf",RT001,recKFvqs6chl75esq,How Many Alcoholic Drinks Today,recqjvztOuYRXj3Sm,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recMXpUoEfenPXQmN,,CK072-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Track the number of cigarettes you smoked today. Honest tracking is an important step in understanding your habits and working toward reducing or quitting smoking for better health.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Core Care,Core Care,Core Care",,"recha6SAlP3xFUq4T, recYvvDkXUpteLjhQ, recrX6y3d7qfgiUrT",RT001,recKFvqs6chl75esq,How Many Cigarettes Did You Smoke,recY1Tz7OcO33HuVW,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
rec3aOmRdrG0X60fw,,CK073-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Log your body weight in pounds or kilograms, ideally measured under consistent conditions like same time of day and clothing. Regular weight tracking helps monitor overall health trends.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,,,,RT001,recKFvqs6chl75esq,Record Your Weight Today,recseppfup15Ij0xE,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recTju6zHWbs48eFF,,CK074-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Record your Body Mass Index calculated from your height and weight. BMI provides a general assessment of weight classification and health risk, though it doesn't account for muscle mass.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,,,,RT001,recKFvqs6chl75esq,Check Your BMI Reading,recpCHgbnbY5cEy1Q,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recN18P2VFbVj8GNs,,CK075-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Record your total body fat percentage if measured via InBody scan or similar body composition tool. Body fat percentage is often more informative than weight alone for health assessment.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,,,,RT001,recKFvqs6chl75esq,Log Your Body Fat Percentage,recJeEd61woRAahla,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recyifjAZZrXijUrN,,CK076-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Record your lean body mass in kilograms or pounds, which includes muscle, water, and bone. Maintaining lean mass is important for metabolism, strength, and overall health as you age.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,,,,RT001,recKFvqs6chl75esq,Track Your Lean Body Mass,recMVZ6YoOQTJvFBa,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recEOwIop20ubZ94S,,CK077-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Record your estimated visceral fat percentage if available from body composition analysis. Visceral fat around internal organs is linked to increased health risks more than general body fat.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,,,,RT001,recKFvqs6chl75esq,Check Your Visceral Fat Percentage,recEPturjvPaeVBMk,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
receMvOOJ20uyYLC3,,CK078-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Track how many times you brushed your teeth today. Good oral hygiene with twice-daily brushing helps prevent dental disease and supports overall health.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Core Care,Core Care,Core Care",,"recB9ri5DlUq27HpJ, recxSNdyVhznqbZ88, recYzbDRWK9fN7R6B",RT001,recKFvqs6chl75esq,How Many Times Did You Brush Today,recxlOQKCdytNnWtb,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recV8DziWBWIeyOdN,,CK079-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Record whether you flossed your teeth today. Daily flossing removes plaque and bacteria between teeth where brushing can't reach, supporting gum health and preventing disease.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Core Care,Core Care,Core Care",,"rec2Y9nCSUJ1HYZmN, recoUg1DrrPaqjGQh, recqeRyxAIZ7eKKfF",RT001,recKFvqs6chl75esq,Did You Floss Your Teeth Today,recLm7PvuOlBuiAEk,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recJciqqJ83lWZnRR,,CK080-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Track whether you followed your skincare routine today, including cleansing, moisturizing, and SPF protection. Consistent skincare helps maintain healthy skin and prevents premature aging.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Core Care,Core Care,Core Care",,"recebZs8nlpqsDqy1, recRfQOodavyWaS3u, rec5qQKEx2EH3qAce",RT001,recKFvqs6chl75esq,Did You Follow Your Skincare Routine,recbjdq0PfP4GcXi1,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recf2cIIkOq60bwQz,,CK081-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Track whether you applied sunscreen on sun-exposed areas of your skin today. Daily SPF use is one of the most effective ways to prevent skin damage, premature aging, and skin cancer.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Core Care,Core Care,Core Care",,"rec8YWJTakpmIkfe7, recyx3ZSmZqFnXafv, recGwiYo13EpOTndg",RT001,recKFvqs6chl75esq,Did You Apply Sunscreen Today,recutpzJz61uQt7wt,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recrJcoLXewlz2ZFd,,CK082-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Check whether you've had a routine dental cleaning and oral health exam within the past 6 months. Regular dental care prevents serious problems and supports overall health.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,Core Care,,recy0r7vtQvnKvsOL,RT001,recKFvqs6chl75esq,Have You Had a Dental Exam Recently,recV7GwS5qz8ax9e3,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recApSzYgTlTxSLWi,,CK083-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Verify whether you've completed a general physical exam with your primary care provider in the past year. Annual check-ups help catch health issues early and maintain preventive care.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,Core Care,,reco5igDK2bU5Dw01,RT001,recKFvqs6chl75esq,Are You Up to Date on Your Physical,recXrIxSC6eJAABsm,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recRat35d87MoTYLj,,CK084-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Confirm if you've had a full-body skin examination by a dermatologist within the last 12 months. Annual skin checks help with early detection of skin cancer.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,Core Care,,recFNz4Jhea4AVug4,RT001,recKFvqs6chl75esq,Recent Skin Check for Average Risk,recBVz1P5qclRyYRf,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recAsbFSWWJLmloAW,,CK085-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Verify if you've had a dermatologist examination within the last 6 months if you're at high risk for skin cancer due to personal/family history or high sun exposure.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,Core Care,,rec4rRcozI2fwN4ZO,RT001,recKFvqs6chl75esq,Recent Skin Check for High Risk,reccZbmA70Zghtazb,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
reciot77lGeJMNgAo,,CK086-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Check whether you've had a comprehensive eye exam within the last year, including refraction and ocular health screening. Regular eye care maintains vision and catches problems early.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,Core Care,,recl0OLC6iSTCMTZu,RT001,recKFvqs6chl75esq,Are You Current on Vision Check,recDyD93EFJDUtdwq,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recF8gf7PmLsK1t5S,,CK087-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Verify your colon cancer screening status if you're at average risk. Colonoscopy every 10 years starting at age 45-50 helps prevent and detect colorectal cancer early.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,Core Care,,recsozPfurWS0N5Ox,RT001,recKFvqs6chl75esq,Colonoscopy Screening Average Risk,recKMLHBA5mgUKArk,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recxLJJ5dniA3Zm2w,,CK088-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Check if you're up to date on colonoscopy screening if you have family history, polyps, or IBD. High-risk individuals typically need screening every 5 years or as recommended.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,Core Care,,recwr2L9Mct7dE51H,RT001,recKFvqs6chl75esq,Colonoscopy Screening High Risk,reclbWmQP7SMJmseU,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recLUSWDVBKJZ0tg4,,CK089-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Check your breast cancer screening status if you're 40-49 years old. Biennial mammograms may be appropriate based on guidelines and individual risk factors.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,Core Care,,rec5SVUldpZJpTLh9,RT001,recKFvqs6chl75esq,Mammogram Screening Under 50,recZkuVpMxOjNagr1,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recsHbplfC5uAsOFt,,CK090-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Verify you're current on mammography screening if you're over 50 or under 50 with elevated risk (family history, BRCA). Annual mammograms help detect breast cancer early.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,Core Care,,rec77NmsIIW66qoHg,RT001,recKFvqs6chl75esq,Mammogram Screening Over 50,rec5k4qj3T8SPVTI2,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recDgp0HiSeFsuoXI,,CK091-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Check if you're up to date on supplemental annual breast MRI if you're at very high risk due to BRCA mutation, prior radiation, or strong family history.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,Core Care,,recuVujFSHmDeJ3BG,RT001,recKFvqs6chl75esq,Breast MRI for Very High Risk,rec78l8tMeHxVQibM,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recpScErRzuNI1Lix,,CK092-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Verify your cervical cancer screening compliance with HPV test (every 5 years) or PAP test (every 3 years) based on age and history, following ACOG guidelines.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,Core Care,,rec6NwTofHBGmZInJ,RT001,recKFvqs6chl75esq,Cervical Cancer Screening Current,recvl8UuJgKIngkOf,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recJI48VG8mBogMp7,,CK093-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Check whether you've had PSA testing within the last 3 years if you're a man over 50 at average risk for prostate cancer. Less frequent testing is appropriate for average risk.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,Core Care,,recXR6RzvDkkHzi2E,RT001,recKFvqs6chl75esq,PSA Test for Average Risk Men,recRpixGBWGUwkN7B,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
rec6dwdbSxhUqsTx9,,CK094-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Verify your PSA testing status if you're at increased risk due to African American ancestry or family history. High-risk men typically need annual PSA testing.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,Core Care,,recqTL66V1gh2SjeK,RT001,recKFvqs6chl75esq,PSA Test for High Risk Men,recxdHdNneF2qdfCI,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recZvlcoaCM5NhdGc,,CK095-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Assess your bedroom setup for optimal sleep conditions. Consider temperature (60-67°F), darkness level, and sound control. A good sleep environment supports quality rest and recovery.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,,,,RT001,recKFvqs6chl75esq,Rate Your Sleep Environment,rec3W7SRo87kFQF0L,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
