record_id,age_high,age_low,category,created,created_by,cycle_stage,directionality,format,frontend_display_specific,gender,id,label,last_modified,last_modified_by,marker_name,menopausal_status,name_backend,operator,range_high_backend,range_high_frontend,range_low,range_low_frontend,range_name,range_name_backend,range_score,unique_condition,units,units_vfinal
recFvbuUJa8dzSKMl,150,0,recnkVBnbVHXGYAZG,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,Integer,10 - 24,Male,optimal_ggt_male,"Nutrition, Stress",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec0mt0T6zXGg2XeQ,,ggt,<>,24.99,24,10,10,Optimal,optimal,10,,rec3qTW4HF20wokjR,recDvrGFMMZhXfFpI
rec4ZOVdK62oPYK94,150,0,recnkVBnbVHXGYAZG,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,Integer,100 - 300,Female,very_high_ggt_female,"Nutrition, Stress",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec0mt0T6zXGg2XeQ,,ggt,<>,300,300,100,100,Very High,very_high,0,,rec3qTW4HF20wokjR,recDvrGFMMZhXfFpI
recQMLkhS26P7JO7B,150,0,recnkVBnbVHXGYAZG,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,Integer,70 - 99,Female,high_ggt_female,"Nutrition, Stress",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec0mt0T6zXGg2XeQ,,ggt,<>,99.99,99,70,70,High,high,linear:2.625-0,,rec3qTW4HF20wokjR,recDvrGFMMZhXfFpI
recwgfc3mdjmyNTpU,150,0,recnkVBnbVHXGYAZG,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,Integer,50 - 69,Female,moderately_elevated_ggt_female,"Nutrition, Stress",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec0mt0T6zXGg2XeQ,,ggt,<>,69.99,69,50,50,Moderately Elevated,moderately_elevated,linear:5.25-2.625,,rec3qTW4HF20wokjR,recDvrGFMMZhXfFpI
recBlbsys5RctsOUB,150,0,recnkVBnbVHXGYAZG,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,Integer,25 - 49,Female,mildly_elevated_ggt_female,"Nutrition, Stress",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec0mt0T6zXGg2XeQ,,ggt,<>,49.99,49,25,25,Mildly Elevated,mildly_elevated,linear:7-5.25,,rec3qTW4HF20wokjR,recDvrGFMMZhXfFpI
recr8T1s95KYznKcA,150,0,recnkVBnbVHXGYAZG,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,Integer,10 - 24,Female,optimal_ggt_female,"Nutrition, Stress",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec0mt0T6zXGg2XeQ,,ggt,<>,24.99,24,10,10,Optimal,optimal,10,,rec3qTW4HF20wokjR,recDvrGFMMZhXfFpI
recS74cIgkMvN7vNT,150,0,"recURu4vUTINmFeRW, recUXbxRWHq0iYQsr",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,<264,Male,severely_low_testosterone_testosterone_male,"Stress, Sleep, Movement",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recL8dpnjNSzBJp2L,,testosterone,<,263.99,264,0,,Severely Low Testosterone,severely_low_testosterone,0,,receuFZd6J4acZ99a,recp96k7h85MtaNR1
recpOrydNUSymDkF6,150,0,"recURu4vUTINmFeRW, recUXbxRWHq0iYQsr",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,264 - 299,Male,borderline_low_testosterone_male,"Stress, Sleep, Movement",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recL8dpnjNSzBJp2L,,testosterone,<>,299.99,299,264,264,Borderline Low,borderline_low,linear:0-3.5,,receuFZd6J4acZ99a,recp96k7h85MtaNR1
recwvwjWmnetZAXek,150,0,"recURu4vUTINmFeRW, recUXbxRWHq0iYQsr",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,300 - 399,Male,in-range_(low)_testosterone_male,"Stress, Sleep, Movement",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recL8dpnjNSzBJp2L,,testosterone,<>,399.99,399,300,300,In-Range (Low),in-range_(low),linear:3.5-7,,receuFZd6J4acZ99a,recp96k7h85MtaNR1
rec3yLBCoMpMHQENb,150,0,"recURu4vUTINmFeRW, recUXbxRWHq0iYQsr",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,400 - 799,Male,optimal_testosterone_male,"Stress, Sleep, Movement",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recL8dpnjNSzBJp2L,,testosterone,<>,799.99,799,400,400,Optimal,optimal,10,,receuFZd6J4acZ99a,recp96k7h85MtaNR1
recigPLLTa2i8LQqP,150,0,"recURu4vUTINmFeRW, recUXbxRWHq0iYQsr",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,800 - 899,Male,in-range_(high)_testosterone_male,"Stress, Sleep, Movement",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recL8dpnjNSzBJp2L,,testosterone,<>,899.99,899,800,800,In-Range (High),in-range_(high),linear:7-3.5,,receuFZd6J4acZ99a,recp96k7h85MtaNR1
reclCLtfyc8wiIovS,150,0,"recURu4vUTINmFeRW, recUXbxRWHq0iYQsr",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,900 - 1000,Male,borderline_high_testosterone_male,"Stress, Sleep, Movement",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recL8dpnjNSzBJp2L,,testosterone,<>,999.99,1000,900,900,Borderline High,borderline_high,linear:3.5-0,,receuFZd6J4acZ99a,recp96k7h85MtaNR1
recdMne2lbMbwIAvg,150,0,"recURu4vUTINmFeRW, recUXbxRWHq0iYQsr",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,>1000,Male,excessively_high_testosterone_male,"Stress, Sleep, Movement",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recL8dpnjNSzBJp2L,,testosterone,>,3000,,1000,1000,Excessively High,excessively_high,0,,receuFZd6J4acZ99a,recp96k7h85MtaNR1
recNWdTREzQeFNf6p,150,0,"recURu4vUTINmFeRW, recUXbxRWHq0iYQsr",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,<6,Female,severely_low_testosterone_female,"Stress, Sleep, Movement",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recL8dpnjNSzBJp2L,,testosterone,<,5.99,6,0,,Severely Low,severely_low,0,,receuFZd6J4acZ99a,recp96k7h85MtaNR1
recMQrw0g22NWu9ar,150,0,"recURu4vUTINmFeRW, recUXbxRWHq0iYQsr",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,6 - 9,Female,borderline_low_testosterone_female,"Stress, Sleep, Movement",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recL8dpnjNSzBJp2L,,testosterone,<>,9.99,9,6,6,Borderline Low,borderline_low,linear:0-7,,receuFZd6J4acZ99a,recp96k7h85MtaNR1
recrWCPnneHd9Xsps,150,0,"recURu4vUTINmFeRW, recUXbxRWHq0iYQsr",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,15 - 49,Female,optimal_testosterone_female,"Stress, Sleep, Movement",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recL8dpnjNSzBJp2L,,testosterone,<>,49.99,49,15,15,Optimal,optimal,10,,receuFZd6J4acZ99a,recp96k7h85MtaNR1
recDTyaLWP4bIyDnS,150,0,"recURu4vUTINmFeRW, recUXbxRWHq0iYQsr",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,50 - 59,Female,in-range_(high)_testosterone_female,"Stress, Sleep, Movement",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recL8dpnjNSzBJp2L,,testosterone,<>,59.99,59,50,50,In-Range (High),in-range_(high),linear:7-3.5,,receuFZd6J4acZ99a,recp96k7h85MtaNR1
rec8qtyrSln7bMfnH,150,0,"recURu4vUTINmFeRW, recUXbxRWHq0iYQsr",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,60 - 70,Female,borderline_high_testosterone_female,"Stress, Sleep, Movement",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recL8dpnjNSzBJp2L,,testosterone,<>,69.99,70,60,60,Borderline High,borderline_high,linear:3.5-0,,receuFZd6J4acZ99a,recp96k7h85MtaNR1
recrkIv1FkLhlBtvT,150,0,"recURu4vUTINmFeRW, recUXbxRWHq0iYQsr",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,>70,Female,excessively_high_testosterone_female,"Stress, Sleep, Movement",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recL8dpnjNSzBJp2L,,testosterone,>,210,,70,70,Excessively High,excessively_high,0,,receuFZd6J4acZ99a,recp96k7h85MtaNR1
recFCuPD3hCqiiyH8,150,0,recURu4vUTINmFeRW,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal,< 2.0 ,Male,critically_low_uric_acid_male,Nutrition,2025-09-24T21:30:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyAXip0DWF9Lp1S,,uric_acid,<,1.99, 2.0 ,0,,Critically Low,critically_low,0,,rec8diZFrQR8ia31V,recDJU7aNl5DcFbwD
recCCBmSuAlMWkaRl,150,0,recURu4vUTINmFeRW,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal, 2.0  - 2.9,Male,low_uric_acid_uric_acid_male,Nutrition,2025-09-24T21:36:52.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyAXip0DWF9Lp1S,,uric_acid,<>,2.99,2.9,2, 2.0 ,Low Uric Acid,low_uric_acid,linear:0-3.5,,rec8diZFrQR8ia31V,recDJU7aNl5DcFbwD
recy7LjkUmOcV6lF5,150,0,recURu4vUTINmFeRW,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal, 3.0  - 3.9,Male,in-range_(low)_uric_acid_male,Nutrition,2025-09-24T21:36:52.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyAXip0DWF9Lp1S,,uric_acid,<>,3.99,3.9,3, 3.0 ,In-Range (Low),in-range_(low),linear:3.5-7,,rec8diZFrQR8ia31V,recDJU7aNl5DcFbwD
rec3ldjeGrRInZ8B2,150,0,recURu4vUTINmFeRW,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal, 4.0  - 4.9,Male,optimal_uric_acid_male,Nutrition,2025-09-24T21:36:52.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyAXip0DWF9Lp1S,,uric_acid,<>,4.99,4.9,4, 4.0 ,Optimal,optimal,10,,rec8diZFrQR8ia31V,recDJU7aNl5DcFbwD
recsV04gn5cnYZasP,150,0,recURu4vUTINmFeRW,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal, 5.0  - 6.4,Male,in-range_(high)_uric_acid_male,Nutrition,2025-09-24T21:36:52.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyAXip0DWF9Lp1S,,uric_acid,<>,6.49,6.4,5, 5.0 ,In-Range (High),in-range_(high),linear:7-3.5,,rec8diZFrQR8ia31V,recDJU7aNl5DcFbwD
reczcyb4lGlkcfdAD,150,0,recURu4vUTINmFeRW,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal, 6.5  -  7.2 ,Male,mild_hyperuricemia_uric_acid_male,Nutrition,2025-09-24T21:30:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyAXip0DWF9Lp1S,,uric_acid,<>,7.19, 7.2 ,6.5, 6.5 ,Mild Hyperuricemia,mild_hyperuricemia,linear:3.5-0,,rec8diZFrQR8ia31V,recDJU7aNl5DcFbwD
recnlrAq8p0hp5HEW,150,0,recURu4vUTINmFeRW,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal,> 7.2 ,Male,severe_hyperuricemia_uric_acid_male,Nutrition,2025-09-24T21:30:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyAXip0DWF9Lp1S,,uric_acid,>,21.6,,7.2, 7.2 ,Severe Hyperuricemia,severe_hyperuricemia,0,,rec8diZFrQR8ia31V,recDJU7aNl5DcFbwD
recOylpsLTj3AMC66,150,0,recURu4vUTINmFeRW,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal,< 1.5 ,Female,critically_low_uric_acid_female,Nutrition,2025-09-24T21:30:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyAXip0DWF9Lp1S,,uric_acid,<,1.49, 1.5 ,0,,Critically Low,critically_low,0,,rec8diZFrQR8ia31V,recDJU7aNl5DcFbwD
recpr17Z6NbZrfDJM,150,0,recURu4vUTINmFeRW,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal, 1.5  - 1.9,Female,low_uric_acid_uric_acid_female,Nutrition,2025-09-24T21:37:01.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyAXip0DWF9Lp1S,,uric_acid,<>,1.99,1.9,1.5, 1.5 ,Low Uric Acid,low_uric_acid,linear:0-3.5,,rec8diZFrQR8ia31V,recDJU7aNl5DcFbwD
recKcmI74kqFRbsJj,150,0,recURu4vUTINmFeRW,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal, 2.0  - 2.9,Female,in-range_(low)_uric_acid_female,Nutrition,2025-09-24T21:37:01.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyAXip0DWF9Lp1S,,uric_acid,<>,2.99,2.9,2, 2.0 ,In-Range (Low),in-range_(low),linear:3.5-7,,rec8diZFrQR8ia31V,recDJU7aNl5DcFbwD
recaBZzJ8pQdbqeiA,150,0,recURu4vUTINmFeRW,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal, 3.0  - 4.4,Female,optimal_uric_acid_female,Nutrition,2025-09-24T21:37:01.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyAXip0DWF9Lp1S,,uric_acid,<>,4.49,4.4,3, 3.0 ,Optimal,optimal,10,,rec8diZFrQR8ia31V,recDJU7aNl5DcFbwD
recBa0PECMdCFYrcc,150,0,recURu4vUTINmFeRW,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal, 4.5  - 5.4,Female,in-range_(high)_uric_acid_female,Nutrition,2025-09-24T21:37:01.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyAXip0DWF9Lp1S,,uric_acid,<>,5.49,5.4,4.5, 4.5 ,In-Range (High),in-range_(high),linear:7-3.5,,rec8diZFrQR8ia31V,recDJU7aNl5DcFbwD
receOKnWyWG9z28zx,150,0,recURu4vUTINmFeRW,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal, 5.5  -  6.0 ,Female,mild_hyperuricemia_uric_acid_female,Nutrition,2025-09-24T21:30:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyAXip0DWF9Lp1S,,uric_acid,<>,5.99, 6.0 ,5.5, 5.5 ,Mild Hyperuricemia,mild_hyperuricemia,linear:3.5-0,,rec8diZFrQR8ia31V,recDJU7aNl5DcFbwD
recC5JPEHmysI4bCS,150,0,recURu4vUTINmFeRW,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal,> 6.0 ,Female,severe_hyperuricemia_uric_acid_female,Nutrition,2025-09-24T21:30:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recyAXip0DWF9Lp1S,,uric_acid,>,18,,6, 6.0 ,Severe Hyperuricemia,severe_hyperuricemia,0,,rec8diZFrQR8ia31V,recDJU7aNl5DcFbwD
recyVZcgg3ah2Fdyz,150,0,"recURu4vUTINmFeRW, recwKMzDmYVcEroSn, recnkVBnbVHXGYAZG",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,<20,All,critically_low_alp,Nutrition,2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recsIZzvXU1VCDEpy,,alp,<,19.99,20,0,,Critically Low,critically_low,0,,rec3qTW4HF20wokjR,recDvrGFMMZhXfFpI
recBAeIDEXTTwdORd,150,0,"recURu4vUTINmFeRW, recwKMzDmYVcEroSn, recnkVBnbVHXGYAZG",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,20 - 39,All,suboptimal_low_alp,Nutrition,2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recsIZzvXU1VCDEpy,,alp,<>,39.99,39,20,20,Suboptimal Low,suboptimal_low,linear:0-7,,rec3qTW4HF20wokjR,recDvrGFMMZhXfFpI
recZ7o7om9pCu9wRw,150,0,"recURu4vUTINmFeRW, recwKMzDmYVcEroSn, recnkVBnbVHXGYAZG",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,40 - 89,All,optimal_alp,Nutrition,2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recsIZzvXU1VCDEpy,,alp,<>,89.99,89,40,40,Optimal,optimal,10,,rec3qTW4HF20wokjR,recDvrGFMMZhXfFpI
recnCCcFWPAWZXNTm,150,0,"recURu4vUTINmFeRW, recwKMzDmYVcEroSn, recnkVBnbVHXGYAZG",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,90 - 119,All,mildly_elevated_alp,Nutrition,2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recsIZzvXU1VCDEpy,,alp,<>,119.99,119,90,90,Mildly Elevated,mildly_elevated,linear:7-5.25,,rec3qTW4HF20wokjR,recDvrGFMMZhXfFpI
recymXZ4Ky40l8aiJ,150,0,"recURu4vUTINmFeRW, recwKMzDmYVcEroSn, recnkVBnbVHXGYAZG",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,120 - 149,All,moderately_elevated_alp,Nutrition,2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recsIZzvXU1VCDEpy,,alp,<>,149.99,149,120,120,Moderately Elevated,moderately_elevated,linear:5.25-2.625,,rec3qTW4HF20wokjR,recDvrGFMMZhXfFpI
recL7DM4nmHG4x5XO,150,0,"recURu4vUTINmFeRW, recwKMzDmYVcEroSn, recnkVBnbVHXGYAZG",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,150 - 180,All,high_alp,Nutrition,2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recsIZzvXU1VCDEpy,,alp,<>,179.99,180,150,150,High,high,linear:2.625-0,,rec3qTW4HF20wokjR,recDvrGFMMZhXfFpI
recd8r3zsqtzyJOVj,150,0,"recURu4vUTINmFeRW, recwKMzDmYVcEroSn, recnkVBnbVHXGYAZG",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,>180,All,critically_high_alp,Nutrition,2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recsIZzvXU1VCDEpy,,alp,>,540,,180,180,Critically High,critically_high,0,,rec3qTW4HF20wokjR,recDvrGFMMZhXfFpI
