record_id,category,created,created_by,description,healthkit_identifier,last_modified,last_modified_by,object,subcategory,tracked_metrics,units_primary
recWSe1TL4BaiRzyX,recO06YypbEtNDxRH,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample type that records the use of contraceptives.,static let contraceptive: HKCategoryTypeIdentifier,2025-06-07T19:57:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Contraceptive,reco7vDxyW7HTeaiy,,
reclZJGX8sg2Vk0ln,recO06YypbEtNDxRH,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category type that records pregnancy.,static let pregnancy: HKCategoryTypeIdentifier,2025-06-07T19:57:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Pregnancy,recA7pA1OgYtuHjYq,,
recquMfCxdNuE2GU6,recO06YypbEtNDxRH,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category type that represents the results from a home pregnancy test.,static let pregnancyTestResult: HKCategoryTypeIdentifier,2025-06-07T19:57:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Pregnancy Test Result,recA7pA1OgYtuHjYq,,
recRzDjncYFhh9glI,recO06YypbEtNDxRH,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category type that records lactation.,static let lactation: HKCategoryTypeIdentifier,2025-06-07T19:57:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Lactation,recxIhEazZSP3f23v,,
recK4yPElOebDftJ1,recGcOG5snrQx61Zm,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures audio exposure to sounds in the environment.,static let environmentalAudioExposure: HKQuantityTypeIdentifier,2025-06-07T21:22:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Environmental Audio Exposure,recP92fQHYWH9Pfdh,,recL9IqBHQHjvrrD3
recYKZ4b4AaGopAXt,recGcOG5snrQx61Zm,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures audio exposure from headphones.,static let headphoneAudioExposure: HKQuantityTypeIdentifier,2025-06-07T21:22:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Headphone Audio Exposure,recxhMulabNUchhTK,,recL9IqBHQHjvrrD3
recMyrVFWauOWEEmG,recGcOG5snrQx61Zm,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample type that records exposure to potentially damaging sounds from the environment.,static let environmentalAudioExposureEvent: HKCategoryTypeIdentifier,2025-06-07T21:22:10.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Environmental Audio Exposure Event,recP92fQHYWH9Pfdh,,recL9IqBHQHjvrrD3
recqOcoQHDXDWUlmR,recGcOG5snrQx61Zm,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample type that records exposure to potentially damaging sounds from headphones.,static let headphoneAudioExposureEvent: HKCategoryTypeIdentifier,2025-06-07T21:22:11.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Headphone Audio Exposure Event,recxhMulabNUchhTK,,recL9IqBHQHjvrrD3
recgikISXJC47kuhR,recGcOG5snrQx61Zm,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample type for audio exposure events. (Deprecated),static let audioExposureEvent: HKCategoryTypeIdentifier,2025-06-07T21:19:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Audio Exposure Event,recrxnCDJsmjh2Ukv,,
reccHAHft4JmcBw0C,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the user’s heart rate.,static let heartRate: HKQuantityTypeIdentifier,2025-09-15T15:46:33.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Heart Rate,recZO4fCiocrvFBbz,"recV6TvniDSNrmCPt, recjgSgnrdLSBJBZe, recl2iT9ZsTmqtIV6",recYXpdHEr2ssGfnV
rec3nK7KKFVWhpnR3,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample type for low heart rate events.,static let lowHeartRateEvent: HKCategoryTypeIdentifier,2025-06-07T21:22:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Low Heart Rate Event,recZO4fCiocrvFBbz,,recL9IqBHQHjvrrD3
recKqRJ0J1p4KfplZ,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample type for high heart rate events.,static let highHeartRateEvent: HKCategoryTypeIdentifier,2025-06-07T21:22:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",High Heart Rate Event,recZO4fCiocrvFBbz,,recL9IqBHQHjvrrD3
recFVZ4bFN9vMqZax,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A category sample type for irregular heart rhythm events.,static let irregularHeartRhythmEvent: HKCategoryTypeIdentifier,2025-06-07T21:22:16.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Irregular Heart Rhythm Event,reca6ep50nUdBF21L,,recL9IqBHQHjvrrD3
recXBRZ9iazTCB9mU,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the user’s resting heart rate.,static let restingHeartRate: HKQuantityTypeIdentifier,2025-06-07T20:50:34.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Resting Heart Rate,recZO4fCiocrvFBbz,,recYXpdHEr2ssGfnV
recdbbYXXatK4c15r,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the standard deviation of heartbeat intervals.,static let heartRateVariabilitySDNN: HKQuantityTypeIdentifier,2025-06-11T21:40:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Heart Rate Variability SDNN,rechZrTChr7QaGthF,recBp4p7hx3cGOZFS,
recWd41wJlZbsItYV,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample that records the reduction in heart rate 1 minute post-exercise.,static let heartRateRecoveryOneMinute: HKQuantityTypeIdentifier,2025-06-07T19:57:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Heart Rate Recovery (1 Minute),rec51naeg2Xx3e3ap,,
recyMas9UfnhGAS1n,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity type that estimates percentage of time user's heart shows signs of AFib.,static let atrialFibrillationBurden: HKQuantityTypeIdentifier,2025-06-07T21:19:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Atrial Fibrillation Burden,reca6ep50nUdBF21L,,
recigAqNy8lodlsz6,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the user’s heart rate while walking.,static let walkingHeartRateAverage: HKQuantityTypeIdentifier,2025-06-07T21:19:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Walking Heart Rate Average,recZO4fCiocrvFBbz,,
recEVSsmhY75LCfnF,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A series sample containing heartbeat data.,let HKDataTypeIdentifierHeartbeatSeries: String,2025-06-07T19:57:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Heartbeat Series,recZO4fCiocrvFBbz,,
recTAHsGodj3U8fHs,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A type that identifies samples containing electrocardiogram data.,class HKElectrocardiogramType,2025-06-07T19:57:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Electrocardiogram,rec2Na3rLzUVfD13m,,
rec3gKMGSPnWvjQfe,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the user’s oxygen saturation.,static let oxygenSaturation: HKQuantityTypeIdentifier,2025-06-07T21:19:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Oxygen Saturation,reck43LCGWJ9wCP3k,,
reclhdLSNMyFYBuiG,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the user’s body temperature.,static let bodyTemperature: HKQuantityTypeIdentifier,2025-06-07T20:52:05.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Body Temperature,recpkTWdPhuy0Ginn,,recpPF7GBM8oVdBBs
rec3iTy12cKbuZvbx,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A correlation sample that combines systolic and diastolic blood pressure.,static let bloodPressure: HKCorrelationTypeIdentifier,2025-06-07T19:57:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Blood Pressure,recBCzvdLVcy3e2Bc,,
recJp45RiN7mxNDRy,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the user’s systolic blood pressure.,static let bloodPressureSystolic: HKQuantityTypeIdentifier,2025-06-07T20:52:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Blood Pressure – Systolic,recBCzvdLVcy3e2Bc,,recoOmR51iqiHHr90
recttR50MiZX8h1x0,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the user’s diastolic blood pressure.,static let bloodPressureDiastolic: HKQuantityTypeIdentifier,2025-06-07T20:52:21.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Blood Pressure – Diastolic,recBCzvdLVcy3e2Bc,,recoOmR51iqiHHr90
recCp5Ne5qAIa0fA6,recjW7TqIvoN9BqeG,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the user’s respiratory rate.,static let respiratoryRate: HKQuantityTypeIdentifier,2025-06-07T20:52:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Respiratory Rate,recTa5Q0TR1vt8AH8,,recSP80A9Nv7gMc6S
recbwqFtNci19lvIG,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",The type of food that the HealthKit object represents.,let HKMetadataKeyFoodType: String,2025-09-15T15:42:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Food Type (metadata),recHH9GocefZ9kdJT,,
recgnDWuxxKErYlO7,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of energy consumed.,static let dietaryEnergyConsumed: HKQuantityTypeIdentifier,2025-06-07T21:22:38.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Energy Consumed,recoKUJ0prdvOhhh8,,recanDYikTx5CjDwp
recAf2UpbCSxrLdL4,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of carbohydrates consumed.,static let dietaryCarbohydrates: HKQuantityTypeIdentifier,2025-06-07T21:22:42.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Carbohydrates,recoKUJ0prdvOhhh8,,recIdT9Afqs7pmbUZ
recD7Yr9PATJPpM3c,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of fiber consumed.,static let dietaryFiber: HKQuantityTypeIdentifier,2025-09-15T15:43:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Fiber,recoKUJ0prdvOhhh8,recgyE3iWXP2ccYEx,recIdT9Afqs7pmbUZ
rec168KRoYYSbGpnf,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of sugar consumed.,static let dietarySugar: HKQuantityTypeIdentifier,2025-09-15T15:43:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Sugar,recoKUJ0prdvOhhh8,recGPPDd5i4uun3oa,recIdT9Afqs7pmbUZ
recNoxkIaUsGH8XZ0,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the total amount of fat consumed.,static let dietaryFatTotal: HKQuantityTypeIdentifier,2025-09-15T15:43:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Fat (Total),recoKUJ0prdvOhhh8,recKArUE41uHphWb9,recIdT9Afqs7pmbUZ
recP4mYviD1JQCyHQ,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of monounsaturated fat consumed.,static let dietaryFatMonounsaturated: HKQuantityTypeIdentifier,2025-09-15T15:43:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Fat (Monounsaturated),recoKUJ0prdvOhhh8,recKArUE41uHphWb9,recIdT9Afqs7pmbUZ
recT5JKXR7m7U994X,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of polyunsaturated fat consumed.,static let dietaryFatPolyunsaturated: HKQuantityTypeIdentifier,2025-09-15T15:43:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Fat (Polyunsaturated),recoKUJ0prdvOhhh8,recKArUE41uHphWb9,recIdT9Afqs7pmbUZ
recojsOkioQgNKdmq,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of saturated fat consumed.,static let dietaryFatSaturated: HKQuantityTypeIdentifier,2025-09-15T15:43:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Fat (Saturated),recoKUJ0prdvOhhh8,recKArUE41uHphWb9,recIdT9Afqs7pmbUZ
recJKiOIi00raDg2b,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of cholesterol consumed.,static let dietaryCholesterol: HKQuantityTypeIdentifier,2025-06-07T21:23:01.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Cholesterol,recoKUJ0prdvOhhh8,,recZhDpt9Z7TwlPV0
recY2ytuqyMP6fRY9,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of protein consumed.,static let dietaryProtein: HKQuantityTypeIdentifier,2025-09-15T15:43:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Protein,recoKUJ0prdvOhhh8,recfE9BcGPHq9cPDZ,recIdT9Afqs7pmbUZ
recR9w4aSTjn4AVMN,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of vitamin A consumed.,static let dietaryVitaminA: HKQuantityTypeIdentifier,2025-06-07T21:23:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Vitamin A,rec6c6i2FFeMpmwG1,,receOcszgoTQSFjlF
recEkaIe5soPE2KHT,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of thiamin (vitamin B1) consumed.,static let dietaryThiamin: HKQuantityTypeIdentifier,2025-06-07T21:23:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Thiamin (B1),rec6c6i2FFeMpmwG1,,recZhDpt9Z7TwlPV0
recRhWTqtjMmiJZjn,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of riboflavin (vitamin B2) consumed.,static let dietaryRiboflavin: HKQuantityTypeIdentifier,2025-06-07T21:23:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Riboflavin (B2),rec6c6i2FFeMpmwG1,,recZhDpt9Z7TwlPV0
recRPoE01Jwl9xEKo,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of niacin (vitamin B3) consumed.,static let dietaryNiacin: HKQuantityTypeIdentifier,2025-06-07T21:23:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Niacin (B3),rec6c6i2FFeMpmwG1,,recZhDpt9Z7TwlPV0
rec9KxaRtHIBaiNAq,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of pantothenic acid (vitamin B5) consumed.,static let dietaryPantothenicAcid: HKQuantityTypeIdentifier,2025-06-07T21:23:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Pantothenic Acid (B5),rec6c6i2FFeMpmwG1,,recZhDpt9Z7TwlPV0
recF34r3zMrQI2njF,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of pyridoxine (vitamin B6) consumed.,static let dietaryVitaminB6: HKQuantityTypeIdentifier,2025-06-07T21:23:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Vitamin B6,rec6c6i2FFeMpmwG1,,recZhDpt9Z7TwlPV0
recoSyuEumcrqQfFS,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of biotin (vitamin B7) consumed.,static let dietaryBiotin: HKQuantityTypeIdentifier,2025-06-07T21:23:55.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Biotin (B7),rec6c6i2FFeMpmwG1,,receOcszgoTQSFjlF
recwttnGd9l4UvJok,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of cyanocobalamin (vitamin B12) consumed.,static let dietaryVitaminB12: HKQuantityTypeIdentifier,2025-06-07T21:24:00.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Vitamin B12,rec6c6i2FFeMpmwG1,,receOcszgoTQSFjlF
recAw57CA3fMI2LYb,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of vitamin C consumed.,static let dietaryVitaminC: HKQuantityTypeIdentifier,2025-06-07T21:24:05.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Vitamin C,rec6c6i2FFeMpmwG1,,recZhDpt9Z7TwlPV0
recZoW1j2oJfMS9Pn,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of vitamin D consumed.,static let dietaryVitaminD: HKQuantityTypeIdentifier,2025-06-07T21:24:11.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Vitamin D,rec6c6i2FFeMpmwG1,,receOcszgoTQSFjlF
recYWMkHNS38yxT04,recIcBWXi8tXi8GSE,2025-06-07T19:45:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",A quantity sample type that measures the amount of vitamin E consumed.,static let dietaryVitaminE: HKQuantityTypeIdentifier,2025-06-07T21:24:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Dietary Vitamin E,rec6c6i2FFeMpmwG1,,recZhDpt9Z7TwlPV0
