record_id,baseline_consistency,binary_threshold,calculated_metrics_map,categorical_filter_threshold,completion_based,composite_weighted,constrained_weekly_allowance,created,created_by,data_entry_type,description,healthkit_data_type,healthkit_equivalent,identifier,intake_metrics_map,last_modified_by,last_modified_time,minimum_frequency,name,proportional,proportional_frequency_hybrid,sleep_composite,sleep_composite_metric_2,source_options,time_fields_entry,ui_display_from_units,units,validation_schema,weekend_variance,weekly_elimination
rec92qNjhMWzybyB9,,,recC6Eldv9OLdivqf,,,,,2025-09-12T15:17:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",quantity,Grams of added sugar consumed in each instance,quantity,HKQuantityTypeIdentifierDietarySugar,added_sugar_consumed,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:04.000Z,,Added Sugar Consumed,,,,,,recQUkAvCWmbG4NmB,Grams,recBuF3n8IQ2v0Io8,"{""range"": {""min"": 0, ""max"": 50}}",,
recaCw0rYWB00Tb0A,,"recVWQpPRsivde14W, recAJRsUVlvIM7se8","recNzOe2650EhKLI6, recUCwywKgmppMKhV, recHu8HXEQmRbKRf3, recLK67nO62yaipFo",,,,,2025-09-12T15:31:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",quantity,Serving of added sugar consumed,wellpath,,added_sugar_serving,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:04.000Z,,Added Sugar Serving,,,,,,recQUkAvCWmbG4NmB,Servings,recZBMdCzE5sRxqOQ,"{""range"": {""min"": 0.5, ""max"": 10}}",,recF34tZcCD7NlJjb
rec33hAbT2CCCkxB4,,"recgZaTOL3Upmmo2Z, recVuy9XnFlmZ0f1d","rec5IeICLAinb5el7, recEs3iBq3EP4d3yM",,,,,2025-09-12T15:21:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",quantity,Milligrams of caffeine consumed in each instance,quantity,HKQuantityTypeIdentifierDietaryCaffeine,caffeine_consumed,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T20:55:08.000Z,"recaVsF3EDH8sQey3, recV2rj0dy2ReX9iy, recmBxmLeAu65RLBx, rec2bctnSMa0OpN5W",Caffeine Consumed,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""range"": {""min"": 10, ""max"": 400}}",,
recqYBPNLursRtRjA,,,recyZW0w8vSxqW6xb,"recSoGqWD0C7TbGye, recoYnbwseP0P1Rjw, rece0elPTYxLezo2W",,,,2025-09-12T15:23:05.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",category_select,Type of caffeine consumed,wellpath,,caffeine_source,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:04.000Z,,Caffeine Source,,,,,"recEwEXMuP4pbLFUR, recDwnhwptm8rOlM7, rec9iHRzM5w4kmcFb, recGIkl68qxurKDAh, rec8WwA5heLfUNNNz, reckEcnAigDz32NLP, recSERNkjrfQni1GL",recQUkAvCWmbG4NmB,Sources,recLchvv5oHiyA236,"{""values"": [""coffee"", ""tea"", ""soda"", ""energy_drink"", ""pre_workout"", ""chocolate"", ""supplements""]}",,
rec7CnfAEp6i9w5fV,,,recTH7DLHsLEv8CHC,,,,,2025-09-12T15:14:47.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",quantity,Amount of water consumed in each instance,quantity,HKQuantityTypeIdentifierDietaryWater,water_consumed,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:04.000Z,,Water Consumed,rec7AEVBeBGugiyH5,"recO7gCaWVA29CNoC, recD8qYZqk7Lbov1J",,,,recQUkAvCWmbG4NmB,Milliliters,recGT13BPJatoGqa3,"{""range"": {""min"": 50, ""max"": 1000}}",,
reciBtcIb0Nj7Y56B,,,recJorm0wDvhBQS9d,,,,,2025-09-12T15:14:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",quantity,Individual step recorded by device,quantity,HKQuantityTypeIdentifierStepCount,step_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:53:45.000Z,,Step Taken,recT8ryhYaS7rE6an,"recngUtpy1kM58daL, recAn5xXbkedSGiN0",,,,recQUkAvCWmbG4NmB,Steps,recvQXh05luE2zRW4,"{""range"": {""min"": 1, ""max"": 1}}",,
recWctXUxSNalVoS2,,,"recdMrsqBFfup2dOC, recaVayIeSXf4BpyD",,,,,2025-09-12T15:14:24.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual strength training workout session start time,workout,,strength_session_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:30:54.000Z,,Strength Training Session Start Time,"rechESp8KXeuUj1py, recEpdgAA93YGWgJY, rec3Kh3FT9KBK1PiT, recPWXLoNH9Ov6ESX, recDgSXfugOITmd5p, recPF6YkniPMVf6sw",,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
reck0R6RIzd2fFZg6,,,recaVayIeSXf4BpyD,,,,,2025-09-26T00:42:11.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual strength training workout session end time,workout,,strength_session_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:30:54.000Z,,Strength Training Session End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
recDYU7Wvc26S0Wd1,,,"recLIzZxrjsb2vgI0, recEC5TJNKMV5KA5p",,,,,2025-09-12T15:16:37.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,High-intensity interval training session start time,workout,,hiit_session_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:30:54.000Z,"rec1K7Rlezktoo7Dn, recivETdV2ZSVUL7p, recdt7rI1OT6WxFa1",HIIT Session Start Time,"recry1uEY8VeQW0b0, recnMV3GGJvhBBSSy, rec03AHCPIPzhNXvZ",,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
rechjXMe6voUasNyi,,,recEC5TJNKMV5KA5p,,,,,2025-09-26T00:42:14.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,High-intensity interval training session end time,workout,,hiit_session_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:30:54.000Z,,HIIT Session End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
recEgGgnWikfgJQCK,,,"rec5LsIPpAzVqoWu9, recCPLy7pF7RskXm2",,,,,2025-09-12T15:16:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual mobility or flexibility session start time,workout,,mobility_session_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:30:54.000Z,"rec6cgHlAPuaNoGdI, recZzgHgGklSyEoX7, recH37zGzfKGU7ZgJ",Mobility Session Start Time,"recNh33yY9p2JEJKe, reciM8ubVPJOxPi4Q, recHViXe0o6zCFO1X",,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
recoJXgGewn22TdYN,,,recCPLy7pF7RskXm2,,,,,2025-09-26T00:42:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual mobility or flexibility session end time,workout,,mobility_session_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:30:54.000Z,,Mobility Session End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
recr27cK81GMzEumi,,,"rec9UyPB9IH6JVY1S, recAVA9EfYheG3Lrr, recLBl1dddNWZH9rS, recZO2jCVHI2wG1kV, recMKXJdq99o40g1C, recCXbDWWfDun1mtM",,,"rec0Z7xfFrt3pFS3O, recw9wMrHuZm3xyAG",,2025-09-12T15:16:46.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Brief bout of physical activity start time,wellpath,,exercise_snack_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T16:10:39.000Z,,Exercise Snack Start Time,recvCbyddc3IcInc1,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
recsabXir2iLVANgq,,,recCXbDWWfDun1mtM,,,,,2025-09-26T00:42:16.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Brief bout of physical activity end time,wellpath,,exercise_snack_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T16:10:42.000Z,,Exercise Snack End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
rec0rZ7bwDGvhJLxh,,,"recV15gLGNvPjCjXz, rec0023SpErq3vuHH",,,,,2025-09-12T15:27:59.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Zone 2 cardiovascular training session start time,wellpath,,zone2_cardio_session_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:30:54.000Z,,Zone 2 Cardio Session Start Time,"recMA6JSnilQv51aQ, rectulJb2KjvyTb6d, recbqMtkEVwVia4eJ, recP0nDW6Lwbp4zcB, reciZamJf9rMjRPGN, recW4dQJuQ8Ll6IBl",,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
recWsjQ3epvg7G96Z,,,rec0023SpErq3vuHH,,,,,2025-09-26T00:42:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Zone 2 cardiovascular training session end time,wellpath,,zone2_cardio_session_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:30:54.000Z,,Zone 2 Cardio Session End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
reccKaclsbPfWXXMt,,,"recwzQVaHdpJnCmDs, recvcfe7uiuqIDjKi",,,,,2025-09-12T15:30:00.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",quantity,Calories consumed or burned,quantity,HKQuantityTypeIdentifierActiveEnergyBurned,calories,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:04.000Z,,Calories,,,,,,recQUkAvCWmbG4NmB,Calories,rec8ydSt4pibMDeRD,"{""range"": {""min"": 1, ""max"": 5000}}",,
recHnDnSi0HlAkaHC,,,"recYK1q7YWBttAaaL, rec8TVXTnyeYPcukh, rec4aHf62ykJfJlw9, reckgVaoYaTigGhS1",,,,,2025-09-12T15:34:10.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Time spent in active movement start time,quantity,HKQuantityTypeIdentifierAppleExerciseTime,active_time_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:48:51.000Z,,Active Time Start Time,"recLdJBzEKaotGSXO, reco6lcsASIJDvVVR, recmXLDC3zHqE5CNY, recl7hAIzVX7LWcBU, recs3l1M08S2QIaVw, recVjXMo2ZdG8BqTE, recLx7FKByTP711Tr","recYmKNkyeZA3IVUq, recnPbyXaRkqpgvRx",,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 720}}",,
recgUEyHGhdCCZM4L,,,rec4aHf62ykJfJlw9,,,,,2025-09-26T02:28:11.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Time spent in active movement end time,,,active_time_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:43:33.000Z,,Active Time End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,,,
rec4CBUv9ozkrYKte,,,"reckVhKTK5gJaX3ux, recAyaqCbBnRzB6iG",,,,,2025-09-12T15:34:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Time spent in sedentary activities start time,wellpath,,sedentary_time_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:43:48.000Z,recdbCLNvRQ5OIllG,Sedentary Time Start Time,,"rec3YBRt22EoLvbtX, recmmZ7UcToBfgVNQ",,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1440}}",,
rec66K8DbLitfQcJ6,,,recAyaqCbBnRzB6iG,,,,,2025-09-26T02:28:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Time spent in sedentary activities end time,,,sedentary_time_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:43:48.000Z,,Sedentary Time End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,,,
receglemHR2txoSXY,,,recxn1733dm1R50gf,,,,,2025-09-12T15:22:54.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Whether sleep routine was followed,wellpath,,sleep_routine_adherence,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:04.000Z,,Sleep Routine Adherence,,,,,,recQUkAvCWmbG4NmB,Count,recUsyv8C6CRDGvps,"{""values"": [""followed"", ""skipped""]}",,
recvG4IX68oStyrs7,,,rec8dtmC937ACy6fU,,,,,2025-09-12T15:25:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rating,Sleep environment quality rating,wellpath,,sleep_environment_score,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:04.000Z,,Sleep Environment Score,,,,,,recQUkAvCWmbG4NmB,Scale (1-5),recNogof0xDKxGPOr,"{""values"": [1, 2, 3, 4, 5]}",,
rec3aaVy0dCKmrdxX,"rec3NLVeTmuSG2Y6H, recCdESJb22AynOIj",,"recNyjVFxPUtmKTSf, recnKn6LYQ4EU4s3k, recOb7Wmk2eWh8YNl, rec3QVJMUpMyOeFPK, recB53h7qRC5EuLn1, recHHxATYu7JAyb0x, rec42MxeJM9MES7ug, recnvkyseBO820wgy, rechBpq61GFZyiRsy, recZhKXtGSQqdm7Z7",,,,,2025-09-12T15:34:59.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Total sleep duration in minutes,category,HKCategoryTypeIdentifierSleepAnalysis,sleep_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-09T21:34:46.000Z,"recBXlawzmeL7MIPh, reczcxHbAiU1A9cGQ, recdhR7C7JjKSf2p7, rec8tHQvChqhDAxNv, recV0EXf6ENNU7on5, receJx5zPurbEpftQ, recK9TwkkwAfV2U2V, recGrTXZyblf4izHZ, recQeP4vbmigXYEom, recIq253dysCznjsw, recrbelP1H2NF0mHr, recmMj52N2pBuyLba, recZWBMurnczhPE41, rec9I85lNAdesXqtS, rec2rWC5a6TvkvodL",Sleep Time,,,recRscVZwiKZuzGvF,"recfSdSNEnIfqsy26, recAsn9VgdueQ7hk1",,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 60, ""max"": 720}}",recJqwu60BiAQ7NXC,
reclIACOAoPgkxf1c,,,recHR608YlFVn11tf,,recsWuS6ZcRkjbaYe,,,2025-09-12T15:20:47.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Date of most recent dental cleaning/exam,wellpath,,dental_screening_date,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T23:07:28.000Z,,Last Dental Exam Date,,,,,,rec1YWXt84b8K9d7v,MM/DD/YYYY,rec1YWXt84b8K9d7v,"{""input_type"": ""date"", ""max_age_years"": 20}",,
rec7M0BSOQF0Fzboh,,,recIT4ThuaKu4YE2j,,rechyyS1CM3DMCDjM,,,2025-09-12T15:21:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Date of most recent annual physical examination,wellpath,,physical_exam_date,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T23:07:32.000Z,,Last Physical Exam Date,,,,,,rec1YWXt84b8K9d7v,MM/DD/YYYY,rec1YWXt84b8K9d7v,"{""input_type"": ""date"", ""max_age_years"": 20}",,
rechAZqsAO4Uhkfxf,,,recKo2MQWZYwYzDaI,,"recTQmDuiWXF36HVP, recu8DDAU1HdG1AOg",,,2025-09-12T15:21:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Date of most recent dermatology skin exam,wellpath,,skin_check_date,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T23:07:36.000Z,,Last Skin Check Date,,,,,,rec1YWXt84b8K9d7v,MM/DD/YYYY,rec1YWXt84b8K9d7v,"{""input_type"": ""date"", ""max_age_years"": 20}",,
rectuoyPRl4n3B1Ja,,,recNmk3nm4Ydx7bXa,,reckcyjm7uKe2edea,,,2025-09-12T15:21:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Date of most recent comprehensive eye exam,wellpath,,vision_check_date,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T23:07:39.000Z,,Last Vision Check Date,,,,,,rec1YWXt84b8K9d7v,MM/DD/YYYY,rec1YWXt84b8K9d7v,"{""input_type"": ""date"", ""max_age_years"": 20}",,
recBH6gBVH3HmK0ys,,,recQWR5P4cNUsZUsd,,"recyt2k8AOCicD2lR, recVKCEu7R9tucMSU",,,2025-09-12T15:21:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Date of most recent colonoscopy screening,wellpath,,colonoscopy_date,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T23:07:43.000Z,,Last Colonoscopy Date,,,,,,rec1YWXt84b8K9d7v,MM/DD/YYYY,rec1YWXt84b8K9d7v,"{""input_type"": ""date"", ""max_age_years"": 20}",,
recx47dxhGwUUIhla,,,recSx1jCkPMJ09JCD,,"recWQDwOb3iWvh0xi, recjVX2AZtj4R5zpu, recVRcsrTieDPQioS",,,2025-09-12T15:21:16.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Date of most recent mammogram screening,wellpath,,mammogram_date,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T00:18:12.000Z,,Last Mammogram Date,,,,,,rec1YWXt84b8K9d7v,MM/DD/YYYY,rec1YWXt84b8K9d7v,"{""input_type"": ""date"", ""max_age_years"": 20}",,
recSYc1LTY0BHWXTT,,,recVgq9CD3dSpVuxL,,rec9KcBnEspHzuc9N,,,2025-09-13T16:25:38.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Date of most recent breast MRI,wellpath,,breast_mri_date,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T23:07:53.000Z,,Last Breast MRI Date,,,,,,rec1YWXt84b8K9d7v,MM/DD/YYYY,rec1YWXt84b8K9d7v,"{""input_type"": ""date"", ""max_age_years"": 20}",,
recLIN08wNZEJ1yHe,,,recbtISQHAs3VnqIa,,rec3ay3f2JJiD8eMY,,,2025-09-12T15:21:16.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Date of most recent HPV test,wellpath,,hpv_date,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T23:22:57.000Z,,Last HPV Screening Date,,,,,,rec1YWXt84b8K9d7v,MM/DD/YYYY,rec1YWXt84b8K9d7v,"{""input_type"": ""date"", ""max_age_years"": 20}",,
rec71SR1DmhXhQgd1,,,recxdFEfFLPMnK0EC,,rectMJFQkVgGBgPow,,,2025-09-26T23:13:58.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Date of most recent Pap smear,wellpath,,pap_date,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T23:23:00.000Z,,Last PAP Screening Date,,,,,,rec1YWXt84b8K9d7v,MM/DD/YYYY,rec1YWXt84b8K9d7v,"{""input_type"": ""date"", ""max_age_years"": 20}",,
recyFUmQxEjjC8wub,,,recdz9H77ndRitj9L,,"recXtgvRsYocpdBCV, recHDc9LHg0rVXWCp",,,2025-09-12T15:21:16.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Date of most recent PSA test screening,wellpath,,psa_date,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T23:23:08.000Z,,Last PSA Test Date,,,,,,rec1YWXt84b8K9d7v,MM/DD/YYYY,rec1YWXt84b8K9d7v,"{""input_type"": ""date"", ""max_age_years"": 20}",,
recT4EkW33ksYbmcw,,,reczdZJwaqtDPMTj6,,,,,2025-09-12T15:17:35.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual supplement adherence event,category,,supplement_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:32:17.000Z,,Supplement Taken,,,,,,recv2GuhbmM9UdNDp,Count,recUsyv8C6CRDGvps,"{""values"": [""taken"", ""skipped""]}",,
recFrmVxswjNmCJV9,,,recIL0Nafn1LUEmuP,,,,,2025-09-12T15:19:46.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual medication adherence event,category,,medication_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:25.000Z,,Medication Taken,,,,,,recQUkAvCWmbG4NmB,Count,recUsyv8C6CRDGvps,"{""values"": [""taken"", ""skipped""]}",,
recxjUNLkHzLW8YWm,,,recfu2uyTnGXRDE4u,,,,,2025-09-12T15:19:53.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual peptide adherence event,category,,peptide_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Peptide Taken,,,,,,recQUkAvCWmbG4NmB,Count,recUsyv8C6CRDGvps,"{""values"": [""taken"", ""skipped""]}",,
