record_id,cited_intake_markers_and_metrics,confidence_level_from_source_type,contraindications,created,created_by,effect_strength,effect_strength_note,id,intake_markers_raw,intake_metrics_raw,last_modified,last_modified_by,link,name_title,pmids,recommendation,recommendations_v2,ref_check,screening_compliance,source,source_type,summary,therapeutics_matrix
recIQPfWbuS6jxLjS,"All-cause mortality, loneliness scales, social isolation indices, living arrangements, social network size",High,,2025-07-24T20:42:33.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,14-35% increased mortality risk across different social isolation measures; social isolation showed strongest effect (35% increased risk),LI160,recPiW3K4dhWi31Xh,,2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://pmc.ncbi.nlm.nih.gov/articles/PMC11750934/,"Loneliness, social isolation, and living alone: a comprehensive systematic review, meta-analysis, and meta-regression of mortality risks in older adults",PMID: 39836319,"recJXGEKMA7hyLxHD, recavYQbVctCtyoHO, rectnznpSukhcNfkQ","recNo4K1fGy5rpbRU, receWmWsoiUqmc2R5, recxOXtGlAL55rTu7",True,,PubMed,recPTVJvlU8ZpgeS3,"Comprehensive systematic review and meta-analysis of 86 studies following PRISMA 2020 guidelines found that loneliness was associated with 14% increased all-cause mortality (HR=1.14, 95% CI: 1.10-1.18), social isolation with 35% increased mortality (HR=1.35, 95% CI: 1.27-1.43), and living alone with 21% increased mortality (HR=1.21, 95% CI: 1.13-1.30). Meta-regression identified that longer follow-up periods, female sex, validated social network indices, and study quality were significant predictors of mortality risks. The findings highlight the critical need for public health interventions addressing social factors to improve health outcomes.",
rectQ6EQcf0thMVjR,"All-cause mortality, cardiovascular mortality, Gratitude Questionnaire scores, blood pressure, inflammatory markers",Moderate,,2025-07-25T10:16:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,9% reduction in all-cause mortality and 15% reduction in cardiovascular mortality among older women; first study to document longevity benefits of gratitude,LI161,recPiW3K4dhWi31Xh,"recELBnyZAf0mIQH6, recSy02sgRnjfOkHE",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://jamanetwork.com/journals/jamapsychiatry/fullarticle/2820770,Gratitude and Mortality Among Older US Female Nurses,PMID: 38959002,"rec3vLswsvuPhdSI8, recitDcZY90pB8urW, recHHMaZWolDFzLGA","rec7W9yNVBVDaRwSp, recmU1igrfrduM8Bd, recL8aggpuMrydpQR",True,,JAMA,recODsYatCgd7j2Vr,"Prospective cohort study of 49,275 older female nurses (mean age 79, range 69-96) found that women with the highest gratitude scores had 9% lower risk of all-cause mortality (HR=0.91; 95% CI: 0.84-0.99) over 4 years compared to those with lowest scores. The protective effect was strongest for cardiovascular disease mortality (HR=0.85; 95% CI: 0.73-0.995), suggesting gratitude practice may promote longevity in older adults through cardiovascular protection.",
recE9Oy4W7gXbcL6D,"Mental health scores, anxiety symptoms, depression symptoms, life satisfaction, sleep quality, positive affect",High,,2025-07-25T10:17:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,4-7% improvements in multiple well-being measures with gratitude interventions; consistent effects across diverse populations including adults,LI162,recPiW3K4dhWi31Xh,"recELBnyZAf0mIQH6, recSy02sgRnjfOkHE",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://www.scielo.br/j/eins/a/m8kqK5vgZ9wb4DxRtD877bd/?lang=en,The effects of gratitude interventions: a systematic review and meta-analysis,PMID: 37585888,"rec3vLswsvuPhdSI8, recitDcZY90pB8urW, recHHMaZWolDFzLGA","rec7W9yNVBVDaRwSp, recmU1igrfrduM8Bd, recL8aggpuMrydpQR",True,,SciFLO Brazil,recRIfCU2PF5bhkmW,"Systematic review and meta-analysis of 64 studies (33 in meta-analysis) including children, teenagers, adults, and older adults found that gratitude interventions led to significantly greater feelings of gratitude (4% higher scores), greater satisfaction with life (6.86% higher), better mental health (5.8% higher), and fewer symptoms of anxiety and depression (7.76% and 6.89% lower scores respectively). Participants showed improved sleep quality on Insomnia Severity Index, supporting gratitude practice for overall well-being in diverse adult populations.",
rec956TIEJINQgQMI,"Systolic blood pressure reactivity, heart rate reactivity, state gratitude measures, cardiovascular stress response",Moderate,,2025-07-25T10:17:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,Significant reduction in systolic blood pressure reactivity to psychological stress; protective cardiovascular effects from state gratitude in healthy adults,LI163,recPiW3K4dhWi31Xh,"recELBnyZAf0mIQH6, recSy02sgRnjfOkHE",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://www.sciencedirect.com/science/article/abs/pii/S016787602030249X?via%3Dihub,State gratitude is associated with lower cardiovascular responses to acute psychological stress: A replication and extension,PMID: 33091483,"rec3vLswsvuPhdSI8, recitDcZY90pB8urW, recHHMaZWolDFzLGA","rec7W9yNVBVDaRwSp, recmU1igrfrduM8Bd, recL8aggpuMrydpQR",True,,Science Direct,reclqQn6EV0azXdYf,"Study of 324 healthy adult participants (59.9% female, mean age approximately 30-50) found that state gratitude measured immediately before stress exposure was associated with lower systolic blood pressure reactivity (p<0.05) during acute psychological stress tasks. State gratitude showed protective cardiovascular effects while trait gratitude did not, suggesting that feeling grateful at the time of stress exposure may be protective against adverse stress-related health outcomes in adults.",
recD9UGIHUya8rfNC,"Anxiety symptoms, depression symptoms, PTSD symptoms, mental health outcomes, mood scores",High,,2025-07-25T10:17:32.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,"70-85% of journaling interventions showed significant mental health improvements; effective for anxiety, depression, and PTSD symptoms",LI164,recPiW3K4dhWi31Xh,"recELBnyZAf0mIQH6, recSy02sgRnjfOkHE",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://fmch.bmj.com/content/10/1/e001154,Efficacy of journaling in the management of mental illness: a systematic review and meta-analysis,PMID: 35304431,"reckxUbHvmO4Ee5GK, recDj1wInApRAXWcF, recTV5zjI6tjqTfCg","recoYihYYsfSxSJQ1, recHKpCZQGQFtBAmW, recXmtFAbcU7jxTMx",True,,The BMJ,recRIfCU2PF5bhkmW,"Systematic review and meta-analysis of 20 studies (31 outcomes) examining journaling interventions in adults found that 85% of gratitude journaling outcomes (3 of 4) and 70% of expressive writing outcomes (19 of 27) showed significant improvements in mental health symptoms including anxiety, depression, and PTSD. Most studies implemented short-term interventions (2-4 sessions), with expressive writing involving 20-minute sessions about deepest thoughts and feelings supporting mental health in diverse adult populations.",
recso9zXOo912RbtR,"Physical health outcomes, psychological well-being, immune system functioning, physiological functioning",High,,2025-07-25T10:17:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,Significant overall benefit (d = 0.47) from expressive writing in healthy adults; effects comparable to other psychological interventions but more time-efficient,LI165,recPiW3K4dhWi31Xh,"recELBnyZAf0mIQH6, recSy02sgRnjfOkHE",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://www.cambridge.org/core/journals/advances-in-psychiatric-treatment/article/emotional-and-physical-health-benefits-of-expressive-writing/ED2976A61F5DE56B46F07A1CE9EA9F9F,Emotional and physical health benefits of expressive writing,,"reckxUbHvmO4Ee5GK, recDj1wInApRAXWcF, recTV5zjI6tjqTfCg","recoYihYYsfSxSJQ1, recHKpCZQGQFtBAmW, recXmtFAbcU7jxTMx",True,,PubMed,recRIfCU2PF5bhkmW,"Meta-analysis of 13 studies with healthy adult participants found significant overall benefit from expressive writing (d = 0.47, P<0.0001) with specific benefits in objective and self-reported physical health, psychological well-being, physiological functioning, and general functioning outcomes. Expressive writing about emotionally difficult events for 20 minutes over four consecutive days was associated with long-term decreases in health problems including improved immune system functioning, demonstrating substantial effects similar to other psychological interventions but more time-efficient.",
recZnyV1f2VKB30nn,"hsCRP, TNF-α, IL-6, IFN-γ, heart rate, diastolic blood pressure, inflammatory biomarkers",High,,2025-07-25T10:18:10.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,Significant reductions in inflammatory markers and improvements in cardiovascular biomarkers; consistent effects across diverse adult populations with and without cardiovascular disease,LI166,recPiW3K4dhWi31Xh,"recELBnyZAf0mIQH6, recSy02sgRnjfOkHE",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2023.1243598/full,The impact of gratitude interventions on patients with cardiovascular disease: a systematic review,PMID: 37809310,"rec3vLswsvuPhdSI8, recitDcZY90pB8urW, recHHMaZWolDFzLGA, reckxUbHvmO4Ee5GK, recDj1wInApRAXWcF, recTV5zjI6tjqTfCg","rec7W9yNVBVDaRwSp, recmU1igrfrduM8Bd, recL8aggpuMrydpQR, recoYihYYsfSxSJQ1, recHKpCZQGQFtBAmW, recXmtFAbcU7jxTMx",True,,Frontiers Neuroscience,rec4qqncSQrMbfAph,"Systematic review of 19 randomized controlled trials with 2,951 participants (ages 19-71) from healthy populations and those with clinical diagnoses found that gratitude interventions reduced inflammatory biomarkers including hsCRP, TNF-α, IL-6, and IFN-γ. Gratitude practice increased parasympathetic tone and decreased heart rate and diastolic blood pressure, with studies showing lower average heart rate during gratitude interventions compared to control conditions. These findings support gratitude interventions as low-cost healthcare interventions for improved cardiovascular outcomes.",
recGIBKn52j5jmbaJ,"Depression scores, anxiety levels, positive affect, negative affect, mental health symptoms, well-being measures",High,,2025-07-25T10:24:11.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,Large effect sizes for mental health outcomes with nature-based interventions; consistent benefits across diverse adult populations,LI167,"recwtXkPSEQgyddmt, recmyyZam7oYaGnDd, recPiW3K4dhWi31Xh","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recqea20SA5Y5BaIw",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://www.sciencedirect.com/science/article/pii/S0013935118303323?via%3Dihub,The health benefits of the great outdoors: A systematic review and meta-analysis of greenspace exposure and health outcomes,PMID: 29982151,"recYYJsKmN5uZwUsc, recZb5zz7BEHRPdtK, rechCPnup1BaYXrfC","rec2p7y1PTwiSayCt, rec3CtFQAH5vKtRD1, recl3dtLS72YRB5pT",True,,Science Direct,recd0d1tmtDQUEhTY,"Systematic review and meta-analysis of 143 studies (103 observational, 40 interventional) found that increased greenspace exposure was associated with decreased salivary cortisol, heart rate (-2.57 bpm), diastolic blood pressure (-1.97 mmHg), and reduced risk of type II diabetes (RR=0.72), all-cause mortality (RR=0.69), and cardiovascular mortality (RR=0.84). The study demonstrated beneficial associations across multiple health domains including cardiometabolic, mortality, and physiological stress markers.",
recW7gsTuR8iw6vgm,"Mental health symptoms, depression symptoms, anxiety symptoms, stress levels, psychological well-being",High,,2025-07-25T10:24:32.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,Consistent moderate effect sizes for mental health benefits from nature exposure; benefits observed with exposure as brief as 10 minutes,LI168,"recwtXkPSEQgyddmt, recmyyZam7oYaGnDd, recPiW3K4dhWi31Xh","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recqea20SA5Y5BaIw",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://www.mdpi.com/2076-328X/15/2/153,A Systematic Review and Meta-Analysis on the Effect of Nature Exposure Dose on Adults with Mental Illness,PMID: 40001784,"recYYJsKmN5uZwUsc, recZb5zz7BEHRPdtK, rechCPnup1BaYXrfC","rec2p7y1PTwiSayCt, rec3CtFQAH5vKtRD1, recl3dtLS72YRB5pT",True,,MDPI,recRIfCU2PF5bhkmW,"Meta-analysis of 78 studies published between 1990-2020 found that nature exposure significantly improved mental health outcomes in adults with mental illness. Even 10 minutes of nature exposure showed positive effects on mental health symptoms. Studies demonstrated that spending time in nature, whether urban or wilderness settings, consistently reduced symptoms of depression, anxiety, and stress. The review found significant moderate effect sizes across all studies, with benefits occurring regardless of whether exposure involved sitting or exercising outdoors.",
recOXSXjYb74OdAVB,"Depression scores, mood ratings, psychological distress, mental well-being, happiness levels",Moderate,,2025-07-25T10:24:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,Consistent protective effects on depression and positive mood across large population studies; dose-response relationship with outdoor time,LI169,"recwtXkPSEQgyddmt, recmyyZam7oYaGnDd, recPiW3K4dhWi31Xh","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recqea20SA5Y5BaIw",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://www.mdpi.com/1660-4601/18/9/4790,Associations between Nature Exposure and Health: A Review of the Evidence,PMID: 33946197,"recYYJsKmN5uZwUsc, recZb5zz7BEHRPdtK, rechCPnup1BaYXrfC","rec2p7y1PTwiSayCt, rec3CtFQAH5vKtRD1, recl3dtLS72YRB5pT",True,,MDPI,recuux8z8gb0e5MPU,"Comprehensive review found that adults who spent 5-8 hours outdoors during weekends had lower odds of being mildly depressed compared to those spending less than 30 minutes outdoors. Study of 94,879 UK adults showed consistent protective effect of greenness on depression risk, particularly among women and participants under 60 years. Smartphone-based study found positive associations with feeling happy and restored within 10 minutes of exposure to natural outdoor environments among adults 18-75 years.",
rechUO89Cd4YSaD3r,"Vitamin D levels, cancer mortality, cardiovascular disease, blood pressure, nitric oxide",Moderate,,2025-07-25T10:24:57.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,Strong inverse associations with cancer mortality and cardiovascular disease; 50% reduction in death rates with adequate vitamin D from sunlight,LI170,"recLJcUUTL1szyE8Z, receYj9nbAEGPBxFl, recPiW3K4dhWi31Xh","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, rec0v0JrVS6xu5Dcj",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://www.tandfonline.com/doi/ref/10.4161/derm.24494?scroll=top,Sunlight and Vitamin D: A global perspective for health,PMID: 24494042,"recYYJsKmN5uZwUsc, recZb5zz7BEHRPdtK, rechCPnup1BaYXrfC","rec2p7y1PTwiSayCt, rec3CtFQAH5vKtRD1, recl3dtLS72YRB5pT",True,,Dermato-Endocrinology,recuux8z8gb0e5MPU,"Comprehensive review demonstrated that sunlight exposure leads to vitamin D synthesis in skin, with studies showing inverse associations between solar UVB radiation and cancer risk/mortality for 15 types of cancer including breast, colon, lung, and prostate cancers across more than 100 countries. Garland et al. found twice as many age-adjusted death rates when vitamin D levels were below 22 nmol/L versus above 125 nmol/L. Growing evidence shows lower cardiovascular disease rates and blood pressure with higher sunlight exposure, with 30 minutes of mid-day sunlight increasing nitric oxide release for vascular benefits.",
rec6lEPmJxjCPAljC,"Sleep efficiency, sleep latency, circadian phase, melatonin timing, mood scores",Moderate,,2025-07-25T10:25:13.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,"Consistent findings across controlled trials support morning light as primary external cue for circadian alignment, sleep improvement, and mood regulation",LI171,"recwtXkPSEQgyddmt, recmyyZam7oYaGnDd","recxJqmq5ipZMLJsj, rec8o1wlo0olBMl8A, recXiq3Os05QJJki4",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://link.springer.com/article/10.1007/s11818-019-00215-x,"Effects of light on human circadian rhythms, sleep and mood",PMID: 31534436,"rec7RxMaGNKgWaurt, recdECEj63wIAdpaS, recGATlSqYGvW2Z8b","recbiVSr9Tb4PO8BK, rech50KAz9XwtR3k9, recK1hr9T47jPGDis",True,,Springer Nature,recuux8z8gb0e5MPU,"Narrative review of human laboratory and field studies demonstrates that morning bright light is the most potent zeitgeber for advancing circadian phase, consolidating sleep, and improving mood. Evidence shows bright morning light reliably shifts sleep timing earlier, enhances sleep quality, and reduces depressive symptoms. The phase response curve confirms that morning light advances the circadian clock while evening light delays it, making timing of light exposure critical for circadian health and mood regulation in adults.",
recRhtzUoAX1XysqX,"Cortisol awakening response, melatonin suppression, serotonin levels, mood scores, stress resilience",Moderate,,2025-07-25T10:25:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,"Consistent benefits for circadian regulation, mood enhancement, and stress resilience from morning light exposure within first hour of waking",LI172,"recwtXkPSEQgyddmt, recmyyZam7oYaGnDd, recLJcUUTL1szyE8Z","recxJqmq5ipZMLJsj, rec8o1wlo0olBMl8A, recXiq3Os05QJJki4, recELBnyZAf0mIQH6",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://ouraring.com/blog/benefits-of-morning-sunlight/,The Benefits of Morning Sunlight and How to Make It a Habit,,"rec7RxMaGNKgWaurt, recdECEj63wIAdpaS, recGATlSqYGvW2Z8b","recbiVSr9Tb4PO8BK, rech50KAz9XwtR3k9, recK1hr9T47jPGDis",True,,Oura,recuux8z8gb0e5MPU,"Review of research demonstrates that morning sunlight exposure within 30-60 minutes of waking increases cortisol (healthy awakening response), suppresses melatonin, increases serotonin, and provides antidepressant effects. Studies show morning light exposure helps reset circadian rhythms, improves sleep quality, enhances mood, and reduces stress throughout the day. Morning blue light has been proven effective for treating seasonal affective disorder and acts as a beneficial hormetic stressor that builds resilience to daily stress in adults.",
recmKeFRMvMk3qvvN,"Sleep Quality, Anxiety Symptoms, Circadian Alignment, Outdoor Light Exposure",Moderate,,2025-07-25T10:25:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,Significant associations between outdoor light exposure and reduced sleep problems/anxiety during pandemic restrictions,LI173,"recwtXkPSEQgyddmt, recmyyZam7oYaGnDd, recierVNozpgZdLZH","recxJqmq5ipZMLJsj, rec8o1wlo0olBMl8A, recXiq3Os05QJJki4, recELBnyZAf0mIQH6",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://onlinelibrary.wiley.com/doi/10.1111/jsr.13471,Outdoor daylight exposure and longer sleep promote wellbeing under COVID-19 mandated restrictions,PMID: 34549481,"rec7RxMaGNKgWaurt, recdECEj63wIAdpaS, recGATlSqYGvW2Z8b","recbiVSr9Tb4PO8BK, rech50KAz9XwtR3k9, recK1hr9T47jPGDis",True,,Journal of Sleep Research,recDDHykOzWxwMnyv,"Cross-sectional study of 700 adults (mean age 32 ± 10 years) during COVID-19 restrictions found that participants spending 1-2 hours outdoors daily or in brightly lit indoor spaces had significantly lower rates of sleep disturbances and anxiety symptoms. Objective light measurements showed outdoor light exposure was associated with improved sleep quality, mood scores, and circadian alignment compared to participants with limited light exposure.",
recQ16WxffJJMNw73,"Sleep Onset Time, Sleep Regularity, Melatonin Timing, Circadian Alignment, Anxiety",High,,2025-07-25T16:35:13.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,22-minute earlier sleep onset and improved sleep regularity within one week of enhanced daylight access,LI174,"recwtXkPSEQgyddmt, recmyyZam7oYaGnDd","recxJqmq5ipZMLJsj, rec8o1wlo0olBMl8A",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://www.mdpi.com/1660-4601/18/19/9980,"Access to Daylight at Home Improves Circadian Alignment, Sleep, and Mental Health in Healthy Adults: A Crossover Study",PMID: 34639284,"rec7RxMaGNKgWaurt, recdECEj63wIAdpaS, recGATlSqYGvW2Z8b","recbiVSr9Tb4PO8BK, rech50KAz9XwtR3k9, recK1hr9T47jPGDis",True,,MDPI,recRIfCU2PF5bhkmW,"Randomized crossover study of 20 healthy adults (mean age 30.4 ± 9.8 years) found that one week of enhanced daylight access through electrochromic windows resulted in 22-minute earlier sleep onset (p=0.05), improved sleep regularity (p=0.001), and better circadian alignment compared to conventional windows with blinds. Participants also showed reduced anxiety and stress symptoms with consistent melatonin timing during the daylight condition.",
recgFCbGzKNGOFoRx,"BMI, Light Exposure Timing, Circadian Rhythm, Body Weight",Moderate,,2025-07-25T16:35:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,Morning light timing accounted for 20% of BMI variance independent of diet and exercise,LI175,recierVNozpgZdLZH,recXiq3Os05QJJki4,2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0092251,Timing and Intensity of Light Correlate with Body Weight in Adults,PMID: 24694994,"rec7RxMaGNKgWaurt, recdECEj63wIAdpaS, recGATlSqYGvW2Z8b","recbiVSr9Tb4PO8BK, rech50KAz9XwtR3k9, recK1hr9T47jPGDis",True,,PLoS One,recDDHykOzWxwMnyv,"Cross-sectional study of 54 healthy adults (mean age 30 years) found that participants with morning-weighted light exposure (before noon) had significantly lower BMI than those with evening-weighted light exposure, with an average difference of 1.4 pounds. Morning light exposure accounted for approximately 20% of BMI variance independent of physical activity, caloric intake, sleep timing, age, or season, suggesting circadian-mediated metabolic effects.",
recYV0O6IHyUJ4MA8,"Leptin, Ghrelin, Appetite Hormones, Sleep Restriction, Morning Light Exposure",High,,2025-07-25T16:35:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",significant,"Morning light significantly modulated appetite-regulating hormones, counteracting effects of sleep restriction",LI176,recierVNozpgZdLZH,recxJqmq5ipZMLJsj,2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://onlinelibrary.wiley.com/doi/10.1155/2012/530726,Light Modulates Leptin and Ghrelin in Sleep-Restricted Adults,PMID: 22988459,"rec7RxMaGNKgWaurt, recdECEj63wIAdpaS, recGATlSqYGvW2Z8b","recbiVSr9Tb4PO8BK, rech50KAz9XwtR3k9, recK1hr9T47jPGDis",True,,International Journal of Endicrinology,recRIfCU2PF5bhkmW,"Controlled crossover study of 33 healthy adults found that morning light exposure (red, green, and blue wavelengths) significantly increased leptin concentrations (p<0.0001 for red light) and decreased ghrelin concentrations (p<0.003 for red light) compared to dim light conditions following sleep restriction. Morning red and green light exposures counteracted hunger-promoting hormonal changes associated with sleep deprivation in adults aged 18-30 years.",
rec41z9ySi2kQNKjM,"Systolic blood pressure, BMI, triglycerides, nocturnal blood pressure dipping, melatonin",Moderate,,2025-07-25T10:25:55.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,"Each hour of earlier morning light exposure associated with clinically meaningful improvements in blood pressure, BMI, and triglycerides",LI177,"recwtXkPSEQgyddmt, recLJcUUTL1szyE8Z","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, rec0v0JrVS6xu5Dcj",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://www.sciencedirect.com/science/article/abs/pii/S0306987725000933,Morning light exposure: a potential modifier of cardiovascular risk factor,,"rec7RxMaGNKgWaurt, recdECEj63wIAdpaS, recGATlSqYGvW2Z8b, recYYJsKmN5uZwUsc, recZb5zz7BEHRPdtK, rechCPnup1BaYXrfC","rec2p7y1PTwiSayCt, rec3CtFQAH5vKtRD1, recl3dtLS72YRB5pT, recbiVSr9Tb4PO8BK, rech50KAz9XwtR3k9, recK1hr9T47jPGDis",True,,Science Direct,recDDHykOzWxwMnyv,"Cross-sectional study of 862 adults (mean age 47) found that greater morning light exposure, objectively measured with light sensors, was significantly associated with lower systolic blood pressure (β = –2.9 mmHg per hour, p<0.01) and lower BMI (β = –0.38 kg/m² per hour, p=0.03) after adjusting for confounders. Early light exposure also correlated with lower triglyceride levels, suggesting morning light exposure serves as a modifier of cardiometabolic health through circadian alignment mechanisms in middle-aged adults.",
recbuO3KOoJNBovnQ,"Screen time duration, sleep quality, mental health symptoms, dietary behaviors, eye health, depression scores, anxiety levels",High,,2025-07-25T10:28:26.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",moderate,"Consistent adverse correlations between increased screen time and multiple health outcomes including sleep, mental health, dietary behaviors, and eye health across large multi-study analysis",LI178,"recwtXkPSEQgyddmt, recmyyZam7oYaGnDd, recPiW3K4dhWi31Xh","recxJqmq5ipZMLJsj, rec8o1wlo0olBMl8A, recXiq3Os05QJJki4",2025-09-27T13:14:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",https://www.thelancet.com/journals/eclinm/article/PIIS2589-5370(22)00182-1/fulltext,Changes and correlates of screen time in adults and children during the COVID-19 pandemic: A systematic review and meta-analysis,PMID: 35615691,"rec5XmXVudorgDmWs, reczTrDf2qAqm91Ef, recbr5hA05WQY7jMZ","rec9oK3cXjPf9h06J, recDkPJwvw1efNFOw, recfStnRtbnERLXWg",True,,The Lancet,recd0d1tmtDQUEhTY,"Systematic review and meta-analysis of 89 studies (n=204,734; median age=20.6) found adults increased total screen time by 1.0 hrs/day during COVID-19, with adverse correlates including poor dietary behaviors, sleep disruption, mental health problems, and eye health issues. Several correlates were consistently associated with increased screen time across studies, supporting recommendations for reduced screen time in favor of non-sedentary activities for optimal health outcomes.",
