record_id,base_unit_identifier,calculated_metrics,conversion_factor,created,created_by,healthkit_unit,identifier,intake_markers,last_modified_by,last_modified_time,metrics_time_field_entry_units,metrics_using_unit,symbol,therapautics_matrix copy,ui_display,unit_type
recUsyv8C6CRDGvps,,"recOvYr08Rj2iPdHc, rece1ZK4voGB41Isw, recuMRBCfJVSLVloK, reclyzlCZnvczhmnC, recE3KUr5KLsnjvl8, recmENRXYHGWp779L, recSGn8fbja5ek0ZF, recuB0MLMXg4xhcxa, recNtXD7Eq2ZuMey3, recGH1IrGqCP8YXP0",,2025-09-08T19:28:01.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),count,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-09T21:32:01.000Z,,"recjzb5xcD3y5mxvM, receglemHR2txoSXY, recT4EkW33ksYbmcw, recFrmVxswjNmCJV9, recxjUNLkHzLW8YWm",count,,Count,count
rec3OLAux5HdudWoa,,,,2025-09-08T21:07:57.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count().unitDivided(by: HKUnit.liter()),billion_per_liter,"recMicqA4gpFyKbLo, recMyuMhsrLE5vsyn, recsRXMek1WnYQb4L, reczvJtEtH16z7qOW, recjaUOkwOGV1jNf7, recesb8xMt8jpxvnS, recBeY3Syr3OWxc7u, recOHSZkNScXMI2E1, recAMGE7vKcHiFiN8, recRnbbkpUz70sxgw, recD0eLzUSwc3dXKM, rec1mqnzur52lzSs1, recxjykHQYSnzUdeY, recAPiAw4ivGMR2qA, recNmI65frM93M5pU, recAcHZ4TDV5S4HZ0, rec9FpCvvS6AOFIfz, recjEIsd4xBxA9QXx, recmorCO3SXmsEnLV, recrjeSQebvjLRAIb, recsSrHC6zSsBhkLp","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,×10⁹/L,,Billion/L,count
reckZoCVrePZaI9tD,,,,2025-09-08T21:08:01.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count().unitDivided(by: HKUnit.literUnit(with: .micro)),per_microliter,"recAIQ7mCoVBJh8bZ, recGc9net1d0lqr0l, recEc9Brf3KOPR9vu, recltLOzYArY0Uhqq, recVxgcxKHzS5fMLH, recMBxuEUuBNxoAfZ, recD9qWquboWAXZh3","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,/µL,,per μL,count
recvQXh05luE2zRW4,,recJorm0wDvhBQS9d,,2025-09-08T21:08:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),step,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-14T18:26:42.000Z,,reciBtcIb0Nj7Y56B,steps,,Steps,count
recIc5d2SK8eOUHnl,,,,2025-09-08T21:08:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),flights_climbed,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,flights,,Flights Climbed,count
recVE273dOVjEFEWL,,,,2025-09-08T21:08:55.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count().unitDivided(by: HKUnit.minute()),beats_per_minute,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-12T17:34:07.000Z,,reci2LOcA8vNf3dlx,bpm,,BPM,count
rectOH7sO9B0L3Xph,,,,2025-09-08T21:09:10.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count().unitDivided(by: HKUnit.minute()),breaths_per_minute,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,breaths/min,,Breaths per Minute,count
recyl9Pa45s71Mrs8,,"recLIzZxrjsb2vgI0, recLBl1dddNWZH9rS, recdMrsqBFfup2dOC, rec5LsIPpAzVqoWu9, recZO2jCVHI2wG1kV, recuvtzdhhwMpyoWn, recC6WV4AYQA4MSqK, rec2HqcoeoO7PVf9E, recAVA9EfYheG3Lrr, rec9UyPB9IH6JVY1S, recMKXJdq99o40g1C, recrpRrUoyFfARNMm, recV15gLGNvPjCjXz, reckgVaoYaTigGhS1, rechjIX1clKwfDyKR, recVR9jCHgOrhqgQg, recPbh0QyugbqiK4A, recOzXCWv3f8XEgSP, rec8TVXTnyeYPcukh, recwulTnKjWrQ77yc, recaqjZszr1rYZwLp, recYCKwTOArosks7B, rechmJ5K3Pct0tmY3, recAqhxDRYMvWQYRo, recj8VoWO3dBMxgrj, recAoGRSdwjU7WuLY, recHTDTOcWMpPlj5w, rectFuLPa37BL932e, recbdcutqxUL17ZNO, recTHneuqNR5khOJx, reckVhKTK5gJaX3ux",,2025-09-08T21:10:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),session,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:43:17.000Z,,"recvjrSGy17uAf4ol, recFhW0g2inNLpoOp, reccv2WcQ83SbPXVg, rechrdEDVSLtd0IFz, recDypVGSGQChtJpI",session,,Sessions,count
rec9OxY60mezaCp2J,,"recGpA90JnwA5Lwwi, rec3WXBXeF91098Gc, reczkGnRKXr1kt8GO, recYiJzYAm3QkH9y9, recohknaonBXz95CD, rec3MnwprrNx5WqqN, rechX2ebh9btNOQLX, recpkhgT0fFuQl1NF, recr2lQOJlE6bX0b5, recuQwNjwhazRCEVh, recEinzDZKYXXpn2Z, recP3CxAEVfjLlerO, recb56iG9mIphT8lA, recbsCAVwtKNgsDYv, recD4Y8yazQwqi57U, recFkrVkLWVS674KK, recofKP9v9uZrPBLw, recOCavZ1WHCXyUnE, recSS7uhpgcZj6pPq, reca3uTcKsyxmurqf",,2025-09-08T21:10:21.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),meal,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-14T18:26:42.000Z,,"recVBnB9mNNstK4qa, recnQIsdQFp3wedHR, recTy6nZTnoUljJQs, recyPHEwuVedxPxh6, recIXNrpx6Ku5QYSI",meals,,Meals,count
recO4L9TssiVxosxO,,rec39ViJ5ctW3CQJF,,2025-09-11T13:47:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),snack,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-13T17:25:24.000Z,,rectFqhMxxcMQiOEd,snacks,,Snacks,count
reckO2BTrvThzTRv1,,recIZ9IzAUXgEJxuH,,2025-09-08T21:10:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),cigarette,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-25T14:01:10.000Z,,"recUTSKv6IP9fqdfC, recFNgtZ66J1B5TrE",cigarettes,,Cigarettes,count
rec5jWyoBqRHumiGH,,rec7xh74qIPjW6yPG,,2025-09-08T21:10:31.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),drink,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-25T14:01:12.000Z,,"rec4smaQXx1XCrH1O, recpUlSiBErxZvAVW",drinks,,Drinks,count
rec1ZZgOZq5zX0ECi,,"recuUjz6JHSSuU8js, recNSnIxYyYcb7ITc, recjKCkbzkzu3Zy41, recryCTgMZ3E2TQ1J",,2025-09-08T21:10:42.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),episode,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-14T18:26:42.000Z,,rec0yBwRZHjQDKI8w,episodes,,Episodes,count
recVmvOSoUXFn4kWh,,,,2025-09-08T21:11:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),stroke,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,strokes,,Strokes,count
rec9LR7aFNOcSCOKK,,,,2025-09-08T21:11:35.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),puff,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,puffs,,Puffs,count
rec7caIW6FZzR9uNt,,,,2025-09-08T21:11:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),food,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-14T15:19:42.000Z,,,foods,,Foods,count
recN88d12numbm8Wf,,,,2025-09-08T21:12:14.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count().unitDivided(by: HKUnit.literUnit(with: .micro)),million_per_microliter,"reczzRfBu9ncAMR0t, reccbpLVN4vOrNqVK, recNqwJ3TPKbsLgVn, recUn6EQTtkOIB03v, recCFmqzWHi9x2XrA, recCQv0G1SQzecQyx, recFFGeGDhW0p9Cta, recumClw2Dd0jnFSH, recH90eHSMT00i176, rec8hll3vY0eKNTBb, recowfkVCOhuvtddr, recYZ5EtF3hx2YGrx, rec6x5IihthPOSQL2, recFXbqLvSyj9mlO6","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,million/µL,,Million/μL,count
rec1jWXkRcC6pK8Au,,,,2025-09-08T21:23:38.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count().unitDivided(by: HKUnit.minute()),steps_per_minute,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,steps/min,,Steps per Minute,count
recLchvv5oHiyA236,,"rec4SIuNTsoKcIYwj, recZuFwAE8HANtMy8, reczD2kuUQSd7Ke6F, recknNj3bejPa9gNc, recLj5GYHqYiTC4jo, rec2NMcnuZ4ieBXnr, recGiUiUaID7mAdo0, rec1dTagH1GWgW9in, recxDkvF3GvJXSwer, recWQ5WqXRynWx7hM, recyZW0w8vSxqW6xb, recwsKy3htd1kN23q, recqo2sCnSEYTjVr8, reclSOi3jmyJCLxyM",,2025-09-08T21:31:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),sources,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-24T01:36:22.000Z,,"recD2sdY7rzBPFKaf, rec89pI1KfH6tF8Yo, reckKP7lbdTDlCEeQ, recFc0mIL0x0jFNbf, recqYBPNLursRtRjA",sources,,Sources,count
recWneba4G6na5yeF,,,,2025-09-08T21:31:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),sets,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,sets,,Sets,count
recls4HUBpRUaISd4,,,,2025-09-08T21:31:55.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),packs_cigarettes,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-22T22:10:44.000Z,,,packs,,Packs (Cigarettes),count
recbdwGbG9tS1zBjK,,"recM2M3FOHj6kQF0c, recyxb2PbonwFK8ed",,2025-09-08T21:32:57.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),event,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-25T13:42:53.000Z,,recVK8n9lTWwUEXFW,event,,Events,count
recWkZnTkGNbQaGqz,,,,2025-09-08T21:52:59.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),times,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,times,,Times,count
recv2GuhbmM9UdNDp,,"recYfwbTR5ffyPtJ5, recxYTpaPnpi3YurX, recLdjNNDgqCo8nvF, rec5HCi82toNvbTLR, rec9g8qJoUQezJ3GJ, recEs3iBq3EP4d3yM",,2025-09-26T00:16:14.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.minute() ,minutes_since_midnight,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:32:06.000Z,recT4EkW33ksYbmcw,"rec3aaVy0dCKmrdxX, recftlzJ5y399ZpGW, recWctXUxSNalVoS2, reck0R6RIzd2fFZg6, recDYU7Wvc26S0Wd1, rechjXMe6voUasNyi, recEgGgnWikfgJQCK, recoJXgGewn22TdYN, recr27cK81GMzEumi, recsabXir2iLVANgq, rec0rZ7bwDGvhJLxh, recWsjQ3epvg7G96Z, recHnDnSi0HlAkaHC, recgUEyHGhdCCZM4L, rec4CBUv9ozkrYKte, rec66K8DbLitfQcJ6, rec1fxwQJNVEfEJnR, reculNMMdHAFMmQuS, rec1pouhm9gCCKy2q, recy6jfvK0EJHl3nk, receeP0kOhiz4Qum7, rec4MJVFJFgiRYAbv, recXOGQuDgD01OrBD, recX7R6HEnl4iT1wl, recUOTXVAtvUptmG9, recr5K9HTgUzaBMJJ, recX6EJNI7krSqycg, recYFiZ6ynGrbUhvw, recWIiIAkGDuUmpN2, recC00zMNCLN1OHq3, recL5EEu0YpmuBMqz, recxw2ZGFRT5cm4DR, reca1fQDUUol94cWp, recRqSUnvs2XZxEDb, recRQGiZUOgoJtNIL, rec3EBgsqJXxkmOvw, rechQ7eCuCItXpJ4p, rec678T9qm67hxjYs",HH:MM,,Time of Day,time
recQUkAvCWmbG4NmB,,,,2025-09-26T00:35:13.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.minute() ,datetime_combined,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-09T20:44:45.000Z,"recVBnB9mNNstK4qa, recTy6nZTnoUljJQs, recftlzJ5y399ZpGW, rec0yBwRZHjQDKI8w, recnQIsdQFp3wedHR, recIXNrpx6Ku5QYSI, recyPHEwuVedxPxh6, recMi1W2H0fBc2kdF, rec89pI1KfH6tF8Yo, rec0rSFQ8gP9rPSup, reckKP7lbdTDlCEeQ, rec9VOCYi7lD6QRU8, recunORvw3BNmaN4P, recI4eTx41D0cwi8S, rec0hOpS2ovZkzDPW, recdH5PDRI9HZlWNF, recD2sdY7rzBPFKaf, recwPxK8MnKe5NICN, recFc0mIL0x0jFNbf, recOGyfPPsAJH0a1z, recZb4SQfXZb0tMcT, rectMLBlRfTVKEUmJ, recFlBDZAW3xbNpPG, rec5nE0V1s7l7OHPx, recRs5IzM2ApHJYv0, recjzb5xcD3y5mxvM, recNjyT4Wj1DIqywi, reco9DeFYVedQuQ3V, rec92qNjhMWzybyB9, recaCw0rYWB00Tb0A, rec33hAbT2CCCkxB4, recqYBPNLursRtRjA, rec7CnfAEp6i9w5fV, reccKaclsbPfWXXMt, receglemHR2txoSXY, recvG4IX68oStyrs7, rec3aaVy0dCKmrdxX, recFrmVxswjNmCJV9, recxjUNLkHzLW8YWm, recvjrSGy17uAf4ol, recFhW0g2inNLpoOp, reccv2WcQ83SbPXVg, rechrdEDVSLtd0IFz, recUTSKv6IP9fqdfC, rec4smaQXx1XCrH1O, reccNjfbTVSlOHKyZ, recYyLk39mmLbOR0V, rec2IVMZ7Yju9I57T, recEaKu8B9EwoWH3z, recZ8eVdPUW7ERQKx, recrntdgXn3Q0gDph, recFpIjRypDHi4n78, reci2LOcA8vNf3dlx, recUi0wXzQXWfE8T8, recLRMTb7VbdtJDGf, recJj66RhX1E012hK, rec57VwF5UobL9wpP, recj5SU6yC4WLBPsy, recrI6gltvaeo8gT4, recJnV48zReiLbg8A, reca2k4jZkIFzokj8, rec6tUE4Ht7ivYWW4, rece9ryJ5XZU3SOoG, recB0N9gXMJvjBuf0, recXsLFqlvirodf3v, recbJtMU9vkPxJQPt, recxZlijql3VE6Wer, rec7A4ut8tAGpH08t, recet20Hz7MRvKrnX, reccJFLbgvua3oPuH, recPJ7UHt3bhhGOLd, recEoaPcs3PtwZp4f, recxpJLGC2zA9qayR, recBotbLQNNXK9i4A, recvNRPTlljTNKUM0, rec5v7aQstJoHvfR5, rec4hVar4q19KHy2M, recBTXaE1gq7kgUx5, reciZq0r6l3FkWboG, recRSToDEGkn2mQLO, recNwinUlf4CV7O2W, recilt99MgODQfso1, recW9arwmvO30b1Nd, rech0Uce0czmYkICn, recTYlpJwpFuh5uKY, rec49U7ZBMQyCcOXu, recHA0f2pG71FMtAH, recq2YBMyorvAuzvP, rec9AostBgrZxi3i0, recJKP1SjhWodVgoH, recfuIX6ONYn8wiIH, recZk44R2czkRhCCY, recR7QNubFWRM4Oh6, recyze5tnWpVZIddy, recuRM5ZKlUBTcMs1, recevsUOrkLDX4F1W, recf32LxkO3IcZNAg, rec4YEGZN1jySu85K, recXbc15Mc8XLDSTj, recikczqii1W9j8SO, recBMrcIxDDaUO8tu, recQTjAIs6NWvGkJ2, recMgbShgFDgIwEdh, rec6UbHMykVPWUVWs, recJgvnHIeSAx1nyv, rec3tVT2z0mKKpIcj, recBsT2KzNv9jp3az, recc9suXYpbUpzcfJ, recoeUskeCO0oXyrc, recsyA4Zf02hEaW7i, rec5WlVacpuH06WUF, rec9xOkiMfCTb54lQ, rec0jpovbe7N6O6jx, reca0Y3wSwV8pJd1C, recbIerJFM9gsvmpU, recu5U33jes3HRGmN, recazGXaK6K2S2sVu, recxDFZOBJkB5f7Fy, recH9Vr4dyZ50QREc, recU5uMCbySpWBj3u, recd7WvpEHIz8dmz9, recrAQuugfjCaqi9Y, rec4lZoqVESbkW0LS, recwL0WUhiszMjbkV, recYuDSO2vChsOLBm, rec4xdAS9loI8SijH, recRsrNBBlKKuFWTl, recDeBgsUixN5ntbe, recTqsHok2py5wPo8, recLWaZiB8serug7E, recQPlQDK0cehPB6l, recAvcj8V3itbOrxJ, recByBuEd77du86Hh, receOfjnkChXF7Thw, recFOWxveVB9ZQPrR, recO7O0ilfvE1mPP2, rec3IjlyDZOAJYkS9, rec5oSmtcF9EMdku2, recUTDWefJvHfCg2t, recPelrOkpKdOSYkL, reclNnbxiZ3SZhH5h, recKup33EsUPfaew1, recFJGanjQm1vlz5q, recjEaa8twya7jVMs, recWNZjUV4Wjp5zyb, recWtNeiHwJppyXHO, recP6jnzkxQdtHgi5, recNDSlUUiDf3HwbV, rec1fxwQJNVEfEJnR, rec1pouhm9gCCKy2q, receeP0kOhiz4Qum7, recXOGQuDgD01OrBD, recUOTXVAtvUptmG9, recX6EJNI7krSqycg, recWIiIAkGDuUmpN2, recL5EEu0YpmuBMqz, reca1fQDUUol94cWp, recRQGiZUOgoJtNIL, recDypVGSGQChtJpI, recWctXUxSNalVoS2, recDYU7Wvc26S0Wd1, recEgGgnWikfgJQCK, recr27cK81GMzEumi, rec0rZ7bwDGvhJLxh, reck0R6RIzd2fFZg6, rechjXMe6voUasNyi, recoJXgGewn22TdYN, recsabXir2iLVANgq, recWsjQ3epvg7G96Z, reculNMMdHAFMmQuS, recy6jfvK0EJHl3nk, rec4MJVFJFgiRYAbv, recX7R6HEnl4iT1wl, recr5K9HTgUzaBMJJ, recYFiZ6ynGrbUhvw, recC00zMNCLN1OHq3, recxw2ZGFRT5cm4DR, recRqSUnvs2XZxEDb, rec3EBgsqJXxkmOvw, rectFqhMxxcMQiOEd, recJFpHX4UHrL70R5, reciBtcIb0Nj7Y56B, recHnDnSi0HlAkaHC, rec4CBUv9ozkrYKte, recFNgtZ66J1B5TrE, recpUlSiBErxZvAVW, recVK8n9lTWwUEXFW, rechQ7eCuCItXpJ4p, recgUEyHGhdCCZM4L, rec66K8DbLitfQcJ6, rec678T9qm67hxjYs, recbOOlFtADXjf79s, recL1Vc10EwfI2iY5, recopMVRCCFGP21NR, recr5jzh11Uwa6Bnz, reczMNZnZ0hKQRrgD, recJIvIjeZtKwzX3V, recr6JAa4MhixQbWv, recoazbjKoKBrDApl, rec3iTwivChwy7qTS, reca5h9rTMkczZ6ir, recmpZ1e4P81c62At, recms3iE3ZabKx4R0, rec5MJjV4gIESOChE, recgr0OpLs2vDF6me, recwkLLmjxXYPxunf, recWbUVNl501eG0SR, rec8lmvEpwh7WQcfE, recNKKAajb7aZuMBY, recPG0JZ9MxaK25Ql","recmpZ1e4P81c62At, recms3iE3ZabKx4R0, rec5MJjV4gIESOChE, recgr0OpLs2vDF6me, recwkLLmjxXYPxunf, recWbUVNl501eG0SR, rec8lmvEpwh7WQcfE, reca5h9rTMkczZ6ir, recNKKAajb7aZuMBY, recPG0JZ9MxaK25Ql",MM/DD/YYYY HH:MM,,MM/DD/YYYY HH:MM,time
rec1YWXt84b8K9d7v,,,,2025-09-12T16:47:14.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.minute() ,date_year_month_day,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T23:15:02.000Z,"reclIACOAoPgkxf1c, rec7M0BSOQF0Fzboh, rechAZqsAO4Uhkfxf, rectuoyPRl4n3B1Ja, recBH6gBVH3HmK0ys, recx47dxhGwUUIhla, recSYc1LTY0BHWXTT, recLIN08wNZEJ1yHe, recyFUmQxEjjC8wub, recmK2HmyndL0dhIU, rec71SR1DmhXhQgd1","recmK2HmyndL0dhIU, reclIACOAoPgkxf1c, rec7M0BSOQF0Fzboh, rechAZqsAO4Uhkfxf, rectuoyPRl4n3B1Ja, recBH6gBVH3HmK0ys, recx47dxhGwUUIhla, recSYc1LTY0BHWXTT, recLIN08wNZEJ1yHe, recyFUmQxEjjC8wub, rec71SR1DmhXhQgd1",MM/DD/YYYY,,MM/DD/YYYY,time
recK5lguR5Q8gJQpV,minute,,1e-06,2025-09-08T21:23:57.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.secondUnit(with: .micro),microsecond,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-13T16:54:50.000Z,,,μs,,Microseconds,time
recbZOjpwRFoJ7tMC,minute,,0.001,2025-09-08T21:09:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.secondUnit(with: .milli),millisecond,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-13T16:54:50.000Z,,recLRMTb7VbdtJDGf,ms,,Milliseconds,time
reci8lzXFTMXAPlsZ,minute,,0.016667,2025-09-08T21:21:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.second(),second,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-13T16:54:50.000Z,,,s,,Seconds,time
