record_id,created,created_by,id,intake_markers_raw,intake_metrics_raw,last_modified_by,last_modified_time,linked_evidence,option_count,overview,primary_markers,primary_metrics,raw_impact,secondary_markers,secondary_metrics,stack_recommendation,stack_summary,tertiary_markers,tertiary_metrics,therapeutic_1,therapeutic_1_age_max,therapeutic_1_age_min,therapeutic_1_category,therapeutic_1_dose_max,therapeutic_1_dose_min,therapeutic_1_dose_rollup,therapeutic_1_frequency_days,therapeutic_1_gender,therapeutic_1_operator,therapeutic_1_overview,therapeutic_1_recommendation,therapeutic_1_timing,therapeutic_1_type,therapeutic_1_unit,therapeutic_1_unit_symbol,therapeutic_2,therapeutic_2_age_max,therapeutic_2_age_min,therapeutic_2_category,therapeutic_2_dose_max,therapeutic_2_dose_min,therapeutic_2_dose_rollup,therapeutic_2_frequency_days,therapeutic_2_gender,therapeutic_2_operator,therapeutic_2_timing,therapeutic_2_type,therapeutic_2_unit,therapeutic_2_unit_symbol,therapeutic_3,therapeutic_3_age_max,therapeutic_3_age_min,therapeutic_3_category,therapeutic_3_dose_max,therapeutic_3_dose_min,therapeutic_3_dose_rollup,therapeutic_3_frequency_days,therapeutic_3_gender,therapeutic_3_operator,therapeutic_3_timing,therapeutic_3_type,therapeutic_3_unit,therapeutic_3_unit_symbol,therapeutic_count,therapeutic_recommendation,therapeutic_summary,therapeutic_type,therapeutic_type_ref_#,title
recuuog4s8LUmqwum,2025-09-22T19:49:14.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",SUP024-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:32:10.000Z,,,"Ashwagandha is an adaptogen that may support stress resilience, sleep quality, and healthy cortisol levels. Evidence is promising for stress/anxiety reduction.",,,,,,,,,,recTULxGAG8iIXN8t,150,21,Supplement,1200,600,600-1200 mg,1,male_female,<>,Adaptogenic herb for stress and cortisol management,"Take 600-1,200mg of Ashwagandha with meals daily for stress reduction, cortisol management, sleep quality, and adaptogenic benefits",With meals,SUP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 600-1,200mg of Ashwagandha with meals daily for stress reduction, cortisol management, sleep quality, and adaptogenic benefits",Adaptogenic herb for stress and cortisol management,SUP,024,Ashwagandha: Supplement
recRTk82CFFbZIZ9S,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",SUP025-SINGLE,"recwtXkPSEQgyddmt, recPiW3K4dhWi31Xh, recL8dpnjNSzBJp2L, recX6IiQRem8pQ14z, recAm1sha0xsNnVoG, recdABLj65LlSCrvr, recntmFnf3bSSe2DB","recxJqmq5ipZMLJsj, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recqea20SA5Y5BaIw","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:32:15.000Z,"recw8yD8LM00k1glh, recPcuHbt6EQljnTS, recgQFP6CsuqdN1pw",,Vitamin K2 supports bone and cardiovascular health by regulating calcium metabolism. Most important when taking vitamin D or for those at osteoporosis risk.,,,25,"recwtXkPSEQgyddmt, recntmFnf3bSSe2DB, recAm1sha0xsNnVoG, recX6IiQRem8pQ14z, recPiW3K4dhWi31Xh, recL8dpnjNSzBJp2L, recdABLj65LlSCrvr","recXiq3Os05QJJki4, recqea20SA5Y5BaIw, rec8o1wlo0olBMl8A, recxJqmq5ipZMLJsj",,,recwIwB9znK0kB3Xg,recLuAlDIETnvUUtO,recBUzFq2Pumf3A0F,150,21,Supplement,200,100,100-200 µg,1,male_female,<>,Fat-soluble vitamin for bone and cardiovascular health,"Take 100-200mcg of Vitamin K2 with meals daily for bone health, cardiovascular protection, and calcium metabolism optimization",With meals,SUP,rec0bCCIGsoIoxokH,µg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 100-200mcg of Vitamin K2 with meals daily for bone health, cardiovascular protection, and calcium metabolism optimization",Fat-soluble vitamin for bone and cardiovascular health,SUP,025,Vitamin K2: Supplement
recBYWzN6FRmP1yFr,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",SUP026-SINGLE,recPiW3K4dhWi31Xh,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:32:21.000Z,"recIHIxgXQE6NBA0m, recCzDXebED8MF9Od, recPXpZaBQ69ibIeQ, recTD6S0CoD3zysKD",,Niacin (vitamin B3) can lower LDL and triglycerides and raise HDL; used at high doses under clinical guidance for dyslipidemia.,,,25,recPiW3K4dhWi31Xh,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recNIce5Dd6gMd1Gj,150,21,OTC Medication,1000,500,500-1000 mg,1,male_female,<>,B vitamin for cholesterol management,"Take 500-1,000mg of Niacin with meals daily for cholesterol management, NAD+ precursor benefits, and cardiovascular health",With meals,SUP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 500-1,000mg of Niacin with meals daily for cholesterol management, NAD+ precursor benefits, and cardiovascular health",B vitamin for cholesterol management,SUP,026,Niacin: OTC Medication
recgHjOqTOirOfCmU,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",SUP027-SINGLE,"receYj9nbAEGPBxFl, recPiW3K4dhWi31Xh, recw2hqgZfllcjFso, recDBJLAkc5CAfBm3","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:32:29.000Z,"recJYuPQsqxn4YQux, recUqZTwGYdWh20kp, rec4cF6tYEK95ruyo, recvPyTYk8n68PpL1",,Low-dose aspirin may reduce heart attack or stroke risk in some high-risk adults; not for general prevention without provider input.,"receYj9nbAEGPBxFl, recw2hqgZfllcjFso","recSy02sgRnjfOkHE, recELBnyZAf0mIQH6",25,"recPiW3K4dhWi31Xh, recDBJLAkc5CAfBm3",,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recQHvehcpqzOPO6r,150,21,OTC Medication,100,75,75-100 mg,1,male_female,<>,Antiplatelet therapy for cardiovascular protection,"Take 75-100mg of Low-Dose Aspirin with meals daily for cardiovascular protection, stroke prevention, and anti-inflammatory effects",With meals,SUP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 75-100mg of Low-Dose Aspirin with meals daily for cardiovascular protection, stroke prevention, and anti-inflammatory effects",Antiplatelet therapy for cardiovascular protection,SUP,027,Low-Dose Aspirin: OTC Medication
rec7WBtHpMlUCtYtT,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP001-SINGLE,"recDUx81XNYUkBLRH, receYj9nbAEGPBxFl, recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recPiW3K4dhWi31Xh",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:32:38.000Z,"recFBI5gaQoMCzBJD, recwyAHuSPh9Wym00, recHG33xSFrAb1gEd, recBq26uKb3AVSBC4",,"Dual GLP-1/GIP agonist for major glucose, weight, and cardiovascular risk reduction. Most potent class for obesity/metabolic syndrome.",receYj9nbAEGPBxFl,,35,"recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recPiW3K4dhWi31Xh, recDUx81XNYUkBLRH",,,,"recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recQAXH8yH8qixaIE,150,21,GLP/GIP Agonist,10,5,5-10 mg,7,male_female,<>,Dual incretin receptor agonist for metabolic health,"Take 5-10mg of Tirzepatide at any time weekly for metabolic optimization, weight management, insulin sensitivity, and potential longevity benefits",Any,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 5-10mg of Tirzepatide at any time weekly for metabolic optimization, weight management, insulin sensitivity, and potential longevity benefits",Dual incretin receptor agonist for metabolic health,PEP,001,Tirzepatide: GLP/GIP Agonist
recN0RQzSEzIQxBZE,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP002(i)-SINGLE,"recf4HtvFUqMhyhdh, recC0mB1LyNGjDyld, recierVNozpgZdLZH, recAdUWMgWMZS3qKI, receYj9nbAEGPBxFl, recBA3iQ4lGJtC2nM, recw2hqgZfllcjFso, recDBJLAkc5CAfBm3, recPiW3K4dhWi31Xh, recfQt6B5C5wmZDqn, recHHlPLn8pdw89yH, recyUWBp7cedeahQO, rec78IoEbAaGCIfPe, recRgCjpkw99U68vD, recuJaoMbqZ3GOYdw","reccxH7AESy9vvBPo, recbIfUESzC18eAIL, recyKRTIlX4Jux2W0, recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recoiAahhmbWcaNoa","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:32:50.000Z,"recHJ8X1mcBrbS4JZ, recOIkO2bz4xCm6yb, rec6NK7KjzP7sziwa",(i),"Lowers blood glucose, promotes weight loss, and reduces cardiovascular events; foundational for metabolic and cardiometabolic health.",recDBJLAkc5CAfBm3,,100,"recfQt6B5C5wmZDqn, receYj9nbAEGPBxFl, recHHlPLn8pdw89yH, recRgCjpkw99U68vD, recuJaoMbqZ3GOYdw, rec78IoEbAaGCIfPe, recyUWBp7cedeahQO, recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recC0mB1LyNGjDyld, recAdUWMgWMZS3qKI, recPiW3K4dhWi31Xh, recw2hqgZfllcjFso, recBA3iQ4lGJtC2nM","recSy02sgRnjfOkHE, recELBnyZAf0mIQH6, reccxH7AESy9vvBPo, recbIfUESzC18eAIL, recyKRTIlX4Jux2W0, recoiAahhmbWcaNoa",,,recwIwB9znK0kB3Xg,recLuAlDIETnvUUtO,recq3J4Ps8fMpkwII,150,21,GLP-1 Agonist,2.4,1,1-2.4 mg,7,male_female,<>,Incretin mimetic for metabolic optimization,"Take 1-2.4mg of Semaglutide at any time weekly for metabolic health, weight optimization, cardiovascular protection, and neuroprotection",Any,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 1-2.4mg of Semaglutide at any time weekly for metabolic health, weight optimization, cardiovascular protection, and neuroprotection",Incretin mimetic for metabolic optimization,PEP,002,Semaglutide: GLP-1 Agonist
recLpKyJ2dam4PxO9,2025-09-27T17:32:53.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP002(ii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:33:14.000Z,,(ii),,,,,,,,,,,recmDsgoUwQ7BfmiF,150,21,GLP-1 Agonist,3,1.2,1.2-3 mg,1,male_female,<>,Incretin mimetic for metabolic optimization,"Take 1.2-3mg of Liraglutide at any time daily for metabolic optimization, appetite regulation, and cardiovascular benefits",Any,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 1.2-3mg of Liraglutide at any time daily for metabolic optimization, appetite regulation, and cardiovascular benefits",Incretin mimetic for metabolic optimization,PEP,002,Liraglutide: GLP-1 Agonist
rectSvR0DGkWchk46,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP003-STACK,"recf4HtvFUqMhyhdh, recC0mB1LyNGjDyld, recierVNozpgZdLZH, recAdUWMgWMZS3qKI, receYj9nbAEGPBxFl, recDBJLAkc5CAfBm3, recfQt6B5C5wmZDqn, recHHlPLn8pdw89yH, recPiW3K4dhWi31Xh, recyUWBp7cedeahQO","reccxH7AESy9vvBPo, recbIfUESzC18eAIL, recyKRTIlX4Jux2W0, recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recoiAahhmbWcaNoa","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:59:45.000Z,"reci85XjmgHjnCB9m, recDB0nqXJftzQi9R, recFcpuijUskcqZtV, recJIujgpWIaEhAAA, recUWOuxNHAntuSCB",,"Stacking GHRH analog (CJC-1295) and secretagogue (ipamorelin) mimics physiologic GH pulses, supporting muscle, recovery, and fat loss. Well-tolerated, often used in age-related GH decline.","receYj9nbAEGPBxFl, recC0mB1LyNGjDyld","recSy02sgRnjfOkHE, recELBnyZAf0mIQH6",100,"recfQt6B5C5wmZDqn, recHHlPLn8pdw89yH, recyUWBp7cedeahQO, recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recPiW3K4dhWi31Xh, recDBJLAkc5CAfBm3","reccxH7AESy9vvBPo, recbIfUESzC18eAIL, recyKRTIlX4Jux2W0, recoiAahhmbWcaNoa","Take 100-200mcg of CJC-1295 (before bed) and 200-300mcg of Ipamorelin (empty stomach) every 3 days for natural growth hormone optimization, body composition improvement, enhanced recovery, muscle preservation, and metabolic benefits","Synergistic peptide combination that optimizes natural growth hormone release - CJC-1295 provides sustained GHRH stimulation while Ipamorelin offers pulsatile GHRP activation. Together they enhance body composition, recovery, and anti-aging benefits with minimal side effects.","recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recrRDZRj2UTjX1Wc,150,21,Growth Hormone Peptide,200,100,100-200 µg,3,male_female,<>,GHRH analog for growth hormone optimization,"Take 100-200mcg of CJC-1295 before bed every 3 days for growth hormone optimization, muscle preservation, fat metabolism, and recovery enhancement",Before bed,PEP,rec0bCCIGsoIoxokH,µg,rec5W034jGhhONMRM,150,21,Growth Hormone Peptide,300,200,200-300 µg,3,male_female,<>,Empty stomach,PEP,rec0bCCIGsoIoxokH,µg,,,,,,,,,,,,,,,STACK,"Take 100-200mcg of CJC-1295 (before bed) and 200-300mcg of Ipamorelin (empty stomach) every 3 days for natural growth hormone optimization, body composition improvement, enhanced recovery, muscle preservation, and metabolic benefits","Synergistic peptide combination that optimizes natural growth hormone release - CJC-1295 provides sustained GHRH stimulation while Ipamorelin offers pulsatile GHRP activation. Together they enhance body composition, recovery, and anti-aging benefits with minimal side effects.",PEP,003,CJC-1295 + Ipamorelin Stack
recWaxSdkoYowWptr,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP004-SINGLE,"recwtXkPSEQgyddmt, recierVNozpgZdLZH","recyKRTIlX4Jux2W0, recVHWlB26jWt9Ij9, recxJqmq5ipZMLJsj, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:33:46.000Z,"recRm2ApbeBAGkRR3, rec4Dopelk5bwlWhp, recJkpz67yD45h0d5, rec1QjfWhAnvBCLBH",,"Promotes rapid tendon, ligament, and gut healing, reduces inflammation. Useful for injury recovery and gut barrier support.",,,20,"recwtXkPSEQgyddmt, recierVNozpgZdLZH","recVHWlB26jWt9Ij9, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recyKRTIlX4Jux2W0, recxJqmq5ipZMLJsj",,,"recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,rec7WMU4topbcodMF,150,21,Healing Peptide,500,250,250-500 µg,1,male_female,<>,Gastric pentadecapeptide for tissue repair,"Take 250-500mcg of BPC-157 on empty stomach daily for tissue repair, gut health, injury recovery, and systemic healing support",Empty stomach,PEP,rec0bCCIGsoIoxokH,µg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 250-500mcg of BPC-157 on empty stomach daily for tissue repair, gut health, injury recovery, and systemic healing support",Gastric pentadecapeptide for tissue repair,PEP,004,BPC-157: Healing Peptide
recEt38gYzl5Uj7EX,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP005-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:33:50.000Z,"recMC5jrkGqHlfSwv, recnOfXJOhXcqWRlh, recAJyQN5fsVxIQhx",,"Enhances tissue repair, angiogenesis, and wound healing. Frequently stacked with BPC-157 for difficult injuries or post-op.",,,15,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recexQanBHm8Pnf3e,150,21,Healing Peptide,5,2,2-5 mg,7,male_female,<>,Thymosin beta-4 fragment for tissue regeneration,"Take 2-5mg of TB-500 at any time weekly for tissue regeneration, injury recovery, cardiovascular health, and anti-inflammatory effects",Any,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 2-5mg of TB-500 at any time weekly for tissue regeneration, injury recovery, cardiovascular health, and anti-inflammatory effects",Thymosin beta-4 fragment for tissue regeneration,PEP,005,TB-500: Healing Peptide
recniL0lWjVJJokug,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP006-STACK,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:59:45.000Z,"recjDcjOFVdna0Obz, recShlUPa5BzDuZC1, recApcukx2cgnxbka",,"Clinically synergistic stack for advanced healing of soft tissue, tendon, ligament, and muscle injuries. Used by top sports medicine clinics.",,,15,,,"Take 250-500mcg of BPC-157 (empty stomach daily) and 2-5mg of TB-500 (any time weekly) for accelerated tissue repair, injury recovery, gut health optimization, cardiovascular protection, and comprehensive healing support","Powerful healing peptide combination - BPC-157 promotes gut health and localized tissue repair while TB-500 enhances systemic tissue regeneration and cardiovascular health. Together they accelerate healing, reduce inflammation, and support comprehensive tissue maintenance.","recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,rec7WMU4topbcodMF,150,21,Healing Peptide,500,250,250-500 µg,1,male_female,<>,Gastric pentadecapeptide for tissue repair,"Take 250-500mcg of BPC-157 on empty stomach daily for tissue repair, gut health, injury recovery, and systemic healing support",Empty stomach,PEP,rec0bCCIGsoIoxokH,µg,recexQanBHm8Pnf3e,150,21,Healing Peptide,5,2,2-5 mg,7,male_female,<>,Any,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,STACK,"Take 250-500mcg of BPC-157 (empty stomach daily) and 2-5mg of TB-500 (any time weekly) for accelerated tissue repair, injury recovery, gut health optimization, cardiovascular protection, and comprehensive healing support","Powerful healing peptide combination - BPC-157 promotes gut health and localized tissue repair while TB-500 enhances systemic tissue regeneration and cardiovascular health. Together they accelerate healing, reduce inflammation, and support comprehensive tissue maintenance.",PEP,006,BPC-157 + TB-500 Stack
recgKfnDcYPAgWKHE,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP007-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:34:13.000Z,"recMC5jrkGqHlfSwv, recnOfXJOhXcqWRlh, recAJyQN5fsVxIQhx, recjDcjOFVdna0Obz, recShlUPa5BzDuZC1, recApcukx2cgnxbka, recgLINzrBvSzjc3r",,"Telomerase activator, shown to lengthen telomeres, restore circadian rhythms, and reduce cardiovascular/cancer mortality in older adults.",,,15,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recpDB5ecJ00WKTZW,150,21,Longevity Peptide,20,10,10-20 mg,1,male_female,<>,Telomerase activator for cellular aging,"Take 10-20mg of Epitalon before bed daily for telomerase activation, cellular aging reversal, circadian rhythm regulation, and longevity enhancement",Before bed,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 10-20mg of Epitalon before bed daily for telomerase activation, cellular aging reversal, circadian rhythm regulation, and longevity enhancement",Telomerase activator for cellular aging,PEP,007,Epitalon: Longevity Peptide
recapEFmJYjrL6jpK,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP008-SINGLE,,"recxJqmq5ipZMLJsj, recXiq3Os05QJJki4, rec8o1wlo0olBMl8A","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:34:18.000Z,,,Thymic peptide with immune-enhancing and possible longevity effects. Dramatic mortality reduction seen when stacked with Epitalon in human studies.,,,10,,"recXiq3Os05QJJki4, rec8o1wlo0olBMl8A, recxJqmq5ipZMLJsj",,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recNlSRkXLfwq2IDp,150,21,Immune Peptide,10,5,5-10 mg,3,male_female,<>,Thymic peptide for immune system support,"Take 5-10mg of Thymalin at any time every 3 days for immune system optimization, thymic function restoration, and healthy aging",Any,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 5-10mg of Thymalin at any time every 3 days for immune system optimization, thymic function restoration, and healthy aging",Thymic peptide for immune system support,PEP,008,Thymalin: Immune Peptide
recTRaueW58CTs55v,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP009-STACK,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:59:45.000Z,,,"Best-evidence human peptide stack for mortality reduction, immune rejuvenation, and healthy aging.",,,10,,,"Take 10-20mg of Epitalon (before bed daily) and 5-10mg of Thymalin (any time every 3 days) for telomerase activation, immune system restoration, circadian rhythm optimization, cellular aging reversal, and comprehensive longevity enhancement",Complementary peptides targeting cellular aging and immune function - Epitalon activates telomerase and regulates circadian rhythms while Thymalin restores thymic function and immune competence. Together they address two key pillars of healthy aging.,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recpDB5ecJ00WKTZW,150,21,Longevity Peptide,20,10,10-20 mg,1,male_female,<>,Telomerase activator for cellular aging,"Take 10-20mg of Epitalon before bed daily for telomerase activation, cellular aging reversal, circadian rhythm regulation, and longevity enhancement",Before bed,PEP,recBxCQOAdMmOV1Hi,mg,recNlSRkXLfwq2IDp,150,21,Immune Peptide,10,5,5-10 mg,3,male_female,<>,Any,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,STACK,"Take 10-20mg of Epitalon (before bed daily) and 5-10mg of Thymalin (any time every 3 days) for telomerase activation, immune system restoration, circadian rhythm optimization, cellular aging reversal, and comprehensive longevity enhancement",Complementary peptides targeting cellular aging and immune function - Epitalon activates telomerase and regulates circadian rhythms while Thymalin restores thymic function and immune competence. Together they address two key pillars of healthy aging.,PEP,009,Epitalon + Thymalin Stack
recKfsD4Kgd3T8dyJ,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP010-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:34:36.000Z,,,"Mitochondrial peptide improving insulin sensitivity, energy, metabolic health. Early human data promising for frailty, metabolic syndrome.",,,10,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recGVkHpd317rez70,150,21,Mitochondrial Peptide,20,10,10-20 mg,3,male_female,<>,Mitochondrial-derived peptide for metabolism,"Take 10-20mg of MOTS-c in the morning every 3 days for mitochondrial function, metabolic optimization, exercise capacity, and longevity",Morning,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 10-20mg of MOTS-c in the morning every 3 days for mitochondrial function, metabolic optimization, exercise capacity, and longevity",Mitochondrial-derived peptide for metabolism,PEP,010,MOTS-c: Mitochondrial Peptide
recG9BmyzPJTCiHVE,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP011-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:34:39.000Z,,,"Mitochondrial-derived peptide protecting neurons, enhancing insulin sensitivity, and showing longevity effects in animal studies.",,,10,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recKppKaieMXHdHtT,150,21,Mitochondrial Peptide,10,5,5-10 mg,3,male_female,<>,Neuroprotective mitochondrial peptide,"Take 5-10mg of Humanin at any time every 3 days for neuroprotection, mitochondrial health, cellular survival, and cognitive preservation",Any,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 5-10mg of Humanin at any time every 3 days for neuroprotection, mitochondrial health, cellular survival, and cognitive preservation",Neuroprotective mitochondrial peptide,PEP,011,Humanin: Mitochondrial Peptide
