record_id,From field: source_calculated_metric,age_max,age_min,aggregation_period,baseline_consistency,binary_threshold,calc_metric_count,calculation_formula,calculation_type,categorical_filter_threshold,completion_based,composite_weighted_component_1,composite_weighted_component_2,composite_weighted_component_3,composite_weighted_component_4,constrained_weekly_allowance,created,created_by,custom_use_case,data_source_type,data_source_type_detail,description,first_term,gender,healthkit_data_type,healthkit_equivalent,identifier,intake_metrics_map,last_modified_by,last_modified_time,metric_count,minimum_frequency,name,pillar,proportional,proportional_frequency_hybrid,raw_identifier,required_interval_months,risk_level,screening_type,sleep_composite,sleep_composite_component_1,sleep_composite_component_2,source(s)_calculated_metric,source_metric(s),survey_question_map,target_value,time_filter_type,total_count,ui_display (from unit_identifier),unit_identifier,weekend_variance,weekly_elimination,zone_based
rec7K3BZOSteS0STt,recqMKjjVRs1RrQeo,,,daily,,,0,SUM(legume_serving) WHERE DATE(datetime_combined) = target_date AND time between 16:01 and 24:00,sum,,,,,,,,2025-09-12T15:30:31.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,"Total legume servings consumed per day at dinner, aggregated from all legume sources",,,wellpath,,daily_legume_serving_dinner_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,1,,Daily Legume Servings: Dinner,recgGEypX3ghJay5R,,,legume_serving,,,,,,,,recOGyfPPsAJH0a1z,,,dinner,1,Servings,recZBMdCzE5sRxqOQ,,,
recxDkvF3GvJXSwer,recWQ5WqXRynWx7hM,,,daily,,,0,COUNT(DISTINCT(legume_source_type.source_option_id)) WHERE DATE(datetime_combined) = target_date AND source_option_id IN (SELECT id FROM source_options WHERE category = 'legume_sources'),count_distinct,,,,,,,,2025-09-14T15:36:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Number of different legume sources consumed per day,,,wellpath,,daily_legume_source_count_count_distinct,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,,Daily Legume Source Count,recgGEypX3ghJay5R,,,legume_source_count,,,,,,,,recZb4SQfXZb0tMcT,,,none,1,Sources,recLchvv5oHiyA236,,,
recWQ5WqXRynWx7hM,,,,weekly,,,1,COUNT(DISTINCT(daily_legume_source_count.source_option_id)) WHERE date >= week_start AND date <= week_end AND source_option_id IN (SELECT id FROM source_options WHERE category = 'legume_sources'),count_distinct,,,,"recrJi4XhS5cEywjX, recqKsbiDN4yjoM4k",,,,2025-09-14T15:36:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,calculated_only,Summary count of different legume sources consumed over a week,,,wellpath,,weekly_legume_source_summary_count_distinct,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,0,,Weekly Legume Source Summary,recgGEypX3ghJay5R,,,legume_source_summary,,,,,,,recxDkvF3GvJXSwer,,,,none,1,Sources,recLchvv5oHiyA236,,,
recY4H2UF05Uu1xer,,,,daily,,,5,daily_fruit_serving_breakfast + daily_protein_servings_breakfast + daily_vegetable_serving_breakfast + daily_whole_grain_serving_breakfast + daily_legume_serving_breakfast,sum,,,,,,,,2025-09-14T15:36:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,multiple,calculated_only,Total food group servings consumed at breakfast,,,wellpath,,daily_breakfast_servings_total_breakfast_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,0,,Breakfast Total Servings,recgGEypX3ghJay5R,,,breakfast_servings_total,,,,,,,"recLiyx9n4sjxZFI1, recEuLfcionAEHuxo, rec71BD8UohNw7mTL, recgYUj84IikG1ron, reccCEe8PGjqhzmyY",,,,breakfast,5,Servings,recZBMdCzE5sRxqOQ,,,
recOgMyuq9svPrOWv,,,,daily,,,5,daily_fruit_serving_lunch + daily_protein_servings_lunch + daily_vegetable_serving_lunch + daily_whole_grain_serving_lunch + daily_legume_serving_lunch,sum,,,,,,,,2025-09-12T19:00:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,multiple,calculated_only,Total food group servings consumed at lunch,,,wellpath,,daily_lunch_servings_total_lunch_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,0,,Lunch Total Servings,recgGEypX3ghJay5R,,,lunch_servings_total,,,,,,,"recQdU3aMAVBH4CsO, recymReSeyd1ZawKw, recwpzjlVmB8XGaiq, rec0PvlSlxiYV1h2j, recBiDT0P3XU60LM7",,,,lunch,5,Servings,recZBMdCzE5sRxqOQ,,,
recqMKjjVRs1RrQeo,,,,daily,,,5,daily_fruit_serving_dinner + daily_protein_servings_dinner + daily_vegetable_serving_dinner + daily_whole_grain_serving_dinner + daily_legume_serving_dinner,sum,,,,,,,,2025-09-12T18:07:21.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,multiple,calculated_only,Total food group servings consumed at dinner,,,wellpath,,daily_dinner_servings_total_dinner_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,0,,Dinner Total Servings,recgGEypX3ghJay5R,,,dinner_servings_total,,,,,,,"recrE8ZPjgqmWUN0M, recHkmXhLhadFGYHD, recBwvFfJzV6wHkew, recUbZz7Nzn1EnQSM, rec7K3BZOSteS0STt",,,,dinner,5,Servings,recZBMdCzE5sRxqOQ,,,
recotgSzXqGTB3P3X,,,,daily,,"rectXlgekFeo2vO1K, reclHuzoq7FdIlFZA",3,(daily_polyunsatirated_fat + daily_monounsaturated_fat)/daily_saturated_fat WHERE DATE(datetime_combined) = target_date,custom_calc,,,,,,,,2025-09-24T03:56:54.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,multiple,calculated_only,Daily ratio of polyunsaturated and monounsaturated fats to saturated fats,,,wellpath,,daily_healthy_fat_ratio_custom_calc,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:13:29.000Z,0,,Healthy Fat Ratio,recgGEypX3ghJay5R,,,healthy_fat_ratio,,,,,,,"rec5EZ5sgEZ5e4atX, recGGQXQS9u5pAgx6, reckOw3VbzkNuvzAH",,,,none,3,Ratio,recTzBVvTGBKg8nSv,,,
rec5EZ5sgEZ5e4atX,recotgSzXqGTB3P3X,,,daily,,,0,SUM(polyunsaturated_fat_consumed) WHERE DATE(datetime_combined) = target_date,sum,,,,,,,,2025-09-24T01:23:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Total polyunsaturated fat consumed in grams per day,,,quantity,HKQuantityTypeIdentifierDietaryFatPolyunsaturated,daily_polyunsaturated_fat_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:28:36.000Z,1,,Daily Polyunsaturated Fat (g),recgGEypX3ghJay5R,,,polyunsaturated_fat,,,,,,,,rec5nE0V1s7l7OHPx,,,none,1,Grams,recBuF3n8IQ2v0Io8,,,
recGGQXQS9u5pAgx6,recotgSzXqGTB3P3X,,,daily,,,0,SUM(monounsaturated_fat_consumed) WHERE DATE(datetime_combined) = target_date,sum,,,,,,,,2025-09-24T01:23:46.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Total monounsaturated fat consumed in grams per day,,,quantity,HKQuantityTypeIdentifierDietaryFatMonounsaturated,daily_monounsaturated_fat_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:28:40.000Z,1,,Daily Monounaturated Fat (g),recgGEypX3ghJay5R,,,monounsaturated_fat,,,,,,,,recRs5IzM2ApHJYv0,,,none,1,Grams,recBuF3n8IQ2v0Io8,,,
reckOw3VbzkNuvzAH,"recwzQVaHdpJnCmDs, recotgSzXqGTB3P3X",,,daily,,,0,SUM(saturated_fat_consumed) WHERE DATE(datetime_combined) = target_date,sum,,,,,,,,2025-09-14T15:32:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Total saturated fat consumed in grams per day,,,quantity,HKQuantityTypeIdentifierDietaryFatSaturated,daily_saturated_fat_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,,Daily Saturated Fat (g),recgGEypX3ghJay5R,,,saturated_fat,,,,,,,,recFlBDZAW3xbNpPG,,,none,1,Grams,recBuF3n8IQ2v0Io8,,,
recwzQVaHdpJnCmDs,,,,daily,,,1,(daily_saturated_fat * 9) / daily_calories * 100 WHERE DATE(datetime_combined) = target_date,divide,,,,,,,,2025-09-12T15:23:52.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,multiple,both,Calculates the percentage of daily calories that come from saturated fat. Used to monitor compliance with dietary guidelines recommending <10% of calories from saturated fat.,calculated_metric,,wellpath,,daily_saturated_fat_percentage_divide,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,,Saturated Fat Percentage,recgGEypX3ghJay5R,,,saturated_fat_percentage,,,,,,,reckOw3VbzkNuvzAH,reccKaclsbPfWXXMt,,,none,2,Percent,recIIRqObbADMucrw,,,
recF1PLK58NqkBCbH,,,,daily,,,0,SUM(saturated_fat_consumed) WHERE DATE(datetime_combined) = target_date AND time between 06:00 and 10:30,sum,,,,,,,,2025-09-14T15:32:03.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,"Total Saturated Fat consumed per day at breakfast, aggregated from all Saturated Fat sources",,,wellpath,,daily_saturated_fat_breakfast_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,1,,Daily Saturated Fat: Breakfast,recgGEypX3ghJay5R,,,saturated_fat,,,,,,,,recFlBDZAW3xbNpPG,,,breakfast,1,Grams,recBuF3n8IQ2v0Io8,,,
recvAUAjSDhDk73mC,,,,daily,,,0,SUM(saturated_fat_consumed) WHERE DATE(datetime_combined) = target_date AND time between 10:31 and 16:00,sum,,,,,,,,2025-09-14T15:32:03.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,"Total Saturated Fat consumed per day at lunch, aggregated from all Saturated Fat sources",,,wellpath,,daily_saturated_fat_lunch_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,1,,Daily Saturated Fat: Lunch,recgGEypX3ghJay5R,,,saturated_fat,,,,,,,,recFlBDZAW3xbNpPG,,,lunch,1,Grams,recBuF3n8IQ2v0Io8,,,
recKgEKAeyOiOmNqZ,,,,daily,,,0,SUM(saturated_fat_consumed) WHERE DATE(datetime_combined) = target_date AND time between 16:01 and 24:00,sum,,,,,,,,2025-09-12T18:07:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,"Total Saturated Fat consumed per day at dinner, aggregated from all Saturated Fat sources",,,wellpath,,daily_saturated_fat_dinner_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,1,,Daily Saturated Fat: Dinner,recgGEypX3ghJay5R,,,saturated_fat,,,,,,,,recFlBDZAW3xbNpPG,,,dinner,1,Grams,recBuF3n8IQ2v0Io8,,,
recOvYr08Rj2iPdHc,,,,daily,,,0,COUNT(healthy_fat_swap) WHERE DATE(datetime_combined) = target_date,count,,,,,,,,2025-09-14T15:18:43.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Number of times unhealthy fats were replaced with healthy fat alternatives per day,,,wellpath,,daily_healthy_fat_swaps_count,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,,Daily Healthy Fat Swaps,recgGEypX3ghJay5R,,,healthy_fat_swaps,,,,,,,,recjzb5xcD3y5mxvM,,,none,1,Count,recUsyv8C6CRDGvps,,,
rece1ZK4voGB41Isw,,,,daily,,,0,COUNT(healthy_fat_swap) WHERE DATE(datetime_combined) = target_date AND time between 06:00 and 10:30,count,,,,,,,,2025-09-14T15:18:43.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,"Total Healthy Fat Swaps per day at breakfast, aggregated from all Healthy Fat Swaps sources",,,wellpath,,daily_healthy_fat_swap_breakfast_count,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,1,,Daily Healthy Fat Swaps: Breakfast,recgGEypX3ghJay5R,,,healthy_fat_swap,,,,,,,,recjzb5xcD3y5mxvM,,,breakfast,1,Count,recUsyv8C6CRDGvps,,,
recuMRBCfJVSLVloK,,,,daily,,,0,COUNT(healthy_fat_swap) WHERE DATE(datetime_combined) = target_date AND time between 10:31 and 16:00,count,,,,,,,,2025-09-14T15:18:43.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,"Total healthy fat swap servings consumed per day at lunch, aggregated from all healthy fat swap sources",,,wellpath,,daily_healthy_fat_swap_lunch_count,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,1,,Daily Healthy Fat Swaps: Lunch,recgGEypX3ghJay5R,,,healthy_fat_swap,,,,,,,,recjzb5xcD3y5mxvM,,,lunch,1,Count,recUsyv8C6CRDGvps,,,
reclyzlCZnvczhmnC,,,,daily,,,0,COUNT(healthy_fat_swap) WHERE DATE(datetime_combined) = target_date AND time between 16:01 and 24:00,count,,,,,,,,2025-09-12T15:19:04.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,"Total healthy fat swap servings consumed per day at dinner, aggregated from all healthy fat swap sources",,,wellpath,,daily_healthy_fat_swap_dinner_count,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,1,,Daily Healthy Fat Swaps: Dinner,recgGEypX3ghJay5R,,,healthy_fat_swap,,,,,,,,recjzb5xcD3y5mxvM,,,dinner,1,Count,recUsyv8C6CRDGvps,,,
recE3KUr5KLsnjvl8,,,,daily,,,1,COUNT(healthy_fat_usage) WHERE DATE(datetime_combined) = target_date,count,,,,,,,,2025-09-14T15:28:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,calculated_only,Number of times healthy (polyunsaturated + monounsaturated) fats were consumed per day,,,wellpath,,daily_healthy_fat_usage_count,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-07T17:59:35.000Z,0,,Daily Healthy Fat Usage,recgGEypX3ghJay5R,,,healthy_fat_usage,,,,,,,recqo2sCnSEYTjVr8,,recVgJPCjl6bFrxTF,,none,1,Count,recUsyv8C6CRDGvps,,,
recmENRXYHGWp779L,,,,daily,,,1,,count,,,,,,,,2025-09-26T21:03:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,calculated_only,Number of times unhealthy (saturated) fats were condumed per day,,,wellpath,,daily_unhealthy_fat_usage_count,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:07:15.000Z,0,,Daily Unhealthy Fat Usage,,,,unhealthy_fat_usage,,,,,,,recqo2sCnSEYTjVr8,,,,none,1,Count,recUsyv8C6CRDGvps,,,
recqo2sCnSEYTjVr8,"reclSOi3jmyJCLxyM, recE3KUr5KLsnjvl8, recmENRXYHGWp779L",,,daily,,recvDHuDqvfNkflNw,0,COUNT(DISTINCT(fat_source_type.source_option_id)) WHERE DATE(datetime_combined) = target_date AND source_option_id IN (SELECT id FROM source_options WHERE category = 'fat_sources'),count_distinct,,,,,,,,2025-09-24T01:27:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Number of different fat sources consumed per day,,,wellpath,,daily_fat_source_count_count_distinct,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:05:40.000Z,1,,Daily Fat Source Count,recgGEypX3ghJay5R,,,fat_source_count,,,,,,,,rectMLBlRfTVKEUmJ,,,none,1,Sources,recLchvv5oHiyA236,,,
reclSOi3jmyJCLxyM,,,,weekly,,,1,COUNT(DISTINCT(daily_fat_source_count.source_option_id)) WHERE date >= week_start AND date <= week_end AND source_option_id IN (SELECT id FROM source_options WHERE category = 'fat_sources'),count_distinct,,,,,,,,2025-09-24T01:36:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,calculated_only,Summary count of different fat sources consumed over a week,,,wellpath,,weekly_fat_source_summary_count_distinct,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,0,,Weekly Fat Source Summary,recgGEypX3ghJay5R,,,fat_source_summary,,,,,,,recqo2sCnSEYTjVr8,,,,none,1,Sources,recLchvv5oHiyA236,,,
recaOSieHgikeIksD,,,,daily,,,0,SUM(ultraprocessed_food_serving) WHERE DATE(datetime_combined) = target_date,sum,,,,,,,,2025-09-14T15:28:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Number of ultraprocessed food servings consumed per day,,,wellpath,,daily_ultraprocessed_food_servings_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,"recbOUe3YArBODXBA, recmEevwyxz1wMHkQ",Daily Ultraprocessed Food Servings,recgGEypX3ghJay5R,,,ultraprocessed_food_servings,,,,,,,,recNjyT4Wj1DIqywi,,,none,1,Servings,recZBMdCzE5sRxqOQ,,rec5fd4nCeqpYkCtn,
rec8zRBa4sBPkeBAk,,,,daily,,,0,SUM(ultraprocessed_food_serving) WHERE DATE(datetime_combined) = target_date AND time between 06:00 and 10:30,sum,,,,,,,,2025-09-14T15:28:42.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,"Total ultraprocessed food servings consumed per day at breakfast, aggregated from all ultraprocessed food sources",,,wellpath,,daily_ultraprocessed_food_serving_breakfast_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,1,,Daily Ultraprocessed Food Servings: Breakfast,recgGEypX3ghJay5R,,,ultraprocessed_food_serving,,,,,,,,recNjyT4Wj1DIqywi,,,breakfast,1,Servings,recZBMdCzE5sRxqOQ,,,
recG5r0B2rnihsElx,,,,daily,,,0,SUM(ultraprocessed_food_serving) WHERE DATE(datetime_combined) = target_date AND time between 10:31 and 16:00,sum,,,,,,,,2025-09-12T15:18:49.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,"Total ultraprocessed food servings consumed per day at lunch, aggregated from all ultraprocessed food sources",,,wellpath,,daily_ultraprocessed_food_serving_lunch_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,1,,Daily Ultraprocessed Food Servings: Lunch,recgGEypX3ghJay5R,,,ultraprocessed_food_serving,,,,,,,,recNjyT4Wj1DIqywi,,,lunch,1,Servings,recZBMdCzE5sRxqOQ,,,
rec2lPc6KWn7kiyFC,,,,daily,,,0,SUM(ultraprocessed_food_serving) WHERE DATE(datetime_combined) = target_date AND time between 16:01 and 24:00,sum,,,,,,,,2025-09-12T18:08:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,"Total ultraprocessed food servings consumed per day at dinner, aggregated from all ultraprocessed food sources",,,wellpath,,daily_ultraprocessed_food_serving_dinner_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,1,,Daily Ultraprocessed Food Servings: Dinner,recgGEypX3ghJay5R,,,ultraprocessed_food_serving,,,,,,,,recNjyT4Wj1DIqywi,,,dinner,1,Servings,recZBMdCzE5sRxqOQ,,,
recYLPMMzs0JXY9lU,,,,daily,,"recAKJy1t0Ha4bR0n, rec2il5ncz63fa0vG",0,SUM(processed_meat_serving) WHERE DATE(datetime_combined) = target_date,sum,,,,,,,,2025-09-14T15:15:59.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Total processed meat servings consumed per day,,,wellpath,,daily_processed_meat_serving_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-07T17:48:49.000Z,1,,Daily Processed Meat Serving,recgGEypX3ghJay5R,,,processed_meat_serving,,,,,,,,reco9DeFYVedQuQ3V,reca3iswGajoVcX6m,,none,1,Servings,recZBMdCzE5sRxqOQ,,recFjRsUW8RjAGJED,
recDYbjBWQe9vs11Q,,,,daily,,,0,SUM(processed_meat_serving) WHERE DATE(datetime_combined) = target_date AND time between 06:00 and 10:30,sum,,,,,,,,2025-09-14T15:16:00.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,"Total processed meat servings consumed per day at breakfast, aggregated from all processed meat sources",,,wellpath,,daily_processed_meat_breakfast_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,1,,Daily Process Meat: Breakfast,recgGEypX3ghJay5R,,,processed_meat,,,,,,,,reco9DeFYVedQuQ3V,,,breakfast,1,Servings,recZBMdCzE5sRxqOQ,,,
rectiV0O4MVMUcW2M,,,,daily,,,0,SUM(processed_meat_serving) WHERE DATE(datetime_combined) = target_date AND time between 10:31 and 16:00,sum,,,,,,,,2025-09-14T15:16:00.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,"Total processed meat servings consumed per day at lunch, aggregated from all processed meat sources",,,wellpath,,daily_processed_meat_lunch_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,1,,Daily Process Meat: Lunch,recgGEypX3ghJay5R,,,processed_meat,,,,,,,,reco9DeFYVedQuQ3V,,,lunch,1,Servings,recZBMdCzE5sRxqOQ,,,
rec8cT84Wh19MzvqU,,,,daily,,,0,SUM(processed_meat_serving) WHERE DATE(datetime_combined) = target_date AND time between 16:01 and 24:00,sum,,,,,,,,2025-09-12T15:19:11.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,"Total processed meat servings consumed per day at dinner, aggregated from all processed meat sources",,,wellpath,,daily_processed_meat_dinner_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,1,,Daily Process Meat: Dinner,recgGEypX3ghJay5R,,,processed_meat,,,,,,,,reco9DeFYVedQuQ3V,,,dinner,1,Servings,recZBMdCzE5sRxqOQ,,,
recNzOe2650EhKLI6,,,,daily,,"recVWQpPRsivde14W, recAJRsUVlvIM7se8",0,SUM(added_sugar_serving) WHERE DATE(datetime_combined) = target_date,sum,,,,,,,,2025-09-12T15:23:46.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Total added sugar servings consumed per day,,,wellpath,,daily_added_sugar_servings_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,,Daily Added Sugar Servings,recgGEypX3ghJay5R,,,added_sugar_servings,,,,,,,,recaCw0rYWB00Tb0A,,1,none,1,Servings,recZBMdCzE5sRxqOQ,,recF34tZcCD7NlJjb,
